RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
241,1423::64319,1423::64555,1
242,1423::65519,1423::64649,1
243,1423::64851,1423::66713,1
244,1423::67319,1423::68174,1
245,1423::69119,1423::70831,1
246,1423::71493,1423::76566,1
247,1423::78494,1423::78108,1
248,1423::79451,1423::78257,1
249,1423::79419,1423::80743,1
250,1423::53624,1423::81173,1
251,1423::53624,1423::82073,1
252,1423::53624,1423::89990,1
253,1423::53624,1423::92968,1
254,1423::101470,1423::96951,1
255,1423::Unknown,1423::101946,1
256,1423::106111,1423::102248,1
257,1423::106111,1423::104274,1
258,1423::106111,1423::107636,1
259,1455::53624,1455::3646,0
260,1455::53624,1455::9307,1
261,1455::102248,1455::17430,1
262,1476::102248,1476::75490,1
263,1476::102248,1476::104398,0
264,1505::102248,1505::19634,1
265,1505::102248,1505::54473,1
266,1505::102248,1505::62398,1
267,1505::102248,1505::104768,0
268,1557::102248,1557::2570,1
269,1557::10298,1557::12804,1
270,1557::17430,1557::28153,1
271,1557::102248,1557::34807,1
272,1557::38498,1557::38984,0
273,1557::40593,1557::41379,1
274,1557::42098,1557::51543,1
275,1557::53098,1557::53806,0
276,1557::54473,1557::68017,1
277,1557::70493,1557::84365,1
278,1557::102248,1557::87302,1
279,1557::102248,1557::88649,1
280,1557::101946,1557::89391,1
281,1557::90951,1557::107005,1
282,1557::108111,1557::107361,1
283,1701::104,1701::41379,1
284,1701::53806,1701::87652,1
285,1701::102248,1701::97386,1
286,1701::104768,1701::105661,1
287,1751::104274,1751::18588,1
288,1751::20494,1751::35374,1
289,1751::41379,1751::42074,1
290,1751::44193,1751::45573,1
291,1751::53119,1751::72465,1
292,1751::78493,1751::75626,1
293,1751::84493,1751::82630,1
294,1751::84493,1751::87192,1
295,1751::89391,1751::88649,1
296,1751::89391,1751::100111,1
297,1751::104274,1751::101721,1
298,1751::104274,1751::105986,1
299,1774::41379,1774::71214,1
300,1822::104768,1822::69602,1
301,1856::104768,1856::11604,1
302,1856::104768,1856::79706,1
303,1887::104768,1887::6888,1
304,1887::104768,1887::6897,1
305,1887::6898,1887::61581,1
306,1887::104768,1887::77671,1
307,1887::104768,1887::91905,1
308,1887::104768,1887::94028,1
309,1933::104768,1933::11853,1
310,1933::104768,1933::12690,1
311,1933::12691,1933::12751,0
312,1933::12752,1933::21307,1
313,1933::21308,1933::23486,0
314,1933::23594,1933::23992,0
315,1933::24000,1933::26036,1
316,1933::27094,1933::31602,1
317,1933::32098,1933::45748,1
318,1933::53806,1933::46052,1
319,1933::46053,1933::46409,0
320,1933::46692,1933::48457,1
321,1933::49498,1933::52515,1
322,1933::53098,1933::56067,1
323,1933::57693,1933::72924,1
324,1933::73019,1933::73688,1
325,1933::76019,1933::75803,1
326,1933::77494,1933::77302,1
327,1933::78498,1933::84229,0
328,1933::85719,1933::86928,1
329,1933::88919,1933::95152,1
330,1933::101470,1933::95606,1
331,1933::102111,1933::99093,1
332,1933::101111,1933::101787,1
333,1952::104768,1952::22743,1
334,1952::23486,1952::55773,1
335,1952::61581,1952::72551,1
336,1952::102111,1952::79486,1
337,1952::83292,1952::90877,1
338,1952::94028,1952::93902,0
339,1952::101787,1952::106931,1
340,1987::104768,1987::73128,1
341,1987::76042,1987::80924,1
342,1987::84493,1987::98013,1
343,Unknown,2022::98636,1
344,Unknown,2032::64859,1
345,2032::73051,2032::65077,1
346,2032::67251,2032::79959,1
347,2032::81992,2032::83619,0
348,2032::86451,2032::95587,1
349,2055::10294,2055::22507,1
350,2128::84229,2128::35921,1
351,2151::84229,2151::12690,1
352,2151::12690,2151::27624,1
353,2151::12690,2151::31602,1
354,2151::12690,2151::52515,1
355,2151::12690,2151::70048,1
356,2151::84229,2151::74110,1
357,2151::84119,2151::81597,0
358,2151::84229,2151::84229,0
359,2232::35921,2232::20104,1
360,2232::35921,2232::66662,1
361,2232::74110,2232::70647,1
362,2232::74110,2232::77066,1
363,2232::84229,2232::79911,1
364,2232::84229,2232::87192,1
365,2232::84229,2232::98127,1
366,2300::84229,2300::934,1
367,2300::84229,2300::22791,0
368,2300::35921,2300::24346,1
369,2300::27624,2300::25515,1
370,2300::26694,2300::35259,1
371,2300::35921,2300::40146,1
372,2300::41694,2300::43204,1
373,2300::44198,2300::49408,0
374,2300::50194,2300::53002,1
375,2300::54294,2300::54425,0
376,2300::57098,2300::57359,0
377,2300::59998,2300::69062,1
378,2300::70048,2300::72574,1
379,2300::74110,2300::74053,0
380,2300::77066,2300::75998,1
381,2300::77066,2300::79828,1
382,2300::80998,2300::81392,1
383,2300::83098,2300::81484,1
384,2300::83592,2300::83844,1
385,2300::84229,2300::89391,1
386,2300::94498,2300::91262,1
387,2300::92198,2300::94012,1
388,2300::96042,2300::104426,1
389,2300::106111,2300::105759,1
390,2315::104426,2315::10740,1
391,2315::12690,2315::23351,1
392,2315::24494,2315::35480,1
393,2315::37094,2315::87760,1
394,2330::106,2330::16205,1
395,2330::24346,2330::51188,1
396,2330::53002,2330::85506,1
397,2367::10270,2367::88649,1
398,2367::94012,2367::100111,1
399,2393::100111,2393::22445,1
400,2393::54425,2393::38668,1
401,2393::74053,2393::41759,1
402,2393::74053,2393::55301,1
403,2393::74053,2393::58602,1
404,2393::74053,2393::91446,1
405,2393::74053,2393::92318,1
406,2393::74053,2393::95874,1
407,2393::Unknown,2393::96895,1
408,2393::Unknown,2393::99481,1
409,2437::38668,2437::17807,1
410,2437::17808,2437::25936,1
411,2437::31219,2437::64050,1
412,2437::74053,2437::73226,1
413,2437::78419,2437::80036,1
414,2437::83219,2437::93463,1
415,2437::96051,2437::96588,0
416,2462::17998,2462::54441,1
417,2487::17807,2487::14030,1
418,2487::17807,2487::26642,1
419,2487::38468,2487::29455,1
420,2487::38468,2487::43070,1
421,2487::44693,2487::44451,1
422,2487::54425,2487::47053,1
423,2487::50469,2487::96249,1
424,2487::Unknown,2487::103522,1
425,2498::14030,2498::19320,1
426,2549::10498,2549::61713,1
427,2549::64341,2549::95487,1
428,2570::10494,2570::1557,1
429,2570::16398,2570::45897,1
430,2570::49235,2570::71312,1
431,2570::74251,2570::73128,1
432,2570::78419,2570::86320,1
433,2586::104,2586::99512,1
434,2611::104,2611::28526,1
435,2611::44641,2611::32415,1
436,2611::38451,2611::32617,1
437,2611::34351,2611::37243,0
438,2611::39551,2611::39359,0
439,2611::41368,2611::40387,0
440,2611::41351,2611::42950,1
441,2611::44651,2611::53194,1
442,2611::54441,2611::62254,1
443,2611::64393,2611::62461,1
444,2611::64351,2611::67984,1
445,2611::69393,2611::69459,0
446,2611::70393,2611::71011,1
447,2611::72093,2611::72631,0
448,2611::73226,2611::75507,1
449,2611::76319,2611::83039,1
450,2611::40387,2611::84521,1
451,2611::40387,2611::91638,1
452,2611::102953,2611::102014,1
453,2636::40387,2636::66662,1
454,2636::102014,2636::87192,1
455,2701::102014,2701::45748,1
456,2701::102014,2701::74322,1
457,2701::102014,2701::106931,1
458,2716::102014,2716::233,1
459,2748::102014,2748::71822,1
460,2831::102014,2831::5266,1
461,2831::102014,2831::8016,1
462,2831::102,2831::10289,0
463,2831::135,2831::12074,1
464,2831::135,2831::12417,1
465,2831::13598,2831::15766,1
466,2831::16894,2831::16394,0
467,2831::16894,2831::19622,1
468,2831::20494,2831::29415,0
469,2831::30594,2831::36844,1
470,2831::40994,2831::43978,1
471,2831::46094,2831::66824,1
472,2831::73098,2831::74225,1
473,2831::78494,2831::100111,1
474,2879::102,2879::40562,1
475,2879::71822,2879::103866,1
476,2911::102,2911::19320,1
477,2911::24598,2911::74322,1
478,2911::106931,2911::83690,1
479,2911::102014,2911::93902,1
480,2934::102014,2934::11274,1
481,2934::12345,2934::28153,1
482,2934::34994,2934::47150,1
483,2934::50135,2934::98444,1
484,2934::106931,2934::102977,1
485,2934::106931,2934::107361,0
486,2952::10289,2952::85364,1
487,2961::10289,2961::9985,1
488,2989::10289,2989::39674,1
489,3032::10289,3032::103371,1
490,3083::10289,3083::22919,1
491,3122::10289,3122::26579,1
492,3122::102111,3122::26876,1
493,3122::29415,3122::76885,1
494,3203::10298,3203::32,1
495,3203::102,3203::8095,1
496,3203::10289,3203::8291,1
497,3203::10289,3203::9411,1
498,3203::10289,3203::83734,1
499,3220::10298,3220::84469,1
500,3233::107361,3233::44278,1
501,3233::107361,3233::50387,1
502,3233::107361,3233::60725,1
503,3257::107361,3257::15464,1
504,3257::16394,3257::32180,1
505,3257::44278,3257::42725,0
506,3257::44278,3257::46798,0
507,3257::49298,3257::75265,1
508,3257::Unknown,3257::93000,1
509,3257::Unknown,3257::95066,1
510,3279::107361,3279::60465,1
511,3279::107361,3279::97770,1
512,3337::107361,3337::27181,1
513,3337::10298,3337::29658,0
514,3337::44278,3337::30040,1
515,3337::30635,3337::55034,1
516,3337::60725,3337::60840,1
517,3337::65000,3337::72646,1
518,3337::75000,3337::85506,1
519,3337::94498,3337::104830,1
520,3396::104830,3396::88649,1
521,3396::104830,3396::106147,1
522,3421::106147,3421::61876,1
523,3454::104830,3454::39415,1
524,3454::104830,3454::50603,1
525,3454::60725,3454::55147,1
526,3454::60725,3454::55843,1
527,3454::60725,3454::72099,1
528,3454::104830,3454::82770,1
529,3454::104830,3454::85813,1
530,3454::104830,3454::89712,1
531,3454::94451,3454::93070,1
532,3513::104830,3513::86672,1
533,3539::104830,3539::7105,1
534,3539::10483,3539::26333,1
535,3539::29415,3539::37475,1
536,3539::44693,3539::50628,1
537,3539::55034,3539::58771,1
538,3539::62393,3539::107072,1
539,3568::104730,3568::14666,1
540,3568::29415,3568::28564,1
541,3568::30651,3568::54772,1
542,3568::104830,3568::69797,1
543,3568::104830,3568::101819,1
544,3646::10483,3646::1455,1
545,3646::10698,3646::9307,1
546,3646::10498,3646::9985,1
547,3646::10270,3646::14631,1
548,3646::16394,3646::18349,0
549,3646::20893,3646::27181,1
550,3646::18349,3646::32033,1
551,3646::18349,3646::39319,1
552,3646::18349,3646::45299,1
553,3646::46798,3646::68288,1
554,3646::46798,3646::70991,1
555,3646::68288,3646::90433,1
556,3646::Unknown,3646::94632,1
557,3646::102730,3646::98206,1
558,3728::29658,3728::39077,1
559,3728::46798,3728::47238,0
560,3728::49392,3728::49300,0
561,3728::50919,3728::54255,1
562,3728::58319,3728::72405,1
563,3728::78419,3728::88716,1
564,3728::94498,3728::106507,1
565,3743::106507,3743::19560,1
566,3743::21198,3743::99132,1
567,3743::106507,3743::106378,0
568,3789::106507,3789::31809,1
569,3789::106507,3789::44046,1
570,3789::106507,3789::49978,1
571,3789::54255,3789::50917,1
572,3789::53093,3789::60756,1
573,3789::68288,3789::67744,1
574,3789::73093,3789::73870,0
575,3817::106507,3817::8336,1
576,3836::106507,3836::20181,1
577,3836::20494,3836::45748,1
578,3914::106507,3914::63394,1
579,3914::106507,3914::96991,1
580,3943::106507,3943::17884,1
581,3943::106507,3943::32375,1
582,3943::39998,3943::50556,1
583,3943::106507,3943::62278,1
584,3943::73093,3943::80443,1
585,3943::106507,3943::89921,1
586,3957::106507,3957::6195,1
587,3957::106507,3957::80559,1
588,4031::10698,4031::9145,1
589,4031::106507,4031::10313,1
590,4031::10698,4031::20949,1
591,4031::29493,4031::28539,1
592,4031::34993,4031::29455,1
593,4031::30693,4031::29555,1
594,4031::30693,4031::29921,1
595,4031::30651,4031::45129,1
596,4031::49293,4031::46674,1
597,4031::49293,4031::47053,1
598,4031::49293,4031::47951,1
599,4031::49193,4031::52177,1
600,4031::106378,4031::60735,1
601,4031::60735,4031::61034,0
602,4031::61035,4031::65215,0
603,4031::106378,4031::71775,1
604,4031::73870,4031::94089,1
605,4089::106378,4089::16394,1
606,4089::16400,4089::47658,1
607,4089::106378,4089::56885,1
608,4089::60735,4089::73128,1
609,4089::106378,4089::93708,1
610,4089::106378,4089::93867,1
611,4109::106378,4109::36667,1
612,4109::46693,4109::60395,1
613,4135::106378,4135::17684,1
614,4135::60535,4135::27466,1
615,4135::30698,4135::32715,1
616,4135::40998,4135::58923,1
617,4135::60535,4135::71907,1
618,4135::94089,4135::72255,1
619,4135::73093,4135::107521,1
620,4154::106378,4154::5424,1
621,4154::106378,4154::32282,1
622,4154::108111,4154::50698,1
623,4154::107521,4154::68174,1
624,4154::106378,4154::75015,1
625,4154::106378,4154::92968,1
626,4188::106378,4188::69836,1
627,4237::106381,4237::19688,1
628,4237::32715,4237::24227,1
629,4237::30651,4237::32910,1
630,4237::43219,4237::35030,1
631,4237::44451,4237::104743,1
632,4324::106378,4324::12804,1
633,4324::17393,4324::15991,1
634,4324::17393,4324::60395,1
635,4324::106378,4324::73688,1
636,4324::106378,4324::98048,1
637,4363::106378,4363::37786,1
638,4363::106378,4363::46409,1
639,4488::106378,4488::67744,1
640,4488::106378,4488::73870,1
641,4488::106378,4488::88800,1
642,4488::106378,4488::91516,1
643,4549::106378,4549::38719,1
644,4549::49200,4549::47150,1
645,4681::106378,4681::11144,1
646,4681::12398,4681::80474,1
647,4681::106378,4681::98331,1
648,4681::106378,4681::104064,1
649,4717::106378,4717::15728,1
650,4717::61034,4717::29427,1
651,4742::61034,4742::40683,1
652,4742::61034,4742::68476,1
653,4742::61034,4742::97403,1
654,4762::61034,4762::34807,1
655,4762::61034,4762::87302,1
656,4762::61034,4762::92465,1
657,4762::Unknown,4762::97661,1
658,4795::61034,4795::13994,0
659,4828::61034,4828::11829,1
660,4828::13994,4828::43164,1
661,4911::12398,4911::5108,1
662,4911::61034,4911::12205,1
663,4911::12398,4911::26200,1
664,4911::29427,4911::28459,1
665,4911::29427,4911::36332,1
666,4911::39642,4911::38579,1
667,4911::40919,4911::39375,1
668,4911::40994,4911::39593,1
669,4911::39600,4911::40878,1
670,4911::41394,4911::48054,1
671,4911::49298,4911::50732,1
672,4911::53098,4911::51757,1
673,4911::53092,4911::53118,1
674,4911::54498,4911::54691,0
675,4911::55294,4911::58758,1
676,4911::60919,4911::59005,1
677,4911::59293,4911::61572,1
678,4911::62451,4911::64395,0
679,4911::65451,4911::70991,1
680,4911::72051,4911::74391,1
681,4911::75151,4911::78549,1
682,4911::80992,4911::80282,0
683,4911::80919,4911::83903,1
684,4911::85751,4911::85410,0
685,4911::86451,4911::87897,1
686,4911::89651,4911::88153,1
687,4911::89651,4911::93114,1
688,4911::96051,4911::105373,1
689,4977::10694,4977::32518,1
690,5024::10294,5024::7865,1
691,Unknown,5024::9145,1
692,5024::10270,5024::9152,1
693,5024::10217,5024::15624,1
694,5024::16551,5024::20949,1
695,5024::21993,5024::29455,1
696,5024::30693,5024::29555,1
697,5024::30551,5024::44451,1
698,5024::46351,5024::47053,1
699,5024::49251,5024::47951,0
700,5024::80282,5024::49159,1
701,5024::80282,5024::65215,1
702,5024::49159,5024::71775,1
703,5024::80282,5024::79357,1
704,5024::80282,5024::105714,1
705,5046::47951,5046::21343,1
706,5046::47951,5046::25835,1
707,5046::30251,5046::28843,1
708,5046::30251,5046::40324,1
709,5046::47951,5046::44010,1
710,5046::49159,5046::45232,1
711,5046::47951,5046::53410,1
712,5046::54951,5046::54847,1
713,5046::57051,5046::62997,1
714,5046::65215,5046::65446,1
715,5046::68051,5046::74379,1
716,5046::78451,5046::83181,1
717,5046::85410,5046::87693,1
718,5046::Unknown,5046::90925,1
719,5046::Unknown,5046::92341,1
720,5046::Unknown,5046::96313,1
721,5046::99151,5046::102379,1
722,5075::1028,5075::52177,1
723,5075::54751,5075::79684,1
724,5075::105714,5075::100884,1
725,5108::10243,5108::4911,1
726,5108::5024,5108::28049,1
727,5108::30251,5108::54307,1
728,5108::65446,5108::54691,0
729,5108::55751,5108::68086,1
730,5108::72051,5108::70991,0
731,5108::72951,5108::86388,1
732,5108::102379,5108::108035,1
733,5186::4911,5186::44278,1
734,5186::4911,5186::50387,1
735,5186::54251,5186::61876,1
736,5186::65446,5186::66034,1
737,5251::4911,5251::17633,1
738,5251::21343,5251::34001,1
739,5251::44111,5251::92631,1
740,5266::4911,5266::2831,1
741,5266::4911,5266::67528,1
742,5266::102111,5266::100111,0
743,5323::4911,5323::16394,1
744,5323::68251,5323::29415,1
745,5323::34951,5323::34860,1
746,5323::40951,5323::35374,1
747,5323::40551,5323::57443,1
748,5323::62393,5323::61193,0
749,5424::10239,5424::1113,1
750,5424::100111,5424::4154,1
751,5424::100111,5424::9402,1
752,5424::100111,5424::23992,1
753,5424::100111,5424::50698,1
754,5424::100111,5424::53725,1
755,5424::100111,5424::92465,1
756,5424::100111,5424::96991,1
757,5424::100111,5424::97770,1
758,5424::100111,5424::101470,1
759,5478::100111,5478::36829,1
760,5478::100111,5478::58871,1
761,5478::100111,5478::61607,1
762,5478::100111,5478::87453,1
763,5584::100111,5584::372,1
764,5584::100111,5584::20462,1
765,5584::100111,5584::26183,1
766,5584::101470,5584::41072,1
767,5584::100111,5584::72718,1
768,5606::101470,5606::16553,1
769,5648::101470,5648::7122,1
770,5802::101470,5802::22245,1
771,5802::101470,5802::80270,1
772,5802::100111,5802::92476,1
773,5802::101470,5802::93917,1
774,5802::100111,5802::102562,1
775,5802::104470,5802::102589,1
776,5817::102589,5817::32542,1
777,5817::102589,5817::46409,1
778,5863::102589,5863::7506,1
779,5863::102562,5863::9016,1
780,5863::102562,5863::23523,1
781,5937::10270,5937::5947,1
782,5937::102562,5937::5959,1
783,5937::596,5937::14138,1
784,5937::102562,5937::34600,1
785,5937::102562,5937::42872,1
786,5937::102562,5937::52394,1
787,5937::102562,5937::73941,1
788,5937::102562,5937::77133,1
789,5937::102562,5937::104999,1
790,5947::14138,5947::5937,1
791,5947::104998,5947::5959,1
792,5947::14138,5947::14138,0
793,5947::34600,5947::34600,0
794,5947::42872,5947::42872,0
795,5947::52394,5947::52394,0
796,5947::73941,5947::59180,1
797,5947::73941,5947::73941,0
798,5947::77133,5947::77133,0
799,5947::104999,5947::104999,0
800,5959::104998,5959::5937,1
801,5959::104998,5959::5947,1
802,5959::104999,5959::14138,1
803,5959::104999,5959::34600,1
804,5959::104999,5959::42872,1
805,5959::104999,5959::51351,1
806,5959::73941,5959::52394,0
807,5959::73941,5959::59180,1
808,5959::104999,5959::73941,1
809,5959::104999,5959::77133,1
810,5959::104999,5959::104999,0
811,6020::5947,6020::24404,1
812,6020::34600,6020::67794,1
813,6020::104999,6020::73317,1
814,6047::104999,6047::54505,1
815,6047::104999,6047::103005,1
816,6067::104999,6067::10376,1
817,6067::104999,6067::73623,1
818,6092::104999,6092::54505,1
819,6092::103005,6092::103005,0
820,6111::104999,6111::75232,1
821,6120::10376,6120::39674,1
822,6120::104999,6120::48330,1
823,6141::104999,6141::54208,1
824,6157::104999,6157::28206,1
825,6186::104999,6186::7396,1
826,6186::10499,6186::33925,1
827,6186::104999,6186::58181,1
828,6195::104999,6195::3957,1
829,6195::104999,6195::80559,1
830,6263::104999,6263::21862,1
831,6263::104999,6263::24208,1
832,6263::28206,6263::53147,1
833,6263::104999,6263::71322,1
834,6263::104999,6263::100456,1
835,6263::104999,6263::101084,1
836,6403::104999,6403::10235,1
837,6403::104999,6403::32981,1
838,6403::104999,6403::63774,1
839,6452::104999,6452::64607,1
840,6510::10235,6510::106971,1
841,6548::106971,6548::60654,1
842,6548::10235,6548::67528,1
843,6548::104999,6548::81484,1
844,6585::106971,6585::8691,0
845,6585::10235,6585::23135,0
846,6585::10235,6585::25738,1
847,6585::28341,6585::32738,1
848,6585::38494,6585::58346,1
849,6585::100456,6585::75749,1
850,6585::103005,6585::94211,1
851,6652::103005,6652::28459,1
852,6652::103005,6652::40562,1
853,6652::103005,6652::84365,1
854,6663::103005,6663::45129,1
855,6663::103005,6663::63696,1
856,6663::103005,6663::69602,1
857,6663::103005,6663::78389,1
858,6677::103005,6677::20214,1
859,6677::23135,6677::48586,1
860,6677::72992,6677::70307,1
861,6704::1024,6704::242,0
862,6704::103005,6704::82887,1
863,6704::103005,6704::89201,1
864,6796::103005,6796::28206,1
865,6796::40995,6796::30669,1
866,6796::40995,6796::31994,1
867,6796::34398,6796::44368,0
868,6796::49298,6796::81173,1
869,6796::84498,6796::100884,1
870,6862::103005,6862::39593,1
871,6862::100884,6862::54691,1
872,6862::78494,6862::104968,1
873,6888::104968,6888::1887,1
874,6888::104968,6888::6897,1
875,6888::103005,6888::61581,1
876,6888::104968,6888::77671,1
877,6888::104968,6888::91905,1
878,6888::104968,6888::94028,1
879,6897::6888,6897::1887,1
880,6897::6897,6897::6888,1
881,6897::104968,6897::61581,1
882,6897::77671,6897::77671,0
883,6897::91905,6897::91905,0
884,6897::94028,6897::94028,0
885,6919::104968,6919::32738,1
886,6934::104968,6934::48586,1
887,6934::70307,6934::56419,1
888,6934::70307,6934::61637,1
889,6934::70307,6934::70307,0
