MovieID,GeneratedTitle,RealTitle,ErrorFlag
190,You've Got Mail (1998),Safe (1995),1
191,Presumed Innocent (1990),"Scarlet Letter, The (1995)",1
192,Rebel Without a Cause (1955),"Show, The (1995)",1
193,Turner & Hooch (1989),Showgirls (1995),1
194,Rebecca (1940),Smoke (1995),1
195,Corvette Summer (1978),Something to Talk About (1995),1
196,Mad Max Beyond Thunderdome (1985),Species (1995),1
197,Turner & Hooch (1989),"Stars Fell on Henrietta, The (1995)",1
198,Rebecca (1940),Strange Days (1995),1
199,Miracle on 34th Street (1947),"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1
200,"Mad Max Beyond Thunderdome (1995) is not the correct title for the ID 199. After checking the MovieLens dataset, I found that the correct title for the ID 199 is actually ""Mad Max Beyond Thunderdome"" is incorrect, the correct title is ""Mad Max Beyond Thunderdome"" is not available, the correct title for ID 199 is ""Princess Bride, The (1987)"".","Tie That Binds, The (1995)",1
201,Star Wars: Episode IV - A New Hope (1977),Three Wishes (1995),1
202,Toy Story (1995),Total Eclipse (1995),1
203,Yentl (1983),"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1
204,"Mighty Ducks, The (1992)",Under Siege 2: Dark Territory (1995),1
205,Mad Max Beyond Thunderdome (1990),Unstrung Heroes (1995),1
206,Title: Let's Go to Prison (2006),Unzipped (1995),1
207,Kolya (1996),"Walk in the Clouds, A (1995)",1
208,Title: Dredd (1995),Waterworld (1995),1
209,You've Got Mail (1998),White Man's Burden (1995),1
210,Toy Story (1995),Wild Bill (1995),1
211,Jumanji (1995),"Browning Version, The (1994)",1
212,Star Wars: Episode IV - A New Hope (1977),Bushwhacked (1995),1
213,"Adjuster, The (1992)",Burnt By the Sun (Utomlyonnye solntsem) (1994),1
214,"Mighty Ducks, The (1992)",Before the Rain (Pred dozhdot) (1994),1
215,"Karate Kid, The (1984)",Before Sunrise (1995),1
216,Angel on My Shoulder (1946),Billy Madison (1995),1
217,"The title of the movie corresponding to the target ID 216 is ""Eve of Destruction (1991)"".","Babysitter, The (1995)",1
218,Romeo and Juliet (1968),Boys on the Side (1995),1
219,Title: Drop Dead Fred (1991),"Cure, The (1995)",1
220,Toy Story (1995),Castle Freak (1995),1
222,Seven Years in Tibet (1997),Circle of Friends (1995),1
223,Rear Window (1954),Clerks (1994),1
224,"Gods Must Be Crazy, The (1980)",Don Juan DeMarco (1995),1
225,Kolya (1996),Disclosure (1994),1
226,Jaws (1975),Dream Man (1995),1
227,Jumanji (1995),Drop Zone (1994),1
228,JFK (1991),Destiny Turns on the Radio (1995),1
229,JFK (1991),Death and the Maiden (1994),1
230,Seven Years in Tibet (1997),Dolores Claiborne (1994),1
231,Toy Story (1995),Dumb & Dumber (1994),1
232,Beyond Rangoon (1995),Eat Drink Man Woman (1994),1
233,Toy Story (1995),Exotica (1994),1
234,Mona and the Time of Burning Love (1984),Exit to Eden (1994),1
235,ET: The Extra-Terrestrial (1982),Ed Wood (1994),1
236,Private Benjamin (1980),French Kiss (1995),1
237,Jumanji (1995),Forget Paris (1995),1
238,Tombstone (1993),Far From Home: The Adventures of Yellow Dog (1995),1
239,Mona Lisa (1986),"Goofy Movie, A (1995)",1
240,Return of the Jedi (1983),Hideaway (1995),1
241,Heathers (1988),Fluke (1995),1
242,Private Benjamin (1980),Farinelli: il castrato (1994),1
243,Toy Story (1995),Gordy (1995),0
244,Kolya (1996),Gumby: The Movie (1995),1
245,Mad Max Beyond Thunderdome (1990),"Glass Shield, The (1994)",1
246,Rear Window (1954),Hoop Dreams (1994),1
247,Seven Years in Tibet (1997),Heavenly Creatures (1994),1
248,Direct Hit (1994),Houseguest (1994),1
249,"Doll's House, A (1973)",Immortal Beloved (1994),1
250,Timecop (1994),Heavyweights (1994),1
251,Dead Poets Society (1989),"Hunted, The (1995)",1
252,Star Wars: Episode IV - A New Hope (1977),I.Q. (1994),1
253,Pulp Fiction (1994),Interview with the Vampire (1994),1
254,Dracula: Dead and Loving It (1995),Jefferson in Paris (1995),1
255,Nixon (1995),"Jerky Boys, The (1994)",1
256,Lady and the Tramp (1955),Junior (1994),1
257,Private Benjamin (1980),Just Cause (1995),1
258,Private Benjamin (1980),"Kid in King Arthur's Court, A (1995)",1
259,Nixon (1995),Kiss of Death (1995),1
260,One Flew Over the Cuckoo's Nest (1975),Star Wars: Episode IV - A New Hope (1977),1
261,Mad Max Beyond Thunderdome (1985),Little Women (1994),1
262,Star Wars: Episode IV - A New Hope (1977),"Little Princess, A (1995)",1
263,Star Wars: Episode IV - A New Hope (1977),Ladybird Ladybird (1994),1
264,Nixon (1995),"Enfer, L' (1994)",1
265,"Mighty Ducks, The (1992)",Like Water for Chocolate (Como agua para chocolate) (1992),1
266,Maverick (1994),Legends of the Fall (1994),1
267,Mad Max Beyond Thunderdome (1990),Major Payne (1994),1
268,Nixon (1995),Little Odessa (1994),1
269,Romeo and Juliet (1968),My Crazy Life (Mi vida loca) (1993),1
270,Seven Years in Tibet (1997),Love Affair (1994),1
271,Toy Story (1995),Losing Isaiah (1995),1
272,Mad Max Beyond Thunderdome (1990),"Madness of King George, The (1994)",1
273,Nixon (1995),Mary Shelley's Frankenstein (1994),1
274,"Mighty Ducks, The (1992)",Man of the House (1995),1
275,"Tingler, The (1959)",Mixed Nuts (1994),1
276,Nixon (1995),Milk Money (1994),1
277,"Mad Max Beyond Thunderdome (1990) is not the correct title, but the correct title for the ID 275 is actually ""Mad Max Beyond Thunderdome"" without the year, however the correct title is  ""Mad Max Beyond Thunderdome"" (1985)",Miracle on 34th Street (1994),1
278,Mad Max Beyond Thunderdome (1990),Miami Rhapsody (1995),1
279,Mad Max Beyond Thunderdome (1990),My Family (1995),1
280,Rear Window (1954),Murder in the First (1995),1
281,Notting Hill (1999),Nobody's Fool (1994),1
282,Timecop (1994),Nell (1994),1
283,Nixon (1995),New Jersey Drive (1995),1
284,Nixon (1995),New York Cop (1996),1
285,Nixon (1995),Beyond Bedlam (1993),1
286,Nixon (1995),Nemesis 2: Nebula (1995),1
287,Mad Max Beyond Thunderdome (1985),Nina Takes a Lover (1994),1
288,Pret-a-Porter (1994),Natural Born Killers (1994),1
289,Rebel Without a Cause (1955),Only You (1994),1
290,The Object of My Affection (1998),Once Were Warriors (1994),1
291,Heavenly Creatures (1994),Poison Ivy II (1995),1
292,Mad Max Beyond Thunderdome (1985),Outbreak (1995),1
293,"Hole, The (2000)","Professional, The (a.k.a. Leon: The Professional) (1994)",1
294,Private Benjamin (1980),"Perez Family, The (1995)",1
295,"Maddening, The (1995)","Pyromaniac's Love Story, A (1995)",1
296,Mad Max Beyond Thunderdome (1990),Pulp Fiction (1994),1
297,Dolores Claiborne (1995),Panther (1995),1
298,Rear Window (1954),Pushing Hands (1992),1
299,Dolores Claiborne (1995),Priest (1994),1
300,Nixon (1995),Quiz Show (1994),1
301,Bicentennial Man (1999),Picture Bride (1995),1
302,"Title: The Good, the Bad and the Ugly (1966)",Queen Margot (La Reine Margot) (1994),1
303,Naked Gun 33 1/3: The Final Insult (1994),"Quick and the Dead, The (1995)",1
304,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Roommates (1995),1
305,Rear Window (1954),Ready to Wear (Pret-A-Porter) (1994),1
306,Naked Gun 33 1/3: The Final Insult (1994),Three Colors: Red (1994),1
307,Dolores Claiborne (1995),Three Colors: Blue (1993),1
308,Sleepers (1996),Three Colors: White (1994),1
309,Timecop (1994),"Red Firecracker, Green Firecracker (1994)",1
310,Blood Simple (1984),Rent-a-Kid (1995),1
311,Harvey (1950),Relative Fear (1994),1
312,Title: Miller's Crossing (1990),Stuart Saves His Family (1995),1
313,"Eagle Has Landed, The (1976)","Swan Princess, The (1994)",1
314,Private Benjamin (1980),"Secret of Roan Inish, The (1994)",1
315,Nixon (1995),"Specialist, The (1994)",1
316,"Eagle Has Landed, The (1976)",Stargate (1994),1
317,Nixon (1995),"Santa Clause, The (1994)",1
318,Nixon (1995),"Shawshank Redemption, The (1994)",1
319,Nixon (1995),Shallow Grave (1994),1
320,Caddyshack (1980),Suture (1993),1
321,Toy Story (1995),Strawberry and Chocolate (Fresa y chocolate) (1993),1
322,Turner & Hooch (1989),Swimming with Sharks (1995),1
324,Title: Knots Landing (1979),"Sum of Us, The (1994)",1
325,Angels in the Outfield (1994),National Lampoon's Senior Trip (1995),1
326,Rear Window (1954),To Live (Huozhe) (1994),1
327,Apt Pupil (1998),Tank Girl (1995),1
328,Nixon (1995),Tales From the Crypt Presents: Demon Knight (1995),1
329,Apt Pupil (1998),Star Trek: Generations (1994),1
330,Fried Green Tomatoes (1991),Tales from the Hood (1995),1
331,Apt Pupil (1998),Tom & Viv (1994),1
332,Fried Green Tomatoes (1991),Village of the Damned (1995),1
333,"Title: 7th Voyage of Sinbad, The (1958)",Tommy Boy (1995),1
334,Title: Addams Family Values (1993),Vanya on 42nd Street (1994),1
335,Title: Addams Family Values (1993),"Underneath, The (1995)",1
336,Private Benjamin (1980),"Walking Dead, The (1995)",1
337,Addams Family Values (1993),What's Eating Gilbert Grape (1993),1
338,Mad Max Beyond Thunderdome (1985),Virtuosity (1995),1
339,Nixon (1995),While You Were Sleeping (1995),1
340,Fried Green Tomatoes (1991),"War, The (1994)",1
341,Halloween (1978),Double Happiness (1994),1
342,Apt Pupil (1998),Muriel's Wedding (1994),1
343,"Constant Gardener, The (2005)","Baby-Sitters Club, The (1995)",1
344,"Man Who Shot Liberty Valance, The (1962)",Ace Ventura: Pet Detective (1994),1
345,Out of Sight (1998),"Adventures of Priscilla, Queen of the Desert, The (1994)",1
346,Out of Sight (1998),Backbeat (1993),1
347,Tamango (1958),Bitter Moon (1992),1
348,Title:  Mad Max Beyond Thunderdome (1985),Bullets Over Broadway (1994),1
349,Twelve Monkeys (1995),Clear and Present Danger (1994),1
350,Dark City (1998),"Client, The (1994)",1
351,Battling Butler (1926),"Corrina, Corrina (1994)",1
352,Title: Creepshow (1982),Crooklyn (1994),1
353,Title: Angel on My Shoulder (1946),"Crow, The (1994)",1
354,Harvey (1950),Cobb (1994),1
355,"Mighty Ducks, The (1992)","Flintstones, The (1994)",1
356,Dead Poets Society (1989),Forrest Gump (1994),1
357,Dead Poets Society (1989),Four Weddings and a Funeral (1994),1
358,"Deer Hunter, The (1978)",Higher Learning (1995),1
359,"Mighty Ducks, The (1992)",I Like It Like That (1994),1
360,Dead Poets Society (1989),I Love Trouble (1994),1
361,Big Trouble in Little China (1986),It Could Happen to You (1994),1
362,Angel Heart (1987),"Jungle Book, The (1994)",1
363,Dumbo (1941),"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",1
364,Bicentennial Man (1999),"Lion King, The (1994)",1
365,Title: 10 Things I Hate About You (1999),Little Buddha (1993),1
366,Jumanji (1995),Wes Craven's New Nightmare (1994),1
367,Kolya (1996),"Mask, The (1994)",1
368,Dolores Claiborne (1995),Maverick (1994),1
369,Twelve Monkeys (1995),Mrs. Parker and the Vicious Circle (1994),1
370,Title: Dances with Wolves (1990),Naked Gun 33 1/3: The Final Insult (1994),1
371,"Doll's House, A (1973)","Paper, The (1994)",1
372,Title: Dirty Harry (1971),Reality Bites (1994),1
373,Dredd Scott,Red Rock West (1992),1
374,Dances with Wolves (1990),Richie Rich (1994),1
375,Title: Thunderball (1965),Safe Passage (1994),1
376,Twelve Monkeys (1995),"River Wild, The (1994)",1
377,Rear Window (1954),Speed (1994),1
378,Angel Heart (1987),Speechless (1994),1
379,Titanic (1997),Timecop (1994),1
380,Timecop (1994),True Lies (1994),1
381,Title: Dirty Harry (1971),When a Man Loves a Woman (1994),1
382,My Man Godfrey (1957),Wolf (1994),1
383,Deep Impact (1998),Wyatt Earp (1994),1
384,Angel Heart (1987),Bad Company (1995),1
385,Timecop (1994),"Man of No Importance, A (1994)",1
386,Angel on My Shoulder (1946),S.F.W. (1994),1
387,One Flew Over the Cuckoo's Nest (1975),"Low Down Dirty Shame, A (1994)",1
388,My Man Godfrey (1957),Boys Life (1995),1
389,Dirty Dancing (1987),"Colonel Chabert, Le (1994)",1
390,One Flew Over the Cuckoo's Nest (1975),Faster Pussycat! Kill! Kill! (1965),1
391,Angel on My Shoulder (1946),Jason's Lyric (1994),1
392,Beautiful Thing (1996),"Secret Adventures of Tom Thumb, The (1993)",1
393,Evil Dead II (1987),Street Fighter (1994),1
394,Kolya (1996),Coldblooded (1995),1
395,Rear Window (1954),Desert Winds (1995),0
396,Title: Out of Sight (1998),Fall Time (1995),1
397,Big Trouble in Little China (1986),"Fear, The (1995)",1
398,Addams Family Values (1993),Frank and Ollie (1995),1
399,Sleepers (1996),Girl in the Cadillac (1995),1
400,"Doll's House, A (1973)",Homage (1995),1
401,Heavy Metal (1981),Mirage (1995),1
402,Halloween: The Curse of Michael Myers (1995),Open Season (1996),1
403,"Man Who Shot Liberty Valance, The (1962)",Two Crimes (1995),1
404,Get Shorty (1995),Brother Minister: The Assassination of Malcolm X (1994),1
