RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
536,5::320,5::318,1
537,5::320,5::344,1
538,5::350,5::349,1
539,5::351,5::357,0
540,5::361,5::364,0
541,5::368,5::367,0
542,5::373,5::380,1
543,5::384,5::410,1
544,5::412,5::457,1
545,5::463,5::474,1
546,5::476,5::475,0
547,5::476,5::515,1
548,5::530,5::527,1
549,5::530,5::531,0
550,5::101,5::534,1
551,5::545,5::588,1
552,5::589,5::589,0
553,5::590,5::590,0
554,5::591,5::592,0
555,5::593,5::594,0
556,5::595,5::595,0
557,5::596,5::596,0
558,5::597,5::597,0
559,5::598,5::608,1
560,6::10,6::2,1
561,6::7,6::3,1
562,6::5,6::4,1
563,6::5,6::5,0
564,6::6,6::6,0
565,6::7,6::7,0
566,6::8,6::8,0
567,6::9,6::10,1
568,6::11,6::11,0
569,6::12,6::13,1
570,6::15,6::15,0
571,6::16,6::16,0
572,6::17,6::17,0
573,6::18,6::19,1
574,6::20,6::21,1
575,6::22,6::22,0
576,6::23,6::24,1
577,6::25,6::25,0
578,6::26,6::26,0
579,6::27,6::27,0
580,6::28,6::31,1
581,6::32,6::32,0
582,6::33,6::34,1
583,6::35,6::36,1
584,6::37,6::41,1
585,6::42,6::43,1
586,6::44,6::45,1
587,6::46,6::46,0
588,6::48,6::47,1
589,6::48,6::50,1
590,6::52,6::54,1
591,6::55,6::60,1
592,6::61,6::61,0
593,6::62,6::62,0
594,6::63,6::65,1
595,6::66,6::66,0
596,6::67,6::76,1
597,6::80,6::79,1
598,6::80,6::86,1
599,6::88,6::87,1
600,6::67,6::88,1
601,6::22,6::89,1
602,6::99,6::92,1
603,6::95,6::93,1
604,6::94,6::95,1
605,6::100,6::100,0
606,6::101,6::102,0
607,6::104,6::104,0
608,6::106,6::105,0
609,6::106,6::110,0
610,6::112,6::112,0
611,6::115,6::113,0
612,6::115,6::126,1
613,6::127,6::135,1
614,6::136,6::140,1
615,6::142,6::141,0
616,6::142,6::145,0
617,6::150,6::146,1
618,6::149,6::150,1
619,6::151,6::151,0
620,6::152,6::153,0
621,6::155,6::158,0
622,6::160,6::159,1
623,6::160,6::160,0
624,6::162,6::161,0
625,6::162,6::163,0
626,6::165,6::165,0
627,6::166,6::168,0
628,6::169,6::170,1
629,6::172,6::171,0
630,6::172,6::174,0
631,6::176,6::177,0
632,6::178,6::179,0
633,6::180,6::180,0
634,6::181,6::181,0
635,6::183,6::185,0
636,6::186,6::186,0
637,6::187,6::189,0
638,6::190,6::191,0
639,6::192,6::195,0
640,6::196,6::196,0
641,6::197,6::201,1
642,6::202,6::204,0
643,6::205,6::205,0
644,6::206,6::207,0
645,6::208,6::208,0
646,6::210,6::209,0
647,6::210,6::210,0
648,6::211,6::212,0
649,6::213,6::216,0
650,6::219,6::217,0
651,6::219,6::218,0
652,6::219,6::219,0
653,6::220,6::222,0
654,6::223,6::224,0
655,6::225,6::225,0
656,6::226,6::230,1
657,6::231,6::231,0
658,6::232,6::234,0
659,6::235,6::236,0
660,6::238,6::237,0
661,6::238,6::239,0
662,6::240,6::240,0
663,6::241,6::243,0
664,6::244,6::248,0
665,6::250,6::250,0
666,6::252,6::251,0
667,6::252,6::252,0
668,6::253,6::253,0
669,6::254,6::254,0
670,6::255,6::256,0
671,6::257,6::257,0
672,6::259,6::258,0
673,6::259,6::261,1
674,6::262,6::262,0
675,6::263,6::265,0
676,6::266,6::266,0
677,6::267,6::267,0
678,6::269,6::270,1
679,6::271,6::271,0
680,6::272,6::273,0
681,6::274,6::274,0
682,6::275,6::276,0
683,6::277,6::277,0
684,6::278,6::279,0
685,6::280,6::281,0
686,6::282,6::282,0
687,6::283,6::288,0
688,6::289,6::289,0
689,6::290,6::291,0
690,6::292,6::292,0
691,6::293,6::293,0
692,6::294,6::296,0
693,6::297,6::302,1
694,6::304,6::303,0
695,6::304,6::304,0
696,6::305,6::310,0
697,6::311,6::312,0
698,6::313,6::313,0
699,6::314,6::314,0
700,6::315,6::315,0
701,6::316,6::316,0
702,6::317,6::317,0
703,6::318,6::318,0
704,6::319,6::327,1
705,6::330,6::329,1
706,6::330,6::330,0
707,6::332,6::332,0
708,6::333,6::333,0
709,6::335,6::336,0
710,6::337,6::337,0
711,6::338,6::339,0
712,6::340,6::340,0
713,6::342,6::342,0
714,6::343,6::343,0
715,6::345,6::344,0
716,6::345,6::347,0
717,6::348,6::348,0
718,6::349,6::349,0
719,6::350,6::350,0
720,6::351,6::351,0
721,6::352,6::352,0
722,6::353,6::353,0
723,6::354,6::354,0
724,6::355,6::355,0
725,6::356,6::356,0
726,6::357,6::357,0
727,6::358,6::358,0
728,6::359,6::359,0
729,6::360,6::360,0
730,6::361,6::361,0
731,6::362,6::362,0
732,6::363,6::364,0
733,6::365,6::366,0
734,6::367,6::367,0
735,6::368,6::368,0
736,6::369,6::370,1
737,6::371,6::371,0
738,6::372,6::374,0
739,6::375,6::377,0
740,6::Unknown,6::378,1
741,6::379,6::380,1
742,6::381,6::381,0
743,6::382,6::382,0
744,6::383,6::383,0
745,6::384,6::405,1
746,6::Unknown,6::410,1
747,6::Unknown,6::412,1
748,6::413,6::415,0
749,6::Unknown,6::416,1
750,6::441,6::419,0
751,6::420,6::426,0
752,6::428,6::432,0
753,6::440,6::434,0
754,6::436,6::435,0
755,6::436,6::437,0
756,6::439,6::440,1
757,6::441,6::445,0
758,6::446,6::450,1
759,6::452,6::454,0
760,6::456,6::455,0
761,6::460,6::457,1
762,6::460,6::458,1
763,6::460,6::460,0
764,6::461,6::466,0
765,6::467,6::468,0
766,6::470,6::469,1
767,6::470,6::472,0
768,6::473,6::474,0
769,6::475,6::475,0
770,6::476,6::477,0
771,6::478,6::480,0
772,6::482,6::485,0
773,6::486,6::489,0
774,6::491,6::490,0
775,6::Unknown,6::491,1
776,6::492,6::493,0
777,6::494,6::494,0
778,6::495,6::497,0
779,6::498,6::500,1
780,6::501,6::502,0
781,6::503,6::505,0
782,6::506,6::508,0
783,6::509,6::509,0
784,6::Unknown,6::510,1
785,6::Unknown,6::515,1
786,6::519,6::516,0
787,6::519,6::520,1
788,6::522,6::524,0
789,6::525,6::527,0
790,6::530,6::531,0
791,6::532,6::532,0
792,6::533,6::536,0
793,6::538,6::537,0
794,6::538,6::539,0
795,6::540,6::540,0
796,6::542,6::542,0
797,6::545,6::543,0
798,6::545,6::546,0
799,6::547,6::548,0
800,6::549,6::552,1
801,6::557,6::553,0
802,6::555,6::569,1
803,6::570,6::575,0
804,6::583,6::587,0
805,6::590,6::588,1
806,6::590,6::589,0
807,6::590,6::590,0
808,6::591,6::592,0
809,6::593,6::593,0
810,6::594,6::594,0
811,6::595,6::595,0
812,6::596,6::596,0
813,6::597,6::597,0
814,6::598,6::606,1
815,6::607,6::608,0
816,6::609,6::609,0
817,6::610,6::616,0
818,6::617,6::628,1
819,6::629,6::631,1
820,6::632,6::637,0
821,6::638,6::640,1
822,6::643,6::647,0
823,6::648,6::662,1
824,6::665,6::667,0
825,6::670,6::694,1
826,6::695,6::697,0
827,6::705,6::700,0
828,6::705,6::704,0
829,6::705,6::708,0
830,6::710,6::709,0
831,6::710,6::710,0
832,6::711,6::711,0
833,6::712,6::719,0
834,6::720,6::736,1
835,6::743,6::747,0
836,6::760,6::762,0
837,6::770,6::765,1
838,6::766,6::775,1
839,6::784,6::780,0
840,6::784,6::783,0
841,6::784,6::795,1
842,6::797,6::799,0
843,6::800,6::801,0
844,6::809,6::802,0
845,6::803,6::818,1
846,6::822,6::830,1
847,6::832,6::835,0
848,6::836,6::837,0
849,6::838,6::838,0
850,6::880,6::839,1
851,6::840,6::842,0
852,6::846,6::848,0
853,6::850,6::852,0
854,6::854,6::867,1
855,6::870,6::880,0
856,6::882,6::881,0
857,6::882,6::888,0
858,6::890,6::891,0
859,6::892,6::979,1
860,6::100,6::981,1
861,6::982,6::986,0
862,6::1000,6::991,1
863,6::100,6::996,1
864,6::1000,6::999,1
865,6::1000,6::1004,0
866,6::1005,6::1006,0
867,6::1007,6::1042,1
868,6::1045,6::1049,0
869,6::1050,6::1061,1
870,6::1062,6::1064,0
871,6::1065,6::1073,1
872,6::1080,6::1082,0
873,6::1085,6::1084,0
874,7::882,7::1,1
875,7::2,7::50,1
876,7::60,7::58,1
877,7::62,7::150,1
878,7::166,7::165,0
879,7::170,7::260,1
880,7::266,7::356,1
881,7::381,7::380,0
882,7::400,7::466,1
883,7::475,7::480,1
884,7::501,7::587,1
885,7::600,7::588,1
886,7::600,7::589,1
887,7::590,7::592,0
888,7::593,7::593,0
889,7::594,7::595,0
890,7::596,7::648,1
891,7::650,7::750,0
892,7::751,7::780,1
893,7::794,7::920,1
894,7::921,7::924,0
895,7::926,7::1101,1
896,7::1102,7::1183,1
897,7::1200,7::1196,1
898,7::1200,7::1208,0
899,7::1210,7::1210,0
900,7::120,7::1219,1
901,7::1220,7::1220,0
902,7::1221,7::1240,1
903,7::1241,7::1246,0
904,7::1253,7::1270,1
905,7::1274,7::1517,1
906,7::1520,7::1584,1
907,7::1607,7::1610,0
908,7::1611,7::1617,0
909,7::1620,7::1682,0
910,7::1701,7::1784,1
911,7::1790,7::1917,1
912,7::1941,7::1923,1
913,7::1941,7::1954,0
914,7::1967,7::2019,1
915,7::2030,7::2324,1
916,7::2359,7::2353,0
917,7::2354,7::2529,1
918,7::256,7::2628,1
919,7::2630,7::2640,0
920,7::2641,7::2671,0
921,7::2678,7::2683,0
922,7::2690,7::2688,1
923,7::2690,7::2701,1
924,7::2704,7::2717,1
925,7::2739,7::2762,1
926,7::2768,7::2858,1
927,7::2880,7::3114,1
928,7::3120,7::3354,1
929,7::3498,7::3408,0
930,7::3429,7::3578,1
931,7::3604,7::3623,1
932,7::3628,7::3793,1
933,7::3904,7::3869,1
934,7::3908,7::3916,1
935,7::3920,7::3977,1
936,7::3998,7::3994,0
937,7::4000,7::4018,1
938,7::4040,7::4223,1
939,7::424,7::4246,0
940,7::4259,7::4306,1
941,7::4328,7::4310,1
942,7::4320,7::4370,0
943,7::4419,7::4643,1
944,7::4668,7::4700,1
945,7::4701,7::4844,1
946,7::4868,7::4874,1
947,7::4918,7::4886,1
948,7::4918,7::4896,1
949,7::4910,7::4963,1
950,7::4419,7::4993,1
951,7::199,7::4995,1
952,7::5000,7::5218,1
953,7::537,7::5349,1
954,7::5360,7::5378,1
955,7::5380,7::5445,1
956,7::546,7::5459,1
957,7::5460,7::5464,0
958,7::5465,7::5502,1
959,7::5503,7::5618,1
960,7::5620,7::5816,1
961,7::5889,7::5952,1
962,7::5999,7::5989,0
963,7::5990,7::5991,0
964,7::5994,7::6333,1
965,7::6370,7::6365,1
966,7::6370,7::6534,1
967,7::6604,7::6539,1
968,7::6540,7::6863,1
969,7::6880,7::6934,1
970,7::6954,7::7143,1
971,7::7148,7::7153,1
972,7::7164,7::7155,1
973,7::7156,7::7445,1
974,7::7463,7::8207,1
975,7::8223,7::8360,1
976,7::8361,7::8368,0
977,7::8370,7::8373,0
978,7::8375,7::8528,1
979,7::8571,7::8636,1
980,7::8654,7::8665,0
981,7::8680,7::8666,1
982,7::8670,7::8783,1
983,7::8804,7::8798,1
984,7::8800,7::8808,0
985,7::8810,7::8865,1
986,7::8901,7::8870,1
987,7::8871,7::8907,1
988,7::8910,7::8908,0
989,7::8910,7::8949,1
990,7::8963,7::8957,1
991,7::8960,7::8958,1
992,7::8960,7::8961,0
993,7::8963,7::8965,0
994,7::8967,7::8970,0
995,7::8971,7::8972,0
996,7::8973,7::8984,1
997,7::8990,7::27741,1
998,Unknown,7::30812,1
999,7::Unknown,7::30816,1
1000,7::899,7::31878,1
1001,7::31879,7::32029,1
1002,7::32030,7::32031,0
1003,7::32032,7::32296,1
1004,7::32301,7::32587,1
1005,7::326,7::33162,1
1006,7::33298,7::33493,1
1007,7::33594,7::33794,0
1008,7::33898,7::33836,1
1009,7::33994,7::34048,1
1010,7::34298,7::34319,1
1011,7::34320,7::37741,1
1012,7::37742,7::38388,1
1013,7::38494,7::42002,1
1014,7::42003,7::45499,1
1015,7::46098,7::45517,1
1016,7::45518,7::45668,1
1017,7::46098,7::45730,1
1018,7::45819,7::46530,1
1019,7::46694,7::48516,1
1020,7::48698,7::48783,1
1021,7::48898,7::48997,1
1022,7::49198,7::49272,1
1023,7::49319,7::49278,1
1024,7::49280,7::49286,0
1025,7::49319,7::49824,1
1026,8::8965,8::2,1
1027,8::7,8::10,1
1028,8::12,8::11,1
1029,8::12,8::21,1
1030,8::22,8::32,1
1031,8::35,8::34,1
1032,8::35,8::39,1
1033,8::40,8::47,1
1034,8::52,8::50,1
1035,8::52,8::110,1
1036,8::111,8::141,0
1037,8::145,8::150,0
1038,8::155,8::153,0
1039,8::155,8::185,0
1040,8::196,8::186,0
1041,8::197,8::208,1
1042,8::210,8::231,0
1043,8::234,8::235,0
1044,8::240,8::236,1
1045,8::238,8::252,1
1046,8::255,8::253,0
1047,8::255,8::282,1
1048,8::283,8::292,1
1049,8::294,8::296,0
1050,8::301,8::317,0
1051,8::374,8::318,1
1052,8::320,8::339,1
1053,8::349,8::356,1
1054,8::377,8::357,0
1055,8::368,8::364,0
1056,8::370,8::367,0
1057,8::370,8::377,0
1058,8::379,8::380,1
1059,8::381,8::432,1
1060,8::446,8::440,0
1061,8::446,8::454,0
1062,8::463,8::457,1
1063,8::460,8::480,0
1064,8::491,8::500,1
1065,8::501,8::527,1
