UserID,RealUser,GeneratedUser,ErrorFlag
143,F::18::14::13210,143::M::18::3::64043,1
144,F::18::14::13210,144::M::25::17::29401,1
145,F::18::14::13210,145::M::18::4::19081,1
146,F::18::14::13210,146::F::35::20::10954,1
147,F::18::14::13210,147::M::18::4::91360,1
148,F::18::14::13210,148::M::50::17::57747,1
149,F::18::14::22023,149::M::25::1::29205,1
150,F::18::14::13210,150::M::35::7::98144,1
151,M::50::14::13210,151::F::25::20::85013,1
152,F::18::14::13210,152::M::18::4::48104,1
153,F::18::14::13210,153::M::1::10::51537,1
154,F::18::14::13210,154::M::50::20::94530,1
155,F::18::14::13210,155::M::35::12::07470,1
156,F::18::14::13210,156::F::45::7::14519,1
157,F::18::14::13210,157::M::35::16::12866,1
158,F::18::14::13210,158::M::56::7::28754,1
159,M::50::14::13210,159::F::45::0::37922,1
160,F::18::14::13210,160::M::35::7::13021,1
161,F::18::14::13210,161::M::45::16::98107-2117,1
162,F::18::14::13210,162::F::18::4::93117,1
163,F::18::14::13210,163::M::18::4::85013,1
164,M::50::14::13210,164::F::56::13::94566,1
165,F::50::14::13210,165::M::18::16::98502,1
166,M::50::14::13210,166::M::18::4::92802,1
167,M::50::14::13210,167::F::25::11::10022,1
168,F::18::14::13210,168::F::50::0::46970,1
169,F::18::14::13210,169::M::25::7::55439,1
170,F::18::14::13210,170::M::25::11::07002,1
171,F::18::14::13210,171::F::50::17::55441,1
172,F::18::14::13210,172::M::25::3::07661,1
173,F::18::14::13210,173::M::25::0::45237,1
174,F::18::14::13210,174::M::25::16::21203,1
175,F::18::14::13210,175::F::25::2::95123,1
176,F::18::14::13210,176::F::18::3::55016,1
177,F::18::14::13210,177::M::50::1::54016,1
178,F::18::14::13210,178::M::56::17::53705,1
179,F::18::14::13210,179::M::25::0::02135,1
180,F::18::clerical/admin::15222,180::M::45::12::01603,1
181,F::18::14::13210,181::M::18::17::33186,1
182,F::18::14::13210,182::M::18::4::03052,1
183,F::18::14::13210,183::F::45::1::55407,1
184,F::18::14::13210,184::F::25::0::19001,1
185,F::18::14::13210,185::M::45::0::14468,1
186,F::18::14::13210,186::M::18::5::91767,1
187,F::18::14::13210,187::F::45::1::94061,1
188,F::18::14::13210,188::M::56::16::79930,1
189,F::18::14::13210,189::M::18::0::60076,1
190,F::18::14::13210,190::M::25::17::55125,1
191,F::18::14::13210,191::M::18::4::04915,1
192,M::50::14::13210,192::M::18::1::10977,1
193,F::18::14::13210,193::F::45::15::44106,1
194,F::18::14::13210,194::F::1::10::29146,1
195,F::50::14::13210,195::M::25::12::10458,1
196,F::18::5::15267,196::F::35::9::94587,1
197,F::18::14::45238,197::M::18::14::10023,1
198,F::18::14::13210,198::M::25::12::55108,1
199,F::18::14::13210,199::M::18::4::83706,1
200,M::50::14::13210,200::F::18::4::84321,1
201,F::18::14::13210,201::F::35::2::55117,1
202,F::50::14::13210,202::M::18::4::53706,1
203,F::18::14::13210,203::F::18::4::53715,1
204,M::50::14::13210,204::M::25::7::92123,1
205,F::18::14::13210,205::M::35::12::97333,1
206,F::18::14::13210,206::M::25::17::20194,1
207,F::18::14::13210,207::M::25::12::94115,1
208,F::18::14::13210,208::M::35::17::55432,1
209,F::18::14::13210,209::M::35::1::90048,1
210,M::50::14::13210,210::F::1::10::25801,1
211,F::18::14::13210,211::M::45::17::90620,1
212,M::50::14::13210,212::M::25::16::53714,1
213,F::18::14::13210,213::F::18::4::01609,1
214,F::18::14::13210,214::M::18::20::80218,1
215,F::18::14::13210,215::M::35::14::92075,1
216,F::18::14::13210,216::M::45::13::52761,1
217,F::18::14::13210,217::M::18::4::22903,1
218,F::18::14::13210,218::M::35::14::95822,1
219,F::18::14::13210,219::F::25::4::55113,1
220,F::18::14::13210,220::M::25::12::22903,1
221,F::18::14::13210,221::F::25::0::94063,1
222,F::18::14::13210,222::M::25::1::55116,1
223,F::18::14::13210,223::M::25::17::28262,1
224,F::18::14::13210,224::F::18::4::14850,0
225,F::18::14::13210,225::M::25::7::11215,1
226,F::18::14::13210,226::M::35::1::94518,1
227,F::18::14::13210,227::M::35::20::90291,1
228,F::18::14::13210,228::M::25::15::55455,1
229,F::18::14::13210,229::M::18::10::04576,1
230,F::18::14::13210,230::M::45::1::43210,1
231,F::18::14::13210,231::M::25::3::55455,1
232,F::18::14::13210,232::M::25::20::55408,1
233,F::18::14::13210,233::F::45::20::37919-4204,1
234,F::18::14::13210,234::M::35::7::39652,1
235,M::50::14::13210,235::M::25::0::98153,1
236,F::18::14::13210,236::M::25::5::55126,1
237,F::18::14::13210,237::M::25::6::46835,1
238,F::18::14::13210,238::F::50::7::90291,1
239,F::18::14::13210,239::M::18::19::94618,1
240,F::18::14::13210,240::M::50::17::55113,1
241,F::18::14::13210,241::M::35::20::55121,1
242,F::18::14::13210,242::F::18::4::53706,1
243,F::18::14::13210,243::M::25::16::11576,1
244,F::18::14::13210,244::M::50::7::19072,1
245,F::18::14::13210,245::M::35::16::66046,1
246,M::50::14::13210,246::F::18::4::60625,1
247,F::18::14::13210,247::M::25::17::94404,1
248,F::18::14::13210,248::M::18::17::72703,1
249,F::18::14::45209,249::F::18::14::48126,0
250,F::18::14::13210,250::M::35::16::11229,1
251,F::18::14::13210,251::M::56::17::55105,1
252,M::50::14::13210,252::M::25::12::94112,1
253,F::18::14::13210,253::F::25::11::97370,1
254,F::18::14::13210,254::M::35::17::49015,1
255,F::18::14::22023,255::M::35::0::85310,1
256,M::50::14::13210,256::M::45::16::55076,1
257,F::18::14::13210,257::M::18::18::55113,1
258,F::18::14::13210,258::M::25::7::55436,1
259,F::18::14::13210,259::M::25::1::60615,1
260,M::50::14::13210,260::M::18::19::98126,1
261,F::18::14::13210,261::M::25::20::75801,1
262,F::18::14::13210,262::F::25::1::68503,1
263,F::18::14::13210,263::F::25::7::22304,1
264,M::50::14::13210,264::M::35::0::20755,1
265,F::18::14::13210,265::F::35::7::55116,1
266,M::50::14::13210,266::M::35::11::75229,1
267,F::18::14::13210,267::M::45::12::55001,1
268,F::18::14::13210,268::F::18::12::29708,1
269,F::18::14::13210,269::M::25::2::55408,1
270,F::18::14::13210,270::M::50::14::55414,1
271,F::18::14::13210,271::M::18::4::48202,1
272,F::18::14::13210,272::M::18::0::80302,1
273,F::18::14::13210,273::M::18::4::55427,1
274,F::18::14::13210,274::M::18::4::55455,1
275,F::18::14::13210,275::M::25::0::48162,1
276,F::18::14::13210,276::M::45::16::01982,1
277,M::50::14::13210,277::F::35::1::98126,1
278,F::18::14::13210,278::M::45::18::60482,1
279,F::18::14::13210,279::M::25::14::91214,1
280,F::18::14::13210,280::M::50::7::19118,1
281,F::18::14::13210,281::F::35::0::94117,1
282,F::18::14::13210,282::M::25::17::94401,1
283,F::18::14::13210,283::M::25::0::10003,1
284,F::18::14::13210,284::M::25::12::91910,1
285,F::18::14::13210,285::F::35::0::94109,1
286,F::18::14::13210,286::M::25::1::54601,1
287,F::18::14::13210,287::M::50::13::94706,1
288,M::50::14::13210,288::F::25::12::97119,1
289,F::18::14::13210,289::F::25::0::11801,1
290,F::18::14::13210,290::F::25::20::94591,1
291,F::18::14::13210,291::M::35::12::55110,1
292,F::18::14::13210,292::M::35::7::19406,1
293,M::50::14::13210,293::M::56::1::55337-4056,1
294,F::18::14::13210,294::F::45::9::43147,1
295,F::18::14::13210,295::M::18::0::80203,1
296,F::18::14::13210,296::M::50::5::89432,1
297,M::50::14::13210,297::M::18::2::97211,1
298,F::18::14::13210,298::F::18::4::19010,0
299,F::18::14::13210,299::M::25::12::97370,1
300,F::18::14::13210,300::M::25::7::78664,1
301,F::18::14::13210,301::M::18::4::61820,1
302,M::50::14::13210,302::M::18::4::04901,1
303,F::18::14::13210,303::M::25::7::20006,1
304,F::18::14::13210,304::M::25::0::55414,1
305,F::18::14::13210,305::F::18::0::55414,1
306,F::18::14::13210,306::M::18::0::53051,1
307,F::18::14::13210,307::M::50::16::90027,1
308,F::18::14::13210,308::M::25::2::10025,1
309,F::18::14::13210,309::M::25::4::16801,1
310,F::18::14::13210,310::F::18::4::31207,1
311,F::18::14::13210,311::M::18::4::31201,1
312,M::50::14::13210,312::F::50::2::22207,1
313,F::18::14::13210,313::F::18::4::02138,1
314,F::18::14::13210,314::F::56::9::46911,1
315,F::18::14::13210,315::F::56::1::55105,1
316,F::50::14::13210,316::M::56::13::90740,1
317,F::18::14::13210,317::M::35::7::38555,1
318,F::18::14::13210,318::F::56::13::55104,1
319,F::18::14::13210,319::F::50::6::33436,1
320,F::18::14::13210,320::M::35::6::99516,1
321,F::18::14::13210,321::M::18::4::55128,1
322,F::18::14::13210,322::M::56::17::55117,1
323,F::18::14::13210,323::M::45::12::53716,1
324,F::18::14::13210,324::M::35::17::55106,1
325,F::18::14::13210,325::F::50::3::55112,1
326,F::18::14::13210,326::M::50::11::25302,1
327,F::18::14::13210,327::M::35::18::55448,1
328,F::18::14::13210,328::M::35::12::80401,1
329,F::18::14::13210,329::M::35::7::02115,1
330,F::18::14::13210,330::M::56::7::92065,1
331,F::18::14::13210,331::M::25::7::55902,1
332,F::18::14::13210,332::M::50::1::55109,1
333,F::50::14::13210,333::M::35::2::55410,1
334,F::18::14::13210,334::F::56::2::55113,1
335,F::18::14::13210,335::M::35::18::55434,1
336,F::18::14::13210,336::M::18::0::98765,1
337,F::18::14::13210,337::M::18::19::80205,1
338,F::18::14::13210,338::M::35::7::55116,1
339,F::18::14::13210,339::M::50::7::80207,1
340,F::18::14::13210,340::F::25::3::28001,1
341,F::18::14::13210,341::F::56::13::92119,1
342,M::50::14::13210,342::M::18::12::55076,1
343,F::18::14::13210,343::F::35::3::55127,1
344,F::18::14::13210,344::M::35::14::75034,1
345,F::18::14::13210,345::M::25::12::94114,1
346,F::18::14::13210,346::F::25::0::55110,1
347,F::18::14::13210,347::F::56::1::55305,1
348,F::18::14::13210,348::M::50::7::55110,1
349,F::18::14::13210,349::M::1::10::08035,1
350,F::18::14::13210,350::M::45::20::08035,1
351,F::18::14::13210,351::M::18::4::55105,1
352,F::18::14::13210,352::M::18::4::60115,1
353,F::18::14::13210,353::F::35::7::92625,1
354,F::18::14::13210,354::M::35::1::55117,1
355,F::18::14::13210,355::M::18::3::55107,1
356,F::18::14::13210,356::M::56::20::55101,1
357,M::50::14::13210,357::M::18::0::98103,1
358,F::18::14::13210,358::F::56::1::20815,1
359,F::18::14::13210,359::M::25::17::55128,1
360,F::18::14::13210,360::M::35::17::28208,1
361,F::18::14::13210,361::F::25::14::94115,0
362,F::18::14::13210,362::M::35::20::55407,1
363,F::50::14::13210,363::M::18::10::55419,1
364,F::18::14::13210,364::F::35::1::46815,1
365,F::18::14::13210,365::F::18::4::02138,1
366,F::50::14::13210,366::M::50::15::55126,1
367,F::18::14::13210,367::M::50::12::55421,1
368,F::18::14::13210,368::M::25::0::90293,1
369,F::18::14::13210,369::M::35::1::55110,1
370,F::18::14::13210,370::M::18::17::22304,1
371,F::18::14::13210,371::M::18::4::02141,1
372,F::18::14::13210,372::F::18::4::72227,1
373,F::18::14::13210,373::F::25::2::55347,1
374,F::18::14::13210,374::F::35::14::55346,0
375,F::18::14::22003,375::M::25::2::55106,1
376,F::18::14::13210,376::M::35::1::80026,1
377,F::18::14::13210,377::M::25::17::55418,1
378,F::18::14::13210,378::F::18::0::55105,1
379,F::18::14::13210,379::F::35::1::54822,1
380,F::18::14::13210,380::M::25::2::92024,1
381,F::18::14::13210,381::M::35::17::89015,1
382,F::18::14::13210,382::F::35::20::66205,1
383,F::18::14::13210,383::F::25::7::78757,1
384,M::50::14::13210,384::M::25::11::55075,1
385,F::18::14::13210,385::M::25::6::68131,1
386,F::18::14::13210,386::M::25::0::55408,1
387,F::18::14::13210,387::F::35::7::55111,1
388,F::18::14::13210,388::F::25::0::10021,1
389,F::18::14::13210,389::M::25::6::68128,1
390,F::18::14::13210,390::M::25::4::55405,1
391,F::18::14::13210,391::M::45::11::22122,1
392,F::18::14::13210,392::M::18::7::20037,1
393,F::18::14::13210,393::M::35::17::55402,1
394,F::18::14::13210,394::M::18::0::55013,1
395,F::18::14::13210,395::M::18::5::55104,1
396,F::18::14::13210,396::M::25::1::56187,1
397,F::18::14::13210,397::M::35::17::22124,1
398,M::50::14::13210,398::M::25::17::55454,1
399,F::50::14::13210,399::F::35::6::55128,1
400,F::18::14::13210,400::F::18::3::55422,1
401,F::18::14::13210,401::M::18::0::55129,1
402,F::18::14::13210,402::M::25::11::55427,1
403,F::18::14::13210,403::M::18::4::02138,1
404,None,404::M::18::4::10128,1
405,F::18::14::13210,405::M::56::1::13077,1
406,F::18::14::13210,406::M::25::20::55105,1
407,F::18::14::13210,407::M::18::17::89503,1
408,F::50::14::13210,408::M::25::11::02143,1
409,F::18::14::13210,409::M::18::12::55122,1
410,F::18::14::13210,410::F::25::1::55417,1
411,F::18::14::13210,411::F::45::1::43214,1
412,F::18::14::13210,412::M::35::15::55117,1
413,F::18::14::13210,413::M::25::11::55409,1
414,F::18::14::13210,414::M::25::0::55317,1
415,M::50::14::13210,415::F::35::0::55406,1
416,F::18::14::13210,416::M::45::14::55076,1
417,F::18::14::13210,417::F::25::0::50613,1
418,F::18::14::13210,418::F::25::3::54016,1
419,F::18::14::13210,419::M::18::3::55422,1
420,F::18::14::13210,420::M::35::1::55406,1
421,F::18::14::13210,421::F::45::3::55125,1
422,F::50::14::13210,422::M::56::17::55104,1
423,F::18::14::13210,423::M::18::4::55455,1
424,F::18::14::13210,424::M::25::17::55112,1
425,F::18::14::13210,425::M::25::12::55303,1
426,F::50::14::13210,426::M::18::4::55455,1
427,F::18::14::13210,427::M::35::12::55104,1
428,F::18::14::13210,428::F::18::4::55455,1
429,F::18::14::13210,429::M::18::0::54901,1
430,F::18::14::13210,430::F::18::10::55306,1
431,M::50::14::13210,431::M::18::10::55303,1
432,F::18::14::13210,432::M::45::16::55306,1
433,F::18::14::13210,433::M::50::6::55115,1
434,F::18::14::13210,434::F::45::3::98155,1
435,F::18::14::13210,435::M::25::7::55125,1
436,F::18::14::13210,436::M::18::4::43023,1
437,F::18::14::13210,437::M::35::17::55030,1
438,F::18::14::13210,438::M::18::11::53705,1
439,F::18::14::13210,439::M::35::14::55129,1
440,F::18::14::13210,440::M::56::1::32940,1
441,F::18::14::13210,441::M::35::1::55127,1
442,F::18::14::13210,442::M::25::1::55105,1
443,F::18::14::13210,443::M::25::3::55421,1
444,F::50::14::13210,444::M::56::0::55108,1
445,F::18::14::13210,445::M::45::12::55117,1
446,F::18::14::13210,446::F::50::0::55042,1
447,F::18::14::13210,447::F::45::11::55105,1
448,F::18::14::13210,448::M::25::17::80123,1
449,F::18::14::13210,449::M::25::7::85037,1
450,F::18::14::13210,450::M::45::1::24523,1
451,F::18::14::22003,451::M::56::13::54720,1
452,F::18::14::13210,452::M::50::17::55117,1
453,F::18::14::13210,453::M::18::4::55102,1
454,F::18::14::13210,454::M::25::20::55092,1
455,F::50::14::13210,455::F::35::2::55113,1
456,F::18::14::13210,456::M::35::0::55105,1
457,F::18::14::13210,457::M::18::4::54703,1
458,F::18::14::13210,458::M::50::16::55405-2546,1
459,F::50::14::13210,459::F::18::4::55105,1
460,F::18::14::13210,460::M::45::18::55313,1
461,F::18::14::13210,461::M::50::7::55075,1
462,F::18::14::13210,462::M::18::16::55416,1
463,F::18::14::13210,463::M::25::7::55105,1
464,F::18::14::13210,464::F::18::4::55455,1
465,F::18::14::13210,465::M::18::19::94523,1
466,M::50::14::13210,466::M::25::5::55405,1
467,F::18::14::13210,467::F::35::3::55075,1
468,F::50::14::13210,468::F::1::10::55082,1
469,F::18::14::22083,469::M::35::6::55122,1
470,F::18::14::13210,470::F::1::10::55068,1
471,F::18::14::13210,471::M::35::7::08904,1
472,F::18::14::13210,472::M::35::0::55418,1
473,F::18::14::13210,473::F::18::4::55112,1
474,F::18::14::13210,474::M::25::17::92126,1
475,F::18::14::13210,475::F::25::2::55421,1
476,F::18::14::13210,476::M::35::0::55127,1
477,F::18::14::13210,477::M::35::14::55410,1
478,M::50::14::13210,478::M::50::16::55113,0
479,F::18::14::13210,479::M::25::12::55042,1
480,F::18::14::45238,480::F::18::4::55422,1
481,F::18::14::13210,481::M::45::7::55115,1
482,F::18::14::13210,482::M::25::14::55305,1
483,F::18::14::13210,483::M::18::12::55105,1
484,F::18::14::13210,484::F::1::10::55104,1
485,F::18::14::13210,485::M::56::7::55042,1
486,F::18::14::13210,486::M::56::0::91367,1
487,F::18::14::13210,487::F::35::17::55082,1
488,F::50::14::13210,488::M::25::12::55107,1
489,F::18::14::13210,489::M::18::4::55455,1
490,F::50::14::13210,490::M::1::10::55345,1
491,F::18::14::13210,491::M::18::4::56043,1
492,F::18::14::13210,492::M::25::12::55112,1
493,F::18::14::13210,493::M::50::7::55016,1
494,F::50::14::13210,494::F::35::0::17870,1
495,F::50::14::13210,495::M::18::10::55421,1
496,F::18::14::13210,496::M::18::4::55455,1
497,F::18::14::13210,497::F::25::17::55412,1
498,F::50::14::13210,498::M::35::17::55113,1
499,F::50::14::13210,499::F::25::1::55108,1
500,F::50::14::13210,500::F::18::2::55105,1
501,F::50::14::13210,501::M::25::2::55372,1
502,F::50::14::13210,502::M::35::6::55126,1
503,F::50::14::13210,503::M::35::11::73120,1
504,F::50::14::13210,504::M::25::2::17003,1
505,F::50::14::13210,505::M::35::17::37815,1
506,F::50::14::13210,506::M::25::16::55103-1006,1
507,F::50::14::13210,507::F::25::0::55405,1
508,F::50::14::13210,508::M::25::12::55418,1
509,F::50::14::13210,509::M::25::2::55125,1
510,F::50::14::13210,510::M::18::12::55109,1
511,F::18::14::13210,511::F::45::4::15232,1
512,F::18::14::13210,512::M::35::0::55379,1
513,F::18::14::13210,513::M::25::0::55119,1
514,F::50::14::13210,514::M::25::2::55113,1
515,F::50::14::13210,515::M::25::1::55406,1
516,F::50::14::13210,516::F::56::14::55033,0
517,F::50::14::13210,517::F::25::14::55408,1
518,F::50::14::13210,518::F::35::12::75240,1
519,F::50::14::13210,519::F::35::14::55038,0
520,F::50::14::13210,520::F::35::20::55104,1
521,F::18::14::13210,521::M::56::7::55105,1
522,F::18::14::13210,522::M::25::12::55124,1
523,F::18::14::13210,523::M::50::7::55105,1
524,F::18::14::13210,524::M::18::0::91320,1
525,F::50::14::13210,525::M::35::6::19027,1
526,F::50::14::13210,526::M::45::17::94806,1
527,F::18::14::13210,527::F::25::2::11201,0
528,F::18::14::13210,528::F::18::17::83843,1
529,F::50::14::13210,529::M::35::12::92009,1
530,F::18::14::13210,530::M::25::2::10019,1
531,F::50::14::13210,531::F::18::14::22206,1
532,F::18::14::13210,532::M::25::7::94301,1
533,F::50::14::13210,533::M::25::12::27514,1
534,F::18::14::13210,534::M::25::15::55902,1
535,F::50::14::13210,535::M::35::6::95370,1
536,F::50::14::13210,536::M::25::20::01267,1
537,F::18::14::13210,537::M::45::14::07704,1
538,F::50::14::13210,538::M::56::16::95407,1
539,F::50::14::13210,539::M::25::2::55103,1
540,F::50::14::13210,540::M::18::1::15213,1
541,F::18::14::13210,541::F::18::4::5849574,1
542,F::18::14::13210,542::M::18::4::78705,1
543,F::18::14::13210,543::M::25::5::55057,1
544,F::50::14::13210,544::M::35::12::94538,1
545,F::18::14::13210,545::M::35::17::01890,1
546,F::18::14::13210,546::F::25::0::37211,1
547,F::50::14::13210,547::M::35::12::76109,1
548,F::18::14::13210,548::F::35::16::96860,1
549,F::50::14::13210,549::M::25::6::53217,1
550,F::50::14::13210,550::M::45::8::21559,1
551,F::50::14::13210,551::M::35::20::55116,1
552,F::50::14::13210,552::M::50::18::23456,1
553,F::50::14::13210,553::M::25::2::94131,1
554,F::18::14::13210,554::M::25::12::94086,1
555,F::50::14::13210,555::M::18::4::53213,1
556,F::50::14::13210,556::F::25::9::37221,1
557,F::50::14::13210,557::M::56::1::30030,1
558,F::50::14::13210,558::M::35::20::55108,1
559,F::18::14::13210,559::F::25::7::60422,1
560,F::50::14::13210,560::M::45::15::81335,1
561,F::50::14::13210,561::F::18::14::64060,1
562,F::50::14::13210,562::M::35::20::48083,1
563,F::18::14::13210,563::M::25::4::53703,1
564,F::18::14::13210,564::M::45::1::49419,1
565,F::50::14::13210,565::M::25::16::45242,1
566,F::50::14::13210,566::M::25::17::92122,1
567,F::18::14::13210,567::M::35::20::52570-9634,1
568,F::18::14::13210,568::F::50::17::19716,1
569,F::18::14::13210,569::F::18::4::97339,1
570,F::50::14::13210,570::M::25::4::33314,1
571,F::50::14::13210,571::M::50::5::95401,1
572,F::50::14::13210,572::M::18::4::61801,1
573,F::50::14::13210,573::F::35::2::98119,1
574,F::50::14::13210,574::M::25::19::90214,1
575,F::18::14::13210,575::M::25::12::92130,1
576,F::50::14::13210,576::F::45::15::20910,1
577,F::18::14::13210,577::M::35::0::02115,1
578,F::18::14::13210,578::M::18::17::90064,1
