RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
186,1263::48647,1263::49031,1
187,1263::49641,1263::49268,0
188,1263::49341,1263::51379,1
189,1263::52651,1263::52177,0
190,1263::53251,1263::53624,0
191,1263::54321,1263::58464,1
192,1263::60251,1263::59979,1
193,1263::62341,1263::60597,1
194,1263::61242,1263::61937,1
195,1263::62449,1263::62346,0
196,1263::63735,1263::75445,1
197,1263::Unknown,1263::80743,1
198,1263::82351,1263::81173,1
199,1263::82551,1263::82073,1
200,1263::Unknown,1263::84229,1
201,1263::Unknown,1263::86268,1
202,1263::Unknown,1263::92419,1
203,1263::Unknown,1263::94282,1
204,1263::Unknown,1263::100668,1
205,1263::101661,1263::100884,1
206,1263::101111,1263::101063,1
207,1263::101243,1263::101198,1
208,1263::101335,1263::101946,1
209,1263::102011,1263::102185,0
210,Unknown,1296::22563,1
211,Unknown,1320::65423,1
212,1320::69541,1320::75324,1
213,1328::101111,1328::9766,1
214,1328::10163,1328::12417,1
215,1328::13587,1328::98097,1
216,1352::10687,1352::102362,1
217,1423::Unknown,1423::788,1
218,1423::Unknown,1423::19812,1
219,1423::19824,1423::23849,1
220,1423::23887,1423::28115,1
221,1423::Unknown,1423::30669,1
222,1423::34147,1423::30712,1
223,1423::30857,1423::31272,1
224,1423::31319,1423::31994,0
225,1423::Unknown,1423::35010,1
226,1423::35044,1423::37851,1
227,1423:: Unknown,1423::41461,1
228,1423::43287,1423::41911,1
229,1423::42241,1423::44166,0
230,1423::45641,1423::44712,0
231,1423::45451,1423::49031,1
232,1423::49319,1423::49329,0
233,1423::49361,1423::49394,0
234,1423::49397,1423::51985,1
235,1423::52351,1423::52177,0
236,1423::Unknown,1423::53624,1
237,1423::62346,1423::59979,1
238,1423::62346,1423::60597,1
239,1423::62346,1423::61823,0
240,1423::62346,1423::63285,1
241,1423::63811,1423::64555,1
242,1423::65842,1423::64649,1
243,1423::64693,1423::66713,0
244,1423::66795,1423::68174,1
245,1423::68257,1423::70831,1
246,1423::71251,1423::76566,1
247,1423::77357,1423::78108,1
248,1423::79449,1423::78257,1
249,1423::79449,1423::80743,1
250,1423::Unknown,1423::81173,1
251,1423::Unknown,1423::82073,1
252,1423::Unknown,1423::89990,1
253,1423::Unknown,1423::92968,1
254,1423::Unknown,1423::96951,1
255,1423::Unknown,1423::101946,1
256,1423::106273,1423::102248,1
257,1423::Unknown,1423::104274,1
258,1423::106273,1423::107636,0
259,Unknown,1455::3646,1
260,1455::4126,1455::9307,1
261,1455::10147,1455::17430,1
262,1476::Unknown,1476::75490,1
263,1476::Unknown,1476::104398,1
264,1505::Unknown,1505::19634,1
265,1505::21987,1505::54473,1
266,1505::61993,1505::62398,1
267,1505::68247,1505::104768,1
268,1557::10673,1557::2570,1
269,1557::6371,1557::12804,1
270,1557::10573,1557::28153,0
271,1557::10673,1557::34807,1
272,1557::49347,1557::38984,1
273,1557::Unknown,1557::41379,1
274,1557::Unknown,1557::51543,1
275,1557::Unknown,1557::53806,1
276,1557::Unknown,1557::68017,1
277,1557::75387,1557::84365,1
278,1557::Unknown,1557::87302,1
279,1557::Unknown,1557::88649,1
280,1557::Unknown,1557::89391,1
281,1557::Unknown,1557::107005,1
282,1557::107207,1557::107361,1
283,1701::10687,1701::41379,1
284,1701::49351,1701::87652,1
285,1701::103111,1701::97386,1
286,1701::101946,1701::105661,1
287,1751::106273,1751::18588,1
288,1751::106273,1751::35374,1
289,1751::42351,1751::42074,1
290,1751::49341,1751::45573,1
291,1751::49341,1751::72465,1
292,1751::78493,1751::75626,1
293,1751::83247,1751::82630,1
294,1751::101646,1751::87192,1
295,1751::93551,1751::88649,1
296,1751::93335,1751::100111,1
297,1751::100661,1751::101721,1
298,1751::103661,1751::105986,1
299,1774::10673,1774::71214,1
300,1822::Unknown,1822::69602,1
301,1856::Unknown,1856::11604,1
302,1856::Unknown,1856::79706,1
303,Unknown,1887::6888,1
304,1887::Unknown,1887::6897,1
305,1887::Unknown,1887::61581,1
306,1887::Unknown,1887::77671,1
307,1887::Unknown,1887::91905,1
308,1887::Unknown,1887::94028,1
309,1933::Unknown,1933::11853,1
310,1933::Unknown,1933::12690,1
311,1933:: Unknown,1933::12751,1
312,1933::12857,1933::21307,1
313,1933::21987,1933::23486,1
314,1933::23587,1933::23992,1
315,1933::24087,1933::26036,1
316,1933::26319,1933::31602,1
317,1933::31993,1933::45748,1
318,1933::Unknown,1933::46052,1
319,1933::48493,1933::46409,0
320,1933::48493,1933::48457,0
321,1933::48693,1933::52515,1
322,1933::53051,1933::56067,1
323,1933::62351,1933::72924,1
324,1933::75051,1933::73688,1
325,1933::74151,1933::75803,1
326,1933::76887,1933::77302,1
327,1933::78451,1933::84229,1
328,1933::84893,1933::86928,1
329,1933::92441,1933::95152,1
330,1933::Unknown,1933::95606,1
331,1933::Unknown,1933::99093,1
332,1933::101273,1933::101787,0
333,1952::10657,1952::22743,1
334,1952::23487,1952::55773,1
335,1952::62393,1952::72551,1
336,1952::75987,1952::79486,0
337,1952::82851,1952::90877,1
338,1952::101111,1952::93902,1
339,1952::101111,1952::106931,1
340,1987::11813,1987::73128,1
341,1987::103111,1987::80924,1
342,1987::83287,1987::98013,1
343,2022::Unknown,2022::98636,1
344,2032::Unknown,2032::64859,1
345,2032::75951,2032::65077,1
346,2032::69551,2032::79959,1
347,2032::83251,2032::83619,0
348,2032::93641,2032::95587,1
349,2055::10687,2055::22507,1
350,2128::Unknown,2128::35921,1
351,2151::Unknown,2151::12690,1
352,2151::Unknown,2151::27624,1
353,2151::Unknown,2151::31602,1
354,2151::Unknown,2151::52515,1
355,2151::Unknown,2151::70048,1
356,2151::Unknown,2151::74110,1
357,2151::Unknown,2151::81597,1
358,2151::Unknown,2151::84229,1
359,Unknown,2232::20104,1
360,2232::Unknown,2232::66662,1
361,2232::Unknown,2232::70647,1
362,2232::Unknown,2232::77066,1
363,2232::Unknown,2232::79911,1
364,2232::Unknown,2232::87192,1
365,2232::Unknown,2232::98127,1
366,2300::Unknown,2300::934,1
367,2300::Unknown,2300::22791,1
368,2300::27051,2300::24346,1
369,2300::27051,2300::25515,0
370,2300::26387,2300::35259,1
371,2300::39142,2300::40146,1
372,2300::43261,2300::43204,0
373,2300::49341,2300::49408,0
374,2300::53393,2300::53002,1
375,2300::57049,2300::54425,1
376,2300::57341,2300::57359,0
377,2300::60049,2300::69062,1
378,2300::73051,2300::72574,1
379,2300::76887,2300::74053,1
380,2300::76895,2300::75998,1
381,2300::Unknown,2300::79828,1
382,2300::Unknown,2300::81392,1
383,2300::83649,2300::81484,1
384,2300::83649,2300::83844,0
385,2300::85951,2300::89391,0
386,2300::92438,2300::91262,1
387,2300::93549,2300::94012,1
388,2300::Unknown,2300::104426,1
389,2300::Unknown,2300::105759,1
390,2315::10187,2315::10740,0
391,2315::10887,2315::23351,1
392,2315::24395,2315::35480,1
393,2315::37151,2315::87760,1
394,2330::10187,2330::16205,1
395,2330::16441,2330::51188,1
396,2330::62351,2330::85506,1
397,2367::Unknown,2367::88649,1
398,2367::Unknown,2367::100111,1
399,2393::101111,2393::22445,1
400,Unknown,2393::38668,1
401,Unknown,2393::41759,1
402,2393::Unknown,2393::55301,1
403,2393::Unknown,2393::58602,1
404,2393::Unknown,2393::91446,1
405,2393::Unknown,2393::92318,1
406,2393::Unknown,2393::95874,1
407,2393::Unknown,2393::96895,1
408,2393::Unknown,2393::99481,1
409,2437::Unknown,2437::17807,1
410,2437::21951,2437::25936,1
411,2437::31241,2437::64050,1
412,2437::Unknown,2437::73226,1
413,2437::Unknown,2437::80036,1
414,2437::83293,2437::93463,1
415,2437::Unknown,2437::96588,1
416,2462::Unknown,2462::54441,1
417,2487::Unknown,2487::14030,1
418,2487::18241,2487::26642,1
419,2487::34193,2487::29455,1
420,2487::31251,2487::43070,1
421,2487::49341,2487::44451,0
422,2487::49341,2487::47053,1
423,2487::49341,2487::96249,1
424,2487::Unknown,2487::103522,1
425,2498::10641,2498::19320,1
426,2549::10641,2549::61713,1
427,2549::63741,2549::95487,1
428,2570::10641,2570::1557,1
429,2570::21951,2570::45897,1
430,2570::49341,2570::71312,1
431,2570::83251,2570::73128,1
432,2570::83251,2570::86320,0
433,2586::10687,2586::99512,1
434,2611::10687,2611::28526,1
435,2611::43942,2611::32415,1
436,2611::38449,2611::32617,1
437,2611::37141,2611::37243,0
438,2611::42341,2611::39359,1
439,2611::42341,2611::40387,1
440,2611::42351,2611::42950,0
441,2611::43951,2611::53194,1
442,2611::53393,2611::62254,1
443,2611::64841,2611::62461,0
444,2611::64835,2611::67984,1
445,2611::71841,2611::69459,1
446,2611::71841,2611::71011,0
447,2611::71851,2611::72631,1
448,2611::74435,2611::75507,1
449,2611::76893,2611::83039,1
450,2611::Unknown,2611::84521,1
451,2611::Unknown,2611::91638,1
452,2611::Unknown,2611::102014,1
453,Unknown,2636::66662,1
454,2636::77361,2636::87192,1
455,2701::Unknown,2701::45748,1
456,2701::62341,2701::74322,1
457,2701::93611,2701::106931,1
458,2716::62311,2716::233,1
459,2748::Unknown,2748::71822,1
460,2831::Unknown,2831::5266,1
461,2831::Unknown,2831::8016,1
462,2831::10661,2831::10289,1
463,2831::10621,2831::12074,1
464,2831::14321,2831::12417,0
465,2831::12851,2831::15766,1
466,2831::17361,2831::16394,1
467,2831::16761,2831::19622,1
468,2831::20447,2831::29415,1
469,2831:: Unknown,2831::36844,1
470,2831::Unknown,2831::43978,1
471,2831::Unknown,2831::66824,1
472,2831::Unknown,2831::74225,1
473,2831::Unknown,2831::100111,1
474,2879::10611,2879::40562,1
475,2879::53342,2879::103866,1
476,2911::10661,2911::19320,1
477,2911::28151,2911::74322,1
478,2911::106931,2911::83690,1
479,2911::106931,2911::93902,1
480,2934::10621,2934::11274,1
481,2934::11866,2934::28153,1
482,2934::34187,2934::47150,1
483,2934::62342,2934::98444,1
484,2934::106891,2934::102977,1
485,2934:: Unknown,2934::107361,1
486,2952::10661,2952::85364,1
487,2961::10671,2961::9985,1
488,2989::10661,2989::39674,1
489,3032::10661,3032::103371,1
490,3083::10671,3083::22919,1
491,3122::10661,3122::26579,1
492,3122::106646,3122::26876,1
493,3122::31271,3122::76885,1
494,3203::10671,3203::32,1
495,3203::Unknown,3203::8095,1
496,3203::10671,3203::8291,1
497,3203::10671,3203::9411,1
498,3203::10661,3203::83734,1
499,3220::10687,3220::84469,1
500,Unknown,3233::44278,1
501,Unknown,3233::50387,1
502,3233::Unknown,3233::60725,1
503,Unknown,3257::15464,1
504,Unknown,3257::32180,1
505,3257::Unknown,3257::42725,1
506,3257::Unknown,3257::46798,1
507,3257::Unknown,3257::75265,1
508,3257::Unknown,3257::93000,1
509,Unknown,3257::95066,1
510,3279::12461,3279::60465,1
511,3279::62461,3279::97770,1
512,3337::10678,3337::27181,1
513,3337::37187,3337::29658,1
514,3337::37141,3337::30040,1
515,3337::31281,3337::55034,1
516,3337::62341,3337::60840,1
517,3337::62461,3337::72646,0
518,3337::83200,3337::85506,1
519,3337::93500,3337::104830,1
520,3396::10687,3396::88649,1
521,3396::113670,3396::106147,1
522,3421::106475,3421::61876,1
523,3454::106876,3454::39415,1
524,3454::49341,3454::50603,1
525,3454::62341,3454::55147,1
526,3454::62341,3454::55843,1
527,3454::62341,3454::72099,1
528,3454::83241,3454::82770,1
529,3454::93641,3454::85813,1
530,3454::93541,3454::89712,1
531,3454::93541,3454::93070,1
532,3513::106111,3513::86672,1
533,3539::106661,3539::7105,1
534,3539::10141,3539::26333,1
535,3539::31287,3539::37475,1
536,3539::42341,3539::50628,1
537,3539::62341,3539::58771,1
538,3539::62393,3539::107072,1
539,3568::10687,3568::14666,1
540,3568::15571,3568::28564,1
541,3568::31281,3568::54772,1
542,3568::62393,3568::69797,1
543,3568::83241,3568::101819,1
544,3646::10673,3646::1455,1
545,3646::31271,3646::9307,1
546,3646::10887,3646::9985,1
547,3646::10571,3646::14631,1
548,3646::19487,3646::18349,1
549,3646::21541,3646::27181,0
550,3646::Unknown,3646::32033,1
551,3646::Unknown,3646::39319,1
552,3646::Unknown,3646::45299,1
553,3646::Unknown,3646::68288,1
554,3646::Unknown,3646::70991,1
555,3646::Unknown,3646::90433,1
556,3646::Unknown,3646::94632,1
557,3646::Unknown,3646::98206,1
558,3728::Unknown,3728::39077,1
559,3728::Unknown,3728::47238,1
560,3728::Unknown,3728::49300,1
561,3728::Unknown,3728::54255,1
562,3728:: Unknown,3728::72405,1
563,3728::Unknown,3728::88716,1
564,3728::Unknown,3728::106507,1
565,3743::118446,3743::19560,1
566,3743::21987,3743::99132,1
567,3743::Unknown,3743::106378,1
568,3789::106439,3789::31809,1
569,3789::43942,3789::44046,1
570,3789::49341,3789::49978,1
571,3789::62341,3789::50917,1
572,3789::62341,3789::60756,1
573,3789::64841,3789::67744,0
574,3789::75151,3789::73870,1
575,3817::10687,3817::8336,1
576,3836::10687,3836::20181,1
577,3836::31242,3836::45748,1
578,3914::10687,3914::63394,1
579,3914::71851,3914::96991,1
580,3943::10687,3943::17884,1
581,3943::43941,3943::32375,1
582,3943::43995,3943::50556,1
583,3943::62341,3943::62278,1
584,3943::74341,3943::80443,1
585,3943::101111,3943::89921,1
586,3957::19487,3957::6195,1
587,3957::8329,3957::80559,1
588,4031::19487,4031::9145,1
589,4031::11869,4031::10313,1
590,4031::13487,4031::20949,1
591,4031::28151,4031::28539,0
592,4031::37141,4031::29455,1
593,4031::39441,4031::29555,1
594,4031::30551,4031::29921,1
595,4031::30541,4031::45129,1
596,4031::49341,4031::46674,1
597,4031::49321,4031::47053,1
598,4031::49341,4031::47951,0
599,4031::49341,4031::52177,1
600,4031::Unknown,4031::60735,1
601,4031::Unknown,4031::61034,1
602,4031::Unknown,4031::65215,1
603,4031::Unknown,4031::71775,1
604,4031::Unknown,4031::94089,1
605,4089::Unknown,4089::16394,1
606,4089::21987,4089::47658,1
607,4089::Unknown,4089::56885,1
608,4089::Unknown,4089::73128,1
609,4089:: Unknown,4089::93708,1
610,4089::Unknown,4089::93867,1
611,4109::Unknown,4109::36667,1
612,4109::Unknown,4109::60395,1
613,4135::Unknown,4135::17684,1
614,4135::21987,4135::27466,1
615,4135::31285,4135::32715,0
616,4135::43941,4135::58923,1
617,4135::62385,4135::71907,1
618,4135::83295,4135::72255,1
619,4135::76735,4135::107521,1
620,4154::10685,4154::5424,1
621,4154::63785,4154::32282,1
622,4154::49385,4154::50698,1
623,4154::63785,4154::68174,1
624,4154::71857,4154::75015,0
625,4154::83287,4154::92968,1
626,4188::10685,4188::69836,1
627,4237::10685,4237::19688,0
628,4237::49342,4237::24227,1
629,4237::31385,4237::32910,1
630,4237::43941,4237::35030,1
631,4237::43941,4237::104743,1
632,4324::19485,4324::12804,1
633,4324::19487,4324::15991,1
634,4324::19485,4324::60395,1
635,4324::63742,4324::73688,1
636,4324::83215,4324::98048,1
637,4363::19485,4363::37786,1
638,4363::49355,4363::46409,1
639,4488::62385,4488::67744,1
640,4488::Unknown,4488::73870,1
641,4488::83293,4488::88800,1
642,4488::105111,4488::91516,1
643,4549::10693,4549::38719,1
644,4549::49341,4549::47150,1
645,4681::61239,4681::11144,1
646,4681::13495,4681::80474,1
647,4681::93639,4681::98331,0
648,4681::105661,4681::104064,1
649,4717::19485,4717::15728,1
650,4717::Unknown,4717::29427,1
651,4742::Unknown,4742::40683,1
652,Unknown,4742::68476,1
653,4742::Unknown,4742::97403,1
654,4762::Unknown,4762::34807,1
655,4762::Unknown,4762::87302,1
656,4762::Unknown,4762::92465,1
657,4762::Unknown,4762::97661,1
658,4795::Unknown,4795::13994,1
659,4828::Unknown,4828::11829,1
660,4828::Unknown,4828::43164,1
661,4911::Unknown,4911::5108,1
662,4911::Unknown,4911::12205,1
663,4911::Unknown,4911::26200,1
664,4911::Unknown,4911::28459,1
665,4911::Unknown,4911::36332,1
666,4911::Unknown,4911::38579,1
667,4911::Unknown,4911::39375,1
668,4911::Unknown,4911::39593,1
669,4911::Unknown,4911::40878,1
670,4911::Unknown,4911::48054,1
671,4911::Unknown,4911::50732,1
672,4911::Unknown,4911::51757,1
673,4911::Unknown,4911::53118,1
674,4911::Unknown,4911::54691,1
675,4911::Unknown,4911::58758,1
676,4911::Unknown,4911::59005,1
677,4911::60295,4911::61572,1
678,4911::62441,4911::64395,1
679,4911::68441,4911::70991,1
680,4911::75015,4911::74391,1
681,4911:: Unknown,4911::78549,1
682,4911::82393,4911::80282,1
683,4911::83641,4911::83903,1
684,4911::87635,4911::85410,1
685,4911::87693,4911::87897,0
686,4911::Unknown,4911::88153,1
687,4911::Unknown,4911::93114,1
688,4911::Unknown,4911::105373,1
689,4977::10687,4977::32518,1
690,5024::10687,5024::7865,1
691,5024::10687,5024::9145,1
692,5024::10593,5024::9152,1
693,5024::10163,5024::15624,1
694,5024::19487,5024::20949,1
695,5024::20949,5024::29455,0
696,5024::31287,5024::29555,1
697,5024::31249,5024::44451,1
698,5024::44451,5024::47053,1
699,5024::49341,5024::47951,0
700,5024::Unknown,5024::49159,1
701,5024::Unknown,5024::65215,1
702,5024::Unknown,5024::71775,1
703,5024::Unknown,5024::79357,1
704,5024::Unknown,5024::105714,1
705,Unknown,5046::21343,1
706,5046::Unknown,5046::25835,1
707,5046::31247,5046::28843,1
708,5046::Unknown,5046::40324,1
709,5046::Unknown,5046::44010,1
710,5046::49341,5046::45232,1
711,5046::49341,5046::53410,0
712,5046:: Unknown,5046::54847,1
713,5046::62341,5046::62997,1
714,5046:: Unknown,5046::65446,1
715,5046::69519,5046::74379,1
716,5046::Unknown,5046::83181,1
717,5046::Unknown,5046::87693,1
718,5046::Unknown,5046::90925,1
719,5046::Unknown,5046::92341,1
720,5046::Unknown,5046::96313,1
721,5046::Unknown,5046::102379,1
722,5075::21587,5075::52177,0
723,5075::57035,5075::79684,1
724,5075::83287,5075::100884,1
725,5108::104417,5108::4911,1
726,5108::87897,5108::28049,1
727,5108::30541,5108::54307,1
728,5108::62341,5108::54691,1
729,5108::62341,5108::68086,1
730,5108::74319,5108::70991,1
731,5108::83219,5108::86388,1
732,5108::93549,5108::108035,1
733,5186::10587,5186::44278,1
734,5186::62341,5186::50387,1
735,5186::62341,5186::61876,1
736,5186::68241,5186::66034,1
737,5251::49387,5251::17633,1
738,5251::23487,5251::34001,1
739,5251::49387,5251::92631,1
740,5266::10687,5266::2831,1
741,5266::4931,5266::67528,1
742,5266::106491,5266::100111,1
743,5323::49387,5323::16394,1
744,5323::49387,5323::29415,1
745,5323::49341,5323::34860,1
746,5323::49341,5323::35374,1
747,5323::42341,5323::57443,1
748,5323::62395,5323::61193,1
749,5424::10687,5424::1113,1
750,Unknown,5424::4154,1
751,Unknown,5424::9402,1
752,5424::Unknown,5424::23992,1
753,5424::Unknown,5424::50698,1
754,5424::Unknown,5424::53725,1
755,5424::Unknown,5424::92465,1
756,5424::Unknown,5424::96991,1
757,5424::Unknown,5424::97770,1
758,5424::Unknown,5424::101470,1
759,Unknown,5478::36829,1
760,5478::Unknown,5478::58871,1
761,5478::Unknown,5478::61607,1
762,5478::Unknown,5478::87453,1
763,5584::49319,5584::372,1
764,5584::Unknown,5584::20462,1
765,5584::20462,5584::26183,1
766,5584::31947,5584::41072,1
767,5584::49387,5584::72718,1
768,5606::493,5606::16553,1
769,5648::Unknown,5648::7122,1
770,5802::493,5802::22245,1
771,5802::Unknown,5802::80270,1
772,5802::93647,5802::92476,0
773,5802::108273,5802::93917,1
774,5802::101470,5802::102562,1
775,5802::Unknown,5802::102589,1
776,5817::10647,5817::32542,1
777,5817::43987,5817::46409,1
778,5863::219,5863::7506,1
779,5863::93647,5863::9016,1
780,5863::9407,5863::23523,1
781,5937::49342,5937::5947,1
782,5937::Unknown,5937::5959,1
783,5937::5967,5937::14138,1
784,5937::14141,5937::34600,1
785,5937::49342,5937::42872,1
786,5937::49342,5937::52394,1
787,5937::Unknown,5937::73941,1
788,5937::Unknown,5937::77133,1
789,5937::Unknown,5937::104999,1
790,5947::10499,5947::5937,1
791,5947::Unknown,5947::5959,1
792,5947::5961,5947::14138,1
793,5947::34600,5947::34600,0
794,5947::42872,5947::42872,0
795,5947::52394,5947::52394,0
796,5947::73941,5947::59180,1
797,5947::73941,5947::73941,0
798,5947::77133,5947::77133,0
799,5947::104999,5947::104999,0
800,Unknown,5959::5937,1
801,5959::104999,5959::5947,1
802,5959::5953,5959::14138,1
803,5959::5957,5959::34600,1
804,5959::Unknown,5959::42872,1
805,5959::Unknown,5959::51351,1
806,5959::Unknown,5959::52394,1
807,5959::Unknown,5959::59180,1
808,5959::Unknown,5959::73941,1
809,5959::Unknown,5959::77133,1
810,5959::104999,5959::104999,0
811,Unknown,6020::24404,1
812,6020::5937,6020::67794,1
813,6020::104999,6020::73317,1
814,Unknown,6047::54505,1
815,6047::104999,6047::103005,1
816,6067::10605,6067::10376,0
817,6067::104999,6067::73623,1
818,6092::10499,6092::54505,1
819,6092::104999,6092::103005,1
820,6111::10376,6111::75232,1
821,6120::10376,6120::39674,1
822,6120::10376,6120::48330,1
823,6141::10376,6141::54208,1
824,6157::10376,6157::28206,1
825,6186::10376,6186::7396,1
826,6186::10499,6186::33925,1
827,6186::104999,6186::58181,1
828,6195::10376,6195::3957,1
829,6195::10341,6195::80559,1
830,6263::10499,6263::21862,1
831,6263::104999,6263::24208,1
832,6263::104999,6263::53147,1
833,6263::104999,6263::71322,1
834,6263::104999,6263::100456,1
835,6263::104999,6263::101084,1
836,6403::104999,6403::10235,1
837,6403::104999,6403::32981,1
838,6403::10641,6403::63774,1
839,6452::10376,6452::64607,1
840,6510::10376,6510::106971,1
841,6548::106971,6548::60654,1
842,6548::106971,6548::67528,1
843,6548::106971,6548::81484,1
844,6585::106971,6585::8691,0
845,6585::106971,6585::23135,1
846,6585::106971,6585::25738,1
847,6585::106971,6585::32738,1
848,6585::43941,6585::58346,1
849,6585::62341,6585::75749,1
850,Unknown,6585::94211,1
851,6652::Unknown,6652::28459,1
852,6652::Unknown,6652::40562,1
853,6652::Unknown,6652::84365,1
854,6663::Unknown,6663::45129,1
855,6663::Unknown,6663::63696,1
856,6663::Unknown,6663::69602,1
857,6663::Unknown,6663::78389,1
858,6677::Unknown,6677::20214,1
859,6677::Unknown,6677::48586,1
860,6677::Unknown,6677::70307,1
