RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
149,4::193,4::193,0
150,5:: Unknown,5::53,1
151,5::54,5::154,0
152,5::155,5::173,1
153,5::174,5::182,1
154,5::189,5::190,0
155,5::191,5::194,0
156,5::195,5::195,0
157,5::196,5::196,0
158,5::197,5::197,0
159,5::198,5::198,0
160,5::199,5::199,0
161,5::200,5::200,0
162,5::201,5::201,0
163,5::202,5::202,0
164,5::203,5::203,0
165,5::204,5::204,0
166,5::205,5::205,0
167,5::206,5::206,0
168,5::207,5::207,0
169,5::208,5::208,0
170,5::209,5::209,0
171,5::210,5::210,0
172,5::211,5::211,0
173,5::212,5::212,0
174,5::213,5::213,0
175,5::214,5::214,0
176,5::215,5::215,0
177,5::216,5::216,0
178,5::217,5::217,0
179,5::218,5::218,0
180,5::219,5::219,0
181,5::220,5::220,0
182,5::221,5::221,0
183,5::222,5::222,0
184,5::223,5::223,0
185,5::224,5::224,0
186,5::225,5::225,0
187,5::226,5::226,0
188,5::227,5::227,0
189,5::228,5::228,0
190,5::229,5::229,0
191,5::230,5::230,0
192,5::231,5::231,0
193,5::232,5::232,0
194,5::233,5::233,0
195,5::234,5::234,0
196,5::235,5::235,0
197,5::236,5::236,0
198,5::237,5::237,0
199,5::238,5::238,0
200,6::123,6::77,1
201,6::78,6::239,1
202,6::240,6::240,0
203,6::241,6::241,0
204,6::242,6::242,0
205,6::243,6::243,0
206,6::244,6::244,0
207,6::245,6::245,0
208,6::246,6::246,0
209,6::247,6::247,0
210,6::248,6::248,0
211,6::249,6::249,0
212,6::250,6::250,0
213,6::251,6::251,0
214,6::252,6::252,0
215,6::253,6::253,0
216,6::254,6::254,0
217,6::255,6::255,0
218,6::256,6::256,0
219,6::257,6::257,0
220,6::258,6::258,0
221,6::259,6::259,0
222,6::260,6::260,0
223,6::261,6::261,0
224,6::262,6::262,0
225,6::263,6::263,0
226,6::264,6::264,0
227,6::265,6::265,0
228,6::266,6::266,0
229,6::267,6::267,0
230,6::268,6::268,0
231,6::269,6::269,0
232,6::270,6::270,0
233,6::271,6::271,0
234,6::272,6::272,0
235,6::273,6::273,0
236,6::274,6::274,0
237,6::275,6::275,0
238,6::276,6::276,0
239,6::277,6::277,0
240,6::278,6::278,0
241,6::279,6::279,0
242,6::280,6::280,0
243,6::281,6::281,0
244,6::282,6::282,0
245,6::283,6::283,0
246,6::284,6::284,0
247,6::285,6::285,0
248,6::286,6::286,0
249,6::287,6::287,0
250,7::,7::55,1
251,7::56,7::67,1
252,7::68,7::89,1
253,7::91,7::257,1
254,7::258,7::288,0
255,7::289,7::289,0
256,7::290,7::290,0
257,7::291,7::291,0
258,7::292,7::292,0
259,7::293,7::293,0
260,7::294,7::294,0
261,7::295,7::295,0
262,7::296,7::296,0
263,7::297,7::297,0
264,7::298,7::298,0
265,7::299,7::299,0
266,7::300,7::300,0
267,7::301,7::301,0
268,7::302,7::302,0
269,7::303,7::303,0
270,7::304,7::304,0
271,7::305,7::305,0
272,7::306,7::306,0
273,7::307,7::307,0
274,7::308,7::308,0
275,7::309,7::309,0
276,7::310,7::310,0
277,7::311,7::311,0
278,7::312,7::312,0
279,7::313,7::313,0
280,7::314,7::314,0
281,7::315,7::315,0
282,7::316,7::316,0
283,7::317,7::317,0
284,7::318,7::318,0
285,7::319,7::319,0
286,7::320,7::320,0
287,7::321,7::321,0
288,7::322,7::322,0
289,7::323,7::323,0
290,7::324,7::324,0
291,7::325,7::325,0
292,7::326,7::326,0
293,7::327,7::327,0
294,7::328,7::328,0
295,7::329,7::329,0
296,7::330,7::330,0
297,7::331,7::331,0
298,7::332,7::332,0
299,7::333,7::333,0
300,8::,8::71,1
301,8::72,8::89,1
302,8::90,8::97,1
303,8::101,8::251,1
304,8::251,8::257,0
305,8::258,8::265,0
306,8::271,8::288,1
307,8::296,8::289,0
308,8::290,8::291,0
309,8::292,8::292,0
310,8::293,8::295,0
311,8::300,8::296,1
312,8::297,8::298,0
313,8::300,8::300,0
314,8::301,8::302,0
315,8::305,8::311,1
316,8::312,8::323,0
317,8::325,8::334,1
318,8::335,8::335,0
319,8::338,8::336,0
320,8::337,8::337,0
321,8::338,8::338,0
322,8::339,8::339,0
323,8::340,8::340,0
324,8::341,8::341,0
325,8::342,8::342,0
326,8::343,8::343,0
327,8::344,8::344,0
328,8::345,8::345,0
329,8::346,8::346,0
330,8::347,8::347,0
331,8::348,8::348,0
332,8::349,8::349,0
333,8::350,8::350,0
334,8::351,8::351,0
335,8::352,8::352,0
336,8::353,8::353,0
337,8::354,8::354,0
338,8::355,8::355,0
339,8::356,8::356,0
340,8::357,8::357,0
341,8::358,8::358,0
342,8::359,8::359,0
343,8::360,8::360,0
344,8::361,8::361,0
345,8::362,8::362,0
346,8::363,8::363,0
347,8::364,8::364,0
348,8::365,8::365,0
349,8::366,8::366,0
350,9::,9::8,0
351,9::8,9::367,1
352,9::368,9::368,0
353,9::369,9::369,0
354,9::370,9::370,0
355,9::371,9::371,0
356,9::372,9::372,0
357,9::373,9::373,0
358,9::374,9::374,0
359,9::375,9::375,0
360,9::376,9::376,0
361,9::377,9::377,0
362,9::378,9::378,0
363,9::379,9::379,0
364,9::380,9::380,0
365,9::381,9::381,0
366,9::382,9::382,0
367,9::383,9::383,0
368,9::384,9::384,0
369,9::385,9::385,0
370,9::386,9::386,0
371,9::387,9::387,0
372,9::388,9::388,0
373,9::389,9::389,0
374,9::390,9::390,0
375,9::391,9::391,0
376,9::392,9::392,0
377,9::393,9::393,0
378,9::394,9::394,0
379,9::395,9::395,0
380,9::396,9::396,0
381,9::397,9::397,0
382,9::398,9::398,0
383,9::399,9::399,0
384,9::400,9::400,0
385,9::401,9::401,0
386,9::402,9::402,0
387,9::403,9::403,0
388,9::404,9::404,0
389,9::405,9::405,0
390,9::406,9::406,0
391,9::407,9::407,0
392,9::408,9::408,0
393,9::409,9::409,0
394,9::410,9::410,0
395,9::411,9::411,0
396,9::412,9::412,0
397,9::413,9::413,0
398,9::414,9::414,0
399,9::415,9::415,0
400,10::412,10::154,1
401,10::156,10::159,0
402,10::160,10::196,0
403,10::206,10::199,1
404,10::200,10::200,0
405,10::201,10::208,0
406,10::212,10::217,0
407,10::224,10::219,1
408,10::221,10::225,0
409,10::228,10::228,0
410,10::231,10::229,1
411,10::233,10::416,1
412,10::417,10::417,0
413,10::418,10::418,0
414,10::419,10::419,0
415,10::420,10::420,0
416,10::421,10::421,0
417,10::422,10::422,0
418,10::423,10::423,0
419,10::424,10::424,0
420,10::425,10::425,0
421,10::426,10::426,0
422,10::427,10::427,0
423,10::428,10::428,0
424,10::429,10::429,0
425,10::430,10::430,0
426,10::431,10::431,0
427,10::432,10::432,0
428,10::433,10::433,0
429,10::434,10::434,0
430,10::435,10::435,0
431,10::436,10::436,0
432,10::437,10::437,0
433,10::438,10::438,0
434,10::439,10::439,0
435,10::440,10::440,0
436,10::441,10::441,0
437,10::442,10::442,0
438,10::443,10::443,0
439,10::444,10::444,0
440,10::445,10::445,0
441,10::446,10::446,0
442,10::447,10::447,0
443,10::448,10::448,0
444,10::449,10::449,0
445,10::450,10::450,0
446,10::451,10::451,0
447,10::452,10::452,0
448,10::453,10::453,0
449,10::454,10::454,0
450,11::,11::67,1
451,11::68,11::89,0
452,11::90,11::157,1
453,11::159,11::230,1
454,11::251,11::234,1
455,11::237,11::288,1
456,11::321,11::289,1
457,11::290,11::292,0
458,11::293,11::294,0
459,11::295,11::295,0
460,11::296,11::300,1
461,11::301,11::301,0
462,11::302,11::304,0
463,11::305,11::306,0
464,11::307,11::325,1
465,11::326,11::327,0
466,11::330,11::329,1
467,11::330,11::344,1
468,11::346,11::349,0
469,11::354,11::455,1
470,11::458,11::456,0
471,11::457,11::457,0
472,11::458,11::458,0
473,11::459,11::459,0
474,11::460,11::460,0
475,11::461,11::461,0
476,11::462,11::462,0
477,11::465,11::463,0
478,11::464,11::464,0
479,11::465,11::465,0
480,11::466,11::466,0
481,11::467,11::467,0
482,11::468,11::468,0
483,11::469,11::469,0
484,11::470,11::470,0
485,11::471,11::471,0
486,11::472,11::472,0
487,11::473,11::473,0
488,11::474,11::474,0
489,11::475,11::475,0
490,11::476,11::476,0
491,11::477,11::477,0
492,11::478,11::478,0
493,11::479,11::479,0
494,11::480,11::480,0
495,11::481,11::481,0
496,11::482,11::482,0
497,11::483,11::483,0
498,11::484,11::484,0
499,11::485,11::485,0
500,12::,12::72,1
501,12::73,12::189,1
502,12::190,12::191,0
503,12::192,12::230,1
504,12::231,12::288,1
505,12::289,12::300,1
506,12::309,12::333,1
507,12::349,12::344,0
508,12::373,12::377,0
509,12::406,12::378,1
510,12::406,12::405,0
511,12::422,12::407,1
512,12::409,12::466,1
513,12::503,12::486,1
514,12::503,12::487,1
515,12::503,12::488,1
516,12::500,12::489,1
517,12::500,12::490,1
518,12::491,12::491,0
519,12::494,12::492,0
520,12::493,12::493,0
521,12::494,12::494,0
522,12::495,12::495,0
523,12::496,12::496,0
524,12::497,12::497,0
525,12::498,12::498,0
526,12::499,12::499,0
527,12::500,12::500,0
528,12::501,12::501,0
529,12::502,12::502,0
530,12::503,12::503,0
531,12::504,12::504,0
532,12::505,12::505,0
533,12::506,12::506,0
534,12::507,12::507,0
535,12::508,12::508,0
536,12::509,12::509,0
537,12::510,12::510,0
538,12::511,12::511,0
539,12::512,12::512,0
540,12::513,12::513,0
541,12::514,12::514,0
542,12::515,12::515,0
543,12::516,12::516,0
544,12::517,12::517,0
545,12::518,12::518,0
546,12::519,12::519,0
547,12::520,12::520,0
548,12::521,12::521,0
549,12::522,12::522,0
550,13::521,13::55,1
551,13::56,13::67,0
552,13::68,13::89,0
553,13::90,13::173,1
554,13::174,13::228,1
555,13::234,13::292,1
556,13::349,13::295,1
557,13::296,13::298,0
558,13::300,13::299,1
559,13::300,13::300,0
560,13::300,13::302,0
561,13::303,13::310,0
562,13::311,13::316,0
563,13::322,13::318,1
564,13::322,13::325,0
565,13::328,13::328,0
566,13::332,13::333,0
567,13::336,13::344,1
568,13::347,13::349,0
569,13::352,13::352,0
570,13::355,13::378,1
571,13::382,13::461,1
572,13::469,13::466,0
573,13::473,13::498,1
574,13::499,13::523,1
575,13::542,13::524,0
576,13::527,13::525,0
577,13::526,13::526,0
578,13::527,13::527,0
579,13::530,13::528,1
580,13::530,13::529,1
581,13::530,13::530,0
582,13::531,13::531,0
583,13::532,13::532,0
584,13::533,13::533,0
585,13::534,13::534,0
586,13::535,13::535,0
587,13::536,13::536,0
588,13::537,13::537,0
589,13::538,13::538,0
590,13::539,13::539,0
591,13::540,13::540,0
592,13::541,13::541,0
593,13::542,13::542,0
594,13::543,13::543,0
595,13::544,13::544,0
596,13::545,13::545,0
597,13::546,13::546,0
598,13::547,13::547,0
599,13::548,13::548,0
600,14::,14::549,1
601,14::550,14::550,0
602,14::551,14::551,0
603,14::552,14::552,0
604,14::553,14::553,0
605,14::554,14::554,0
606,14::555,14::555,0
607,14::556,14::556,0
608,14::557,14::557,0
609,14::558,14::558,0
610,14::559,14::559,0
611,14::560,14::560,0
612,14::561,14::561,0
613,14::562,14::562,0
614,14::563,14::563,0
615,14::564,14::564,0
616,14::565,14::565,0
617,14::566,14::566,0
618,14::567,14::567,0
619,14::568,14::568,0
620,14::569,14::569,0
621,14::570,14::570,0
622,14::571,14::571,0
623,14::572,14::572,0
624,14::573,14::573,0
625,14::574,14::574,0
626,14::575,14::575,0
627,14::576,14::576,0
628,14::577,14::577,0
629,14::578,14::578,0
630,14::579,14::579,0
631,14::580,14::580,0
632,14::581,14::581,0
633,14::582,14::582,0
634,14::583,14::583,0
635,14::584,14::584,0
636,14::585,14::585,0
637,14::586,14::586,0
638,14::587,14::587,0
639,14::588,14::588,0
640,14::589,14::589,0
641,14::590,14::590,0
642,14::591,14::591,0
643,14::592,14::592,0
644,14::593,14::593,0
645,14::594,14::594,0
646,14::595,14::595,0
647,14::596,14::596,0
648,14::597,14::597,0
649,14::598,14::598,0
650,15::,15::69,1
651,15::70,15::154,1
652,15::155,15::159,0
653,15::160,15::197,1
654,15::206,15::203,0
655,15::206,15::205,0
656,15::206,15::212,1
657,15::217,15::215,0
658,15::218,15::218,0
659,15::221,15::222,0
660,15::225,15::227,0
661,15::230,15::233,0
662,15::236,15::266,0
663,15::267,15::429,1
664,15::431,15::511,1
665,15::523,15::599,1
666,15::598,15::600,1
667,15::600 (Unknown),15::601,1
668,15::602,15::602,0
669,15::603,15::603,0
670,15::604,15::604,0
671,15::605,15::605,0
672,15::606,15::606,0
673,15::607,15::607,0
674,15::608,15::608,0
675,15::609,15::609,0
676,15::610,15::610,0
677,15::611,15::611,0
678,15::612,15::612,0
679,15::613,15::613,0
680,15::614,15::614,0
681,15::615,15::615,0
682,15::616,15::616,0
683,15::617,15::617,0
684,15::618,15::618,0
685,15::619,15::619,0
686,15::620,15::620,0
687,15::621,15::621,0
688,15::622,15::622,0
689,15::623,15::623,0
690,15::624,15::624,0
691,15::625,15::625,0
692,15::626,15::626,0
693,15::627,15::627,0
694,15::628,15::628,0
695,15::629,15::629,0
696,15::630,15::630,0
697,15::631,15::631,0
698,15::632,15::632,0
699,15::633,15::633,0
700,16::,16::89,1
701,16::90,16::161,1
702,16::162,16::346,1
703,16::347,16::386,1
704,16::398,16::532,1
705,16::633,16::634,0
706,"16::634 (no, that's not correct, I made a mistake)

16::634 is actually 'Unknown'",16::635,1
707,16::636,16::636,0
708,16::637,16::637,0
709,16::638,16::638,0
710,16::639,16::639,0
711,16::640,16::640,0
712,16::641,16::641,0
713,16::642,16::642,0
714,16::643,16::643,0
715,16::644,16::644,0
716,16::645,16::645,0
717,16::646,16::646,0
718,16::647,16::647,0
719,16::648,16::648,0
720,16::649,16::649,0
721,16::650,16::650,0
722,16::651,16::651,0
723,16::652,16::652,0
724,16::653,16::653,0
725,16::654,16::654,0
726,16::655,16::655,0
727,16::656,16::656,0
728,16::657,16::657,0
729,16::658,16::658,0
730,16::659,16::659,0
731,16::660,16::660,0
732,16::661,16::661,0
733,16::662,16::662,0
734,16::663,16::663,0
735,16::664,16::664,0
736,16::665,16::665,0
737,16::666,16::666,0
738,16::667,16::667,0
739,16::668,16::668,0
740,16::669,16::669,0
741,16::670,16::670,0
742,16::671,16::671,0
743,16::672,16::672,0
744,16::673,16::673,0
745,16::674,16::674,0
746,16::675,16::675,0
747,16::676,16::676,0
748,16::677,16::677,0
749,16::678,16::678,0
750,17::,17::56,1
751,17::57,17::67,0
752,17::68,17::89,0
753,17::90,17::229,1
754,17::230,17::230,0
755,17::231,17::288,1
756,17::289,17::289,0
757,17::290,17::292,0
758,17::293,17::298,0
759,17::301,17::300,0
760,17::301,17::306,0
761,17::307,17::324,1
762,17::330,17::325,1
763,17::331,17::344,1
764,17::349,17::403,1
765,17::404,17::461,1
766,17::462,17::464,0
767,17::469,17::466,0
768,17::473,17::498,1
769,17::499,17::526,1
770,17::530,17::528,1
771,17::530,17::538,0
772,17::542,17::544,0
773,17::562,17::548,1
774,17::562,17::679,1
775,17::676,17::680,1
776,17::687,17::681,0
777,17::686,17::682,0
778,17::687,17::683,0
779,17::688,17::684,0
780,17::687,17::685,0
781,17::686,17::686,0
782,17::687,17::687,0
783,17::688,17::688,0
784,17::689,17::689,0
785,17::690,17::690,0
786,17::691,17::691,0
787,17::692,17::692,0
788,17::693,17::693,0
789,17::694,17::694,0
790,17::695,17::695,0
791,17::696,17::696,0
792,17::697,17::697,0
793,17::698,17::698,0
794,17::699,17::699,0
795,17::700,17::700,0
796,17::701,17::701,0
797,17::702,17::702,0
798,17::703,17::703,0
799,17::704,17::704,0
800,18::,18::56,1
801,18::57,18::65,0
802,18::66,18::71,1
803,18::72,18::72,0
804,18::73,18::88,1
805,18::89,18::163,1
806,18::164,18::174,0
807,18::175,18::190,1
808,18::200,18::220,0
809,18::237,18::227,0
810,18::234,18::230,0
811,18::231,18::378,1
812,18::406,18::389,1
813,18::400,18::511,1
814,18::523,18::533,0
815,18::547,18::705,1
816,18::718,18::706,1
817,18::718,18::707,1
818,18::718,18::708,0
819,18::708,18::709,0
820,18::710,18::710,0
821,18::711,18::711,0
822,18::712,18::712,0
823,18::713,18::713,0
824,18::714,18::714,0
825,18::715,18::715,0
826,18::716,18::716,0
827,18::717,18::717,0
828,18::718,18::718,0
829,18::719,18::719,0
830,18::720,18::720,0
831,18::721,18::721,0
832,18::722,18::722,0
833,18::723,18::723,0
834,18::724,18::724,0
835,18::725,18::725,0
836,18::726,18::726,0
837,18::727,18::727,0
838,18::728,18::728,0
839,18::729,18::729,0
840,18::730,18::730,0
841,18::731,18::731,0
842,18::732,18::732,0
843,18::733,18::733,0
844,18::734,18::734,0
845,18::735,18::735,0
846,18::736,18::736,0
847,18::737,18::737,0
848,18::738,18::738,0
849,18::739,18::739,0
850,20::,20::56,1
851,20::57,20::88,1
852,20::89,20::141,1
853,20::146,20::163,0
854,20::173,20::201,1
855,20::206,20::504,1
856,20::547,20::512,1
857,20::525,20::743,1
858,20::803,20::744,1
859,20::745,20::745,0
860,20::746,20::746,0
861,20::747,20::747,0
862,20::748,20::748,0
863,20::749,20::749,0
864,20::750,20::750,0
865,20::751,20::751,0
866,20::752,20::752,0
867,20::753,20::753,0
868,20::754,20::754,0
869,20::755,20::755,0
870,20::756,20::756,0
871,20::757,20::757,0
872,20::758,20::758,0
873,20::759,20::759,0
874,20::760,20::760,0
875,20::761,20::761,0
876,20::762,20::762,0
877,20::763,20::763,0
878,20::764,20::764,0
879,20::765,20::765,0
880,20::766,20::766,0
881,20::767,20::767,0
882,20::768,20::768,0
883,20::769,20::769,0
884,20::770,20::770,0
885,20::771,20::771,0
886,20::772,20::772,0
887,20::773,20::773,0
888,20::774,20::774,0
889,20::775,20::775,0
890,20::776,20::776,0
891,20::777,20::777,0
892,20::778,20::778,0
893,20::779,20::779,0
894,20::780,20::780,0
895,20::781,20::781,0
896,20::782,20::782,0
897,20::783,20::783,0
898,20::784,20::784,0
899,20::785,20::785,0
900,21::,21::55,1
901,21::56,21::67,0
902,21::68,21::71,1
903,21::72,21::89,1
904,21::91,21::288,1
905,21::300,21::289,1
906,21::290,21::292,0
907,21::293,21::293,0
908,21::294,21::295,0
909,21::296,21::298,0
910,21::300,21::299,1
911,21::300,21::300,0
912,21::301,21::302,0
913,21::303,21::306,0
914,21::307,21::310,0
915,21::313,21::318,0
916,21::321,21::325,0
917,21::328,21::352,0
918,21::358,21::461,1
919,21::462,21::465,0
920,21::473,21::466,1
921,21::467,21::476,0
922,21::478,21::523,1
923,21::526,21::531,1
924,21::535,21::535,0
925,21::540,21::543,0
926,21::547,21::660,1
927,21::665,21::674,1
928,21::677,21::679,0
929,21::680,21::681,0
930,21::682,21::686,0
931,21::691,21::701,1
932,21::705,21::786,1
933,Unknown,21::787,1
934,21::788,21::788,0
935,21::789,21::789,0
936,21::790,21::790,0
937,21::791,21::791,0
938,21::792,21::792,0
939,21::793,21::793,0
940,21::796,21::794,0
941,21::796,21::795,0
942,21::796,21::796,0
943,21::797,21::797,0
944,21::798,21::798,0
945,21::799,21::799,0
946,21::800,21::800,0
947,21::800,21::801,0
948,21::802,21::802,0
949,21::803,21::803,0
950,22::801,22::412,1
951,22::414,22::503,1
952,22::504,22::514,0
953,22::516,22::804,1
954,22::805,22::805,0
955,22::806,22::806,0
956,22::807,22::807,0
957,22::808,22::808,0
958,22::809,22::809,0
959,22::810,22::810,0
960,22::811,22::811,0
961,22::812,22::812,0
962,22::813,22::813,0
963,22::814,22::814,0
964,22::815,22::815,0
965,22::816,22::816,0
966,22::817,22::817,0
967,22::818,22::818,0
968,22::819,22::819,0
969,22::820,22::820,0
970,22::821,22::821,0
971,22::822,22::822,0
972,22::823,22::823,0
973,22::824,22::824,0
974,22::825,22::825,0
975,22::826,22::826,0
976,22::827,22::827,0
977,22::828,22::828,0
978,22::829,22::829,0
979,22::830,22::830,0
980,22::831,22::831,0
981,22::832,22::832,0
982,22::833,22::833,0
983,22::834,22::834,0
984,22::835,22::835,0
985,22::836,22::836,0
986,22::837,22::837,0
987,22::838,22::838,0
988,22::839,22::839,0
989,22::840,22::840,0
990,22::841,22::841,0
991,22::842,22::842,0
992,22::843,22::843,0
993,22::844,22::844,0
994,22::845,22::845,0
995,22::846,22::846,0
996,22::847,22::847,0
997,22::848,22::848,0
998,22::849,22::849,0
999,22::850,22::850,0
1000,23::,23::7,0
1001,23::8,23::72,1
1002,23::73,23::152,1
1003,23::153,23::159,0
1004,23::160,23::163,0
1005,23::165,23::181,1
1006,23::189,23::220,1
1007,23::221,23::226,0
1008,23::233,23::227,1
1009,23::228,23::233,1
1010,23::234,23::420,1
1011,23::421,23::436,1
1012,23::446,23::511,1
1013,23::523,23::599,1
1014,23::676,23::615,1
1015,23::631,23::707,1
1016,23::718,23::851,1
1017,23::853,23::852,0
1018,23::853,23::853,0
1019,23::854,23::854,0
1020,23::854 (Unknown),23::855,1
1021,23::906,23::856,1
1022,23::857,23::857,0
1023,23::858,23::858,0
1024,23::859,23::859,0
1025,23::860,23::860,0
1026,23::861,23::861,0
1027,23::862,23::862,0
1028,23::863,23::863,0
1029,23::864,23::864,0
1030,23::865,23::865,0
1031,"23::865 (No, I made a mistake, the correct response should be 'Unknown')",23::866,1
1032,23::867,23::867,0
1033,23::868,23::868,0
1034,23::869,23::869,0
1035,23::870,23::870,0
1036,23::871,23::871,0
1037,23::872,23::872,0
1038,23::873,23::873,0
1039,23::874,23::874,0
1040,23::875,23::875,0
1041,23::876,23::876,0
1042,23::877,23::877,0
1043,23::878,23::878,0
1044,23::879,23::879,0
1045,23::880,23::880,0
1046,23::881,23::881,0
1047,23::882,23::882,0
1048,23::883,23::883,0
1049,23::884,23::884,0
1050,24::,24::55,1
1051,24::56,24::67,0
1052,24::68,24::89,0
1053,24::90,24::157,1
1054,24::159,24::167,1
1055,24::173,24::229,1
1056,24::231,24::257,1
1057,24::281,24::258,0
1058,24::258,24::285,0
1059,24::290,24::288,1
1060,24::289,24::289,0
1061,24::290,24::291,0
1062,24::292,24::295,0
1063,24::298,24::298,0
1064,24::300,24::300,0
1065,Unknown,24::301,1
1066,Unknown,24::302,1
1067,24::303,24::310,0
1068,24::311,24::316,0
1069,24::319,24::333,1
1070,24::336,24::340,1
1071,24::346,24::425,1
1072,24::428,24::437,1
1073,24::446,24::526,1
1074,24::533,24::689,1
1075,24::692,24::690,0
1076,24::691,24::709,1
1077,24::718,24::786,0
1078,24::789,24::789,0
1079,Unknown,24::885,1
1080,24::890,24::886,1
1081,24::890,24::887,1
1082,24::890,24::888,1
1083,Unknown,24::889,1
1084,Unknown,24::890,1
1085,24::891,24::891,0
1086,24::892,24::892,0
1087,Unknown,24::893,1
1088,24::894,24::894,0
1089,24::895,24::895,0
1090,24::896,24::896,0
1091,24::897,24::897,0
1092,24::898,24::898,0
1093,24::899,24::899,0
1094,24::900,24::900,0
1095,Unknown,24::901,1
1096,24::902,24::902,0
1097,24::903,24::903,0
1098,24::904,24::904,0
1099,24::905,24::905,0
1100,25::101,25::55,1
1101,25::56,25::67,0
1102,25::68,25::89,0
1103,25::90,25::155,1
1104,25::156,25::157,0
1105,25::159,25::288,1
1106,25::289,25::289,0
1107,25::290,25::290,0
1108,25::290,25::292,0
1109,25::293,25::293,0
1110,25::294,25::294,0
1111,25::295,25::295,0
1112,25::296,25::296,0
1113,25::297,25::302,1
1114,25::303,25::308,0
1115,25::309,25::309,0
1116,25::310,25::310,0
1117,25::311,25::311,0
1118,25::312,25::314,0
1119,25::316,25::318,0
1120,25::319,25::325,1
1121,25::328,25::328,0
1122,25::332,25::329,0
1123,25::330,25::331,0
1124,25::332,25::349,1
1125,25::350,25::350,0
1126,25::355,25::352,0
1127,25::355,25::354,0
1128,25::355,25::455,0
1129,25::458,25::459,0
1130,25::460,25::462,0
1131,25::465,25::469,0
1132,25::473,25::476,0
1133,25::480,25::484,0
1134,25::487,25::531,1
1135,25::535,25::543,0
1136,25::547,25::701,1
1137,25::702,25::786,1
1138,25::796,25::800,1
1139,25::809,25::906,1
1140,25::925,25::907,1
1141,25::908,25::908,0
1142,25::908,25::909,0
