RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
691,15::625,15::625,0
692,15::626,15::626,0
693,15::627,15::627,0
694,15::628,15::628,0
695,15::629,15::629,0
696,15::630,15::630,0
697,15::631,15::631,0
698,15::632,15::632,0
699,15::633,15::633,0
700,Unknown,16::89,1
701,16::90,16::161,1
702,16::162,16::346,1
703,16::161,16::386,1
704,16::631,16::532,1
705,16::533,16::634,1
706,16::635,16::635,0
707,16::636,16::636,0
708,16::637,16::637,0
709,16::638,16::638,0
710,16::639,16::639,0
711,16::640,16::640,0
712,16::641,16::641,0
713,16::642,16::642,0
714,16::643,16::643,0
715,16::644,16::644,0
716,16::645,16::645,0
717,16::646,16::646,0
718,16::647,16::647,0
719,16::648,16::648,0
720,16::649,16::649,0
721,16::650,16::650,0
722,16::651,16::651,0
723,16::652,16::652,0
724,16::653,16::653,0
725,16::654,16::654,0
726,16::655,16::655,0
727,16::656,16::656,0
728,16::657,16::657,0
729,16::658,16::658,0
730,16::659,16::659,0
731,16::660,16::660,0
732,16::661,16::661,0
733,16::662,16::662,0
734,16::663,16::663,0
735,16::664,16::664,0
736,16::665,16::665,0
737,16::666,16::666,0
738,16::667,16::667,0
739,16::668,16::668,0
740,16::669,16::669,0
741,16::670,16::670,0
742,16::671,16::671,0
743,16::672,16::672,0
744,16::673,16::673,0
745,16::674,16::674,0
746,16::675,16::675,0
747,16::676,16::676,0
748,16::677,16::677,0
749,16::678,16::678,0
750,17::676,17::56,1
751,17::57,17::67,0
752,17::68,17::89,0
753,17::90,17::229,1
754,17::676,17::230,1
755,17::231,17::288,1
756,17::289,17::289,0
757,17::290,17::292,0
758,17::293,17::298,0
759,17::299,17::300,1
760,17::301,17::306,0
761,17::307,17::324,1
762,17::327,17::325,0
763,17::327,17::344,1
764,17::346,17::403,1
765,17::404,17::461,1
766,17::462,17::464,0
767,17::466,17::466,0
768,17::467,17::498,1
769,17::499,17::526,1
770,17::528,17::528,0
771,17::529,17::538,1
772,17::539,17::544,1
773,17::546,17::548,0
774,17::549,17::679,1
775,17::682,17::680,0
776,17::682,17::681,0
777,17::682,17::682,0
778,17::683,17::683,0
779,17::684,17::684,0
780,17::685,17::685,0
781,17::686,17::686,0
782,17::687,17::687,0
783,17::688,17::688,0
784,17::689,17::689,0
785,17::690,17::690,0
786,17::691,17::691,0
787,17::692,17::692,0
788,17::693,17::693,0
789,17::694,17::694,0
790,17::695,17::695,0
791,17::696,17::696,0
792,17::697,17::697,0
793,17::698,17::698,0
794,17::699,17::699,0
795,17::700,17::700,0
796,17::701,17::701,0
797,17::702,17::702,0
798,17::703,17::703,0
799,17::704,17::704,0
800,Unknown,18::56,1
801,18::57,18::65,0
802,18::66,18::71,1
803,18::72,18::72,0
804,18::73,18::88,1
805,18::89,18::163,1
806,18::165,18::174,1
807,18::175,18::190,1
808,18::191,18::220,1
809,18::234,18::227,1
810,18::239,18::230,0
811,18::233,18::378,1
812,18::407,18::389,1
813,18::390,18::511,1
814,18::526,18::533,1
815,18::536,18::705,1
816,18::712,18::706,1
817,18::712,18::707,1
818,18::708,18::708,0
819,18::709,18::709,0
820,18::710,18::710,0
821,18::712,18::711,0
822,18::712,18::712,0
823,18::713,18::713,0
824,18::714,18::714,0
825,18::715,18::715,0
826,18::716,18::716,0
827,18::717,18::717,0
828,18::718,18::718,0
829,18::719,18::719,0
830,18::720,18::720,0
831,18::721,18::721,0
832,18::722,18::722,0
833,18::723,18::723,0
834,18::724,18::724,0
835,18::725,18::725,0
836,18::726,18::726,0
837,18::727,18::727,0
838,18::728,18::728,0
839,18::729,18::729,0
840,18::730,18::730,0
841,18::731,18::731,0
842,18::732,18::732,0
843,18::733,18::733,0
844,18::734,18::734,0
845,18::735,18::735,0
846,18::736,18::736,0
847,18::737,18::737,0
848,18::738,18::738,0
849,18::739,18::739,0
850,Unknown,20::56,1
851,20::57,20::88,1
852,20::89,20::141,1
853,20::142,20::163,1
854,20::164,20::201,1
855,20::206,20::504,1
856,20::737,20::512,1
857,20::513,20::743,1
858,20::784,20::744,0
859,20::745,20::745,0
860,20::746,20::746,0
861,20::747,20::747,0
862,20::748,20::748,0
863,20::749,20::749,0
864,20::750,20::750,0
865,20::751,20::751,0
866,20::752,20::752,0
867,20::753,20::753,0
868,20::754,20::754,0
869,20::755,20::755,0
870,20::756,20::756,0
871,20::757,20::757,0
872,20::758,20::758,0
873,20::759,20::759,0
874,20::760,20::760,0
875,20::761,20::761,0
876,20::762,20::762,0
877,20::763,20::763,0
878,20::764,20::764,0
879,20::765,20::765,0
880,20::766,20::766,0
881,20::767,20::767,0
882,20::768,20::768,0
883,20::769,20::769,0
884,20::770,20::770,0
885,20::771,20::771,0
886,20::772,20::772,0
887,20::773,20::773,0
888,20::774,20::774,0
889,20::775,20::775,0
890,20::776,20::776,0
891,20::777,20::777,0
892,20::778,20::778,0
893,20::779,20::779,0
894,20::780,20::780,0
895,20::781,20::781,0
896,20::782,20::782,0
897,20::783,20::783,0
898,20::784,20::784,0
899,20::785,20::785,0
900,Unknown,21::55,1
901,21::56,21::67,0
902,21::68,21::71,1
903,21::74,21::89,1
904,21::92,21::288,1
905,21::288,21::289,0
906,21::290,21::292,0
907,21::293,21::293,0
908,21::294,21::295,0
909,21::296,21::298,0
910,21::299,21::299,0
911,21::300,21::300,0
912,21::301,21::302,0
913,21::303,21::306,0
914,21::307,21::310,0
915,21::312,21::318,0
916,21::319,21::325,1
917,21::327,21::352,0
918,21::353,21::461,1
919,21::462,21::465,0
920,21::466,21::466,0
921,21::467,21::476,0
922,21::477,21::523,1
923,21::525,21::531,1
924,21::532,21::535,0
925,21::536,21::543,0
926,21::544,21::660,1
927,21::661,21::674,1
928,21::675,21::679,0
929,21::682,21::681,0
930,21::682,21::686,0
931,21::687,21::701,1
932,21::702,21::786,1
933,21::787,21::787,0
934,21::789,21::788,0
935,21::789,21::789,0
936,21::790,21::790,0
937,21::791,21::791,0
938,21::792,21::792,0
939,21::793,21::793,0
940,21::794,21::794,0
941,21::795,21::795,0
942,21::796,21::796,0
943,21::797,21::797,0
944,21::798,21::798,0
945,21::799,21::799,0
946,21::800,21::800,0
947,21::801,21::801,0
948,21::802,21::802,0
949,21::803,21::803,0
950,Unknown,22::412,1
951,22::413,22::503,1
952,22::412,22::514,1
953,22::515,22::804,1
954,22::805,22::805,0
955,22::806,22::806,0
956,22::807,22::807,0
957,22::808,22::808,0
958,22::809,22::809,0
959,22::810,22::810,0
960,22::811,22::811,0
961,22::812,22::812,0
962,22::813,22::813,0
963,22::814,22::814,0
964,22::815,22::815,0
965,22::816,22::816,0
966,22::817,22::817,0
967,22::818,22::818,0
968,22::819,22::819,0
969,22::820,22::820,0
970,22::821,22::821,0
971,22::822,22::822,0
972,22::823,22::823,0
973,22::824,22::824,0
974,22::825,22::825,0
975,22::826,22::826,0
976,22::827,22::827,0
977,22::828,22::828,0
978,22::829,22::829,0
979,22::830,22::830,0
980,22::831,22::831,0
981,22::832,22::832,0
982,22::833,22::833,0
983,22::834,22::834,0
984,22::835,22::835,0
985,22::836,22::836,0
986,22::837,22::837,0
987,22::838,22::838,0
988,22::839,22::839,0
989,22::840,22::840,0
990,22::841,22::841,0
991,22::842,22::842,0
992,22::843,22::843,0
993,22::844,22::844,0
994,22::845,22::845,0
995,22::846,22::846,0
996,22::847,22::847,0
997,22::848,22::848,0
998,22::849,22::849,0
999,22::850,22::850,0
1000,Unknown,23::7,1
1001,23::8,23::72,1
1002,23::73,23::152,1
1003,23::153,23::159,0
1004,23::160,23::163,0
1005,23::167,23::181,1
1006,23::184,23::220,1
1007,23::222,23::226,0
1008,23::233,23::227,1
1009,23::228,23::233,1
1010,23::236,23::420,1
1011,23::440,23::436,1
1012,23::440,23::511,1
1013,23::522,23::599,1
1014,23::600,23::615,1
1015,23::618,23::707,1
1016,23::712,23::851,1
1017,23::852,23::852,0
1018,23::853,23::853,0
1019,23::858,23::854,0
1020,23::855,23::855,0
1021,23::856,23::856,0
1022,23::857,23::857,0
1023,23::858,23::858,0
1024,23::859,23::859,0
1025,23::860,23::860,0
1026,23::861,23::861,0
1027,23::862,23::862,0
1028,23::863,23::863,0
1029,23::864,23::864,0
1030,23::865,23::865,0
1031,23::866,23::866,0
1032,23::867,23::867,0
1033,23::868,23::868,0
1034,23::869,23::869,0
1035,23::870,23::870,0
1036,23::871,23::871,0
1037,23::872,23::872,0
1038,23::873,23::873,0
1039,23::874,23::874,0
1040,23::875,23::875,0
1041,23::876,23::876,0
1042,23::877,23::877,0
1043,23::878,23::878,0
1044,23::879,23::879,0
1045,23::880,23::880,0
1046,23::881,23::881,0
1047,23::882,23::882,0
1048,23::883,23::883,0
1049,23::884,23::884,0
1050,Unknown,24::55,1
1051,24::56,24::67,0
1052,24::68,24::89,0
1053,24::91,24::157,1
1054,24::158,24::167,1
1055,24::168,24::229,1
1056,24::235,24::257,0
1057,24::293,24::258,1
1058,24::259,24::285,0
1059,24::288,24::288,0
1060,24::290,24::289,0
1061,24::290,24::291,0
1062,24::292,24::295,0
1063,24::296,24::298,0
1064,24::299,24::300,1
1065,24::301,24::301,0
1066,24::302,24::302,0
1067,24::303,24::310,0
1068,24::312,24::316,0
1069,24::317,24::333,1
1070,24::335,24::340,1
1071,24::341,24::425,1
1072,24::426,24::437,1
1073,24::439,24::526,1
1074,24::528,24::689,1
1075,24::690,24::690,0
1076,24::691,24::709,1
1077,24::712,24::786,1
1078,24::789,24::789,0
1079,24::790,24::885,1
1080,24::887,24::886,0
1081,24::887,24::887,0
1082,24::888,24::888,0
1083,24::889,24::889,0
1084,24::890,24::890,0
1085,24::891,24::891,0
1086,24::892,24::892,0
1087,24::893,24::893,0
1088,24::894,24::894,0
1089,24::895,24::895,0
1090,24::896,24::896,0
1091,24::897,24::897,0
1092,24::898,24::898,0
1093,24::899,24::899,0
1094,24::900,24::900,0
1095,24::901,24::901,0
1096,24::902,24::902,0
1097,24::903,24::903,0
1098,24::904,24::904,0
1099,24::905,24::905,0
1100,25::902,25::55,1
1101,25::56,25::67,0
1102,25::68,25::89,0
1103,25::91,25::155,1
1104,25::167,25::157,0
1105,25::159,25::288,1
1106,25::290,25::289,0
1107,25::290,25::290,0
1108,25::291,25::292,0
1109,25::293,25::293,0
1110,25::294,25::294,0
1111,25::295,25::295,0
1112,25::296,25::296,0
1113,25::297,25::302,1
1114,25::303,25::308,0
1115,25::309,25::309,0
1116,25::310,25::310,0
1117,25::311,25::311,0
1118,25::312,25::314,0
1119,25::315,25::318,0
1120,25::319,25::325,1
1121,25::327,25::328,0
1122,25::329,25::329,0
1123,25::330,25::331,0
1124,25::332,25::349,1
1125,25::350,25::350,0
1126,25::351,25::352,0
1127,25::353,25::354,0
1128,25::355,25::455,0
1129,25::456,25::459,0
1130,25::460,25::462,0
1131,25::463,25::469,0
1132,25::470,25::476,0
1133,25::477,25::484,1
1134,25::485,25::531,1
1135,25::532,25::543,0
1136,25::544,25::701,1
1137,25::702,25::786,1
1138,25::787,25::800,1
1139,25::801,25::906,1
1140,25::909,25::907,0
1141,25::909,25::908,0
1142,25::909,25::909,0
1143,25::910,25::910,0
1144,25::911,25::911,0
1145,25::912,25::912,0
1146,25::913,25::913,0
1147,25::914,25::914,0
