RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
458,6::47,6::3578,1
459,6::47,6::364,1
460,6::47,6::3501,1
461,6::47,6::3072,1
462,6::47,6::368,1
463,6::47,6::296,1
464,6::47,6::48,1
465,6::47,6::3074,1
466,6::47,6::1188,1
467,6::47,6::3508,1
468,6::47,6::588,1
469,6::47,6::1,1
470,6::47,6::1043,1
471,6::47,6::2858,1
472,6::47,6::377,1
473,6::47,6::590,1
474,6::47,6::595,1
475,6::47,6::597,1
476,6::47,6::383,1
477,6::47,6::2506,1
478,6::47,6::3524,1
479,6::47,6::1566,1
480,6::47,6::1569,1
481,6::47,6::2006,1
482,6::47,6::2081,1
483,6::47,6::2082,1
484,6::47,6::3600,1
485,6::47,6::3604,1
486,6::47,6::2802,1
487,6::47,6::3534,1
488,6::47,6::3536,1
489,6::47,6::1210,1
490,6::47,6::3753,1
491,6::47,6::3682,1
492,6::47,6::2017,1
493,6::47,6::3685,1
494,6::47,6::3610,1
495,6::47,6::1296,1
496,6::47,6::838,1
497,6::47,6::1007,1
498,6::47,6::1947,0
499,6::47,6::2966,1
500,6::47,6::266,1
501,6::47,6::17,1
502,6::47,6::3699,1
503,6::47,6::1441,1
504,6::47,6::1088,1
505,6::47,6::912,1
506,6::47,6::199,1
507,6::47,6::914,1
508,6::47,6::3408,1
509,6::47,6::1806,1
510,6::47,6::3624,1
511,6::47,6::2469,1
512,6::47,6::2396,1
513,6::47,6::2100,1
514,6::47,6::1959,1
515,6::47,6::2321,1
516,6::47,6::1380,1
517,6::47,6::920,1
518,6::47,6::569,1
519,6::47,6::1674,1
520,6::47,6::3565,1
521,6::47,6::1028,1
522,6::47,6::34,1
523,7::31,7::648,1
524,7::31,7::861,1
525,7::31,7::2916,1
526,7::31,7::3578,1
527,7::31,7::3793,1
528,7::31,7::1610,1
529,7::31,7::589,1
530,7::31,7::6,1
531,7::31,7::442,1
532,7::31,7::733,1
533,7::31,7::377,1
534,7::31,7::2353,1
535,7::31,7::1196,1
536,7::31,7::2571,1
537,7::31,7::380,1
538,7::31,7::1997,1
539,7::31,7::1270,1
540,7::31,7::457,1
541,7::31,7::1573,1
542,7::31,7::3753,1
543,7::31,7::3107,0
544,7::31,7::474,1
545,7::31,7::1722,1
546,7::31,7::3256,1
547,7::31,7::1580,1
548,7::31,7::110,1
549,7::31,7::1221,1
550,7::31,7::2028,1
551,7::31,7::480,1
552,7::31,7::349,1
553,7::31,7::3418,0
554,8::302,8::39,1
555,8::302,8::2336,1
556,8::302,8::288,1
557,8::302,8::3425,1
558,8::302,8::2268,1
559,8::302,8::1466,1
560,8::302,8::1393,1
561,8::302,8::1682,1
562,8::302,8::2916,1
563,8::302,8::506,1
564,8::302,8::508,1
565,8::302,8::3213,1
566,8::302,8::42,1
567,8::302,8::650,1
568,8::302,8::3500,1
569,8::302,8::296,1
570,8::302,8::3147,1
571,8::302,8::3148,1
572,8::302,8::2702,1
573,8::302,8::2278,1
574,8::302,8::1476,1
575,8::302,8::2490,1
576,8::302,8::589,1
577,8::302,8::1836,1
578,8::302,8::1693,1
579,8::302,8::150,1
580,8::302,8::151,1
581,8::302,8::1,1
582,8::302,8::510,1
583,8::302,8::4,1
584,8::302,8::3006,1
585,8::302,8::2858,1
586,8::302,8::1621,1
587,8::302,8::1265,1
588,8::302,8::733,1
589,8::302,8::377,1
590,8::302,8::3155,1
591,8::302,8::2427,1
592,8::302,8::58,1
593,8::302,8::2712,1
594,8::302,8::2429,1
595,8::302,8::1840,1
596,8::302,8::2571,1
597,8::302,8::1916,1
598,8::302,8::1488,1
599,8::302,8::230,0
600,8::302,8::1120,1
601,8::302,8::161,1
602,8::302,8::163,1
603,8::302,8::1411,1
604,8::302,8::524,1
605,8::302,8::1059,1
606,8::302,8::527,1
607,8::302,8::454,1
608,8::302,8::1701,1
609,8::302,8::1274,1
610,8::302,8::741,1
611,8::302,8::1704,1
612,8::302,8::1277,1
613,8::302,8::2291,1
614,8::302,8::1639,1
615,8::302,8::3528,1
616,8::302,8::2297,1
617,8::302,8::3386,1
618,8::302,8::2006,1
619,8::302,8::608,1
620,8::302,8::465,1
621,8::302,8::1711,1
622,8::302,8::538,1
623,8::302,8::393,1
624,8::302,8::2442,1
625,8::302,8::1357,1
626,8::302,8::73,1
627,8::302,8::3246,1
628,8::302,8::3173,1
629,8::302,8::1573,1
630,8::302,8::105,1
631,8::302,8::1210,1
632,8::302,8::1213,1
633,8::302,8::253,1
634,8::302,8::3105,1
635,8::302,8::3107,1
636,8::302,8::3250,1
637,8::302,8::3252,1
638,8::302,8::1721,1
639,8::302,8::476,1
640,8::302,8::3256,1
641,8::302,8::908,1
642,8::302,8::3257,1
643,8::302,8::1653,1
644,8::302,8::1580,1
645,8::302,8::110,1
646,8::302,8::111,1
647,8::302,8::3259,1
648,8::302,8::3186,1
649,8::302,8::1589,1
650,8::302,8::2023,1
651,8::302,8::14,1
652,8::302,8::2028,1
653,8::302,8::337,1
654,8::302,8::265,1
655,8::302,8::16,1
656,8::302,8::266,1
657,8::302,8::17,1
658,8::302,8::2314,1
659,8::302,8::2600,1
660,8::302,8::480,1
661,8::302,8::269,1
662,8::302,8::555,1
663,8::302,8::1801,1
664,8::302,8::3260,1
665,8::302,8::1730,1
666,8::302,8::1660,1
667,8::302,8::3265,1
668,8::302,8::1735,1
669,8::302,8::3267,1
670,8::302,8::3481,1
671,8::302,8::2396,1
672,8::302,8::2686,1
673,8::302,8::2688,1
674,8::302,8::345,1
675,8::302,8::2320,1
676,8::302,8::24,1
677,8::302,8::25,1
678,8::302,8::2324,1
679,8::302,8::349,1
680,8::302,8::562,1
681,8::302,8::2329,1
682,8::302,8::1810,1
683,8::302,8::2541,1
684,8::302,8::3418,1
685,8::302,8::1673,1
686,8::302,8::2908,1
687,8::302,8::1678,1
688,8::302,8::2692,1
689,8::302,8::1027,1
690,8::302,8::2699,1
691,8::302,8::282,1
692,8::302,8::36,1
693,9::31,9::2268,1
694,9::31,9::1466,1
695,9::31,9::1393,1
696,9::31,9::861,1
697,9::31,9::1682,1
698,9::31,9::3717,0
699,9::31,9::508,1
700,9::31,9::3793,1
701,9::31,9::720,1
702,9::31,9::367,1
703,9::31,9::47,1
704,9::31,9::3147,0
705,9::31,9::3148,0
706,9::31,9::1617,1
707,9::31,9::2278,1
708,9::31,9::223,1
709,9::31,9::150,1
710,9::31,9::3298,1
711,9::31,9::1,0
712,9::31,9::3006,1
713,9::31,9::2858,1
714,9::31,9::3948,1
715,9::31,9::50,1
716,9::31,9::1265,1
717,9::31,9::805,1
718,9::31,9::3510,0
719,9::31,9::377,1
720,9::31,9::1552,1
721,9::31,9::590,1
722,9::31,9::3513,0
723,9::31,9::2355,1
724,9::31,9::1912,1
725,9::31,9::593,1
726,9::31,9::2571,1
727,9::31,9::597,1
728,9::31,9::300,1
729,9::31,9::1777,1
730,9::31,9::162,1
731,9::31,9::524,1
732,9::31,9::3301,0
733,9::31,9::1343,1
734,9::31,9::527,1
735,9::31,9::3160,0
736,9::31,9::529,1
737,9::31,9::457,1
738,9::31,9::1704,1
739,9::31,9::745,1
740,9::31,9::3452,1
741,9::31,9::2294,1
742,9::31,9::1921,1
743,9::31,9::1639,1
744,9::31,9::1923,1
745,9::31,9::1784,1
746,9::31,9::1060,1
747,9::31,9::318,0
748,9::31,9::608,1
749,9::31,9::1356,1
750,9::31,9::1358,1
751,9::31,9::3178,0
752,9::31,9::3751,0
753,9::31,9::1210,1
754,9::31,9::3826,1
755,9::31,9::1213,1
756,9::31,9::3755,1
757,9::31,9::2599,1
758,9::31,9::2302,1
759,9::31,9::1500,1
760,9::31,9::2959,1
761,9::31,9::1148,1
762,9::31,9::2166,1
763,9::31,9::1721,1
764,9::31,9::3253,1
765,9::31,9::3255,1
766,9::31,9::1653,1
767,9::31,9::838,1
768,9::31,9::1584,1
769,9::31,9::1221,1
770,9::31,9::1223,1
771,9::31,9::2890,1
772,9::31,9::2028,1
773,9::31,9::3114,0
774,9::31,9::16,1
775,9::31,9::480,1
776,9::31,9::1089,1
777,9::31,9::912,1
778,9::31,9::1446,1
779,9::31,9::3408,1
780,9::31,9::3623,1
781,9::31,9::778,1
782,9::31,9::1669,1
783,9::31,9::3484,1
784,9::31,9::412,1
785,9::31,9::3916,0
786,9::31,9::994,1
787,9::31,9::1233,1
788,9::31,9::1307,1
789,9::31,9::25,1
790,9::31,9::2324,1
791,9::31,9::349,1
792,9::31,9::920,1
793,9::31,9::3270,1
794,9::31,9::2762,1
795,9::31,9::1961,1
796,9::31,9::2692,1
797,9::31,9::1310,0
798,9::31,9::428,1
799,10::31,10::2622,1
800,10::31,10::648,1
801,10::31,10::2628,1
802,10::31,10::3358,1
803,10::31,10::3359,1
804,10::31,10::1682,1
805,10::31,10::1756,1
806,10::31,10::1320,1
807,10::31,10::2124,1
808,10::31,10::2125,1
809,10::31,10::1250,1
810,10::31,10::2054,1
811,10::31,10::1252,1
812,10::31,10::1253,1
813,10::31,10::720,1
814,10::31,10::3868,1
815,10::31,10::1254,1
816,10::31,10::3869,1
817,10::31,10::1256,1
818,10::31,10::3500,1
819,10::31,10::1257,1
820,10::31,10::3501,0
821,10::31,10::2997,1
822,10::31,10::1259,1
823,10::31,10::653,1
824,10::31,10::1831,0
825,10::31,10::3363,1
826,10::31,10::586,1
827,10::31,10::587,1
828,10::31,10::3438,1
829,10::31,10::588,1
830,10::31,10::3439,1
831,10::31,10::589,1
832,10::31,10::1690,1
833,10::31,10::3296,1
834,10::31,10::223,1
835,10::31,10::150,1
836,10::31,10::2496,1
837,10::31,10::1,0
838,10::31,10::2497,1
839,10::31,10::2,1
840,10::31,10::2498,1
841,10::31,10::153,1
842,10::31,10::7,1
843,10::31,10::2133,1
844,10::31,10::2135,1
845,10::31,10::3948,1
846,10::31,10::2136,1
847,10::31,10::2137,1
848,10::31,10::1408,1
849,10::31,10::802,1
850,10::31,10::2138,1
851,10::31,10::1409,1
852,10::31,10::2067,1
853,10::31,10::1265,1
854,10::31,10::1339,1
855,10::31,10::1269,1
856,10::31,10::1196,1
857,10::31,10::590,1
858,10::31,10::1197,1
859,10::31,10::1198,1
860,10::31,10::2640,1
861,10::31,10::592,1
862,10::31,10::594,1
863,10::31,10::2716,1
864,10::31,10::595,1
865,10::31,10::2717,1
866,10::31,10::2571,1
867,10::31,10::596,1
868,10::31,10::3447,1
869,10::31,10::597,1
870,10::31,10::1918,1
871,10::31,10::2140,1
872,10::31,10::1411,1
873,10::31,10::2072,1
874,10::31,10::1270,1
875,10::31,10::1271,1
876,10::31,10::1345,1
877,10::31,10::2077,1
878,10::31,10::2078,1
879,10::31,10::1276,1
880,10::31,10::743,1
881,10::31,10::671,1
882,10::31,10::1278,1
883,10::31,10::745,1
884,10::31,10::3451,0
885,10::31,10::3525,1
886,10::31,10::1921,1
887,10::31,10::1923,1
888,10::31,10::1927,1
889,10::31,10::3386,1
890,10::31,10::2657,1
891,10::31,10::3388,1
892,10::31,10::1784,1
893,10::31,10::316,0
894,10::31,10::317,0
895,10::31,10::318,0
896,10::31,10::248,1
897,10::31,10::2080,1
898,10::31,10::2081,1
899,10::31,10::2082,1
900,10::31,10::1282,1
901,10::31,10::1356,1
902,10::31,10::1283,1
903,10::31,10::750,1
904,10::31,10::1357,1
905,10::31,10::2087,1
906,10::31,10::1286,1
907,10::31,10::1287,1
908,10::31,10::2804,1
909,10::31,10::3608,1
910,10::31,10::2662,1
911,10::31,10::3466,1
912,10::31,10::3100,0
913,10::31,10::2300,1
914,10::31,10::253,1
915,10::31,10::180,1
916,10::31,10::2599,1
917,10::31,10::2302,1
918,10::31,10::329,1
919,10::31,10::3034,1
920,10::31,10::3108,0
921,10::31,10::3035,1
922,10::31,10::186,1
923,10::31,10::2161,1
924,10::31,10::3037,1
925,10::31,10::2090,1
926,10::31,10::3039,1
927,10::31,10::2091,1
928,10::31,10::902,1
929,10::31,10::830,1
930,10::31,10::2093,1
931,10::31,10::1291,1
932,10::31,10::904,1
933,10::31,10::2094,1
934,10::31,10::1292,1
935,10::31,10::1293,1
936,10::31,10::2096,1
937,10::31,10::1294,1
938,10::31,10::765,1
939,10::31,10::3471,0
940,10::31,10::2746,1
941,10::31,10::1009,1
942,10::31,10::1947,1
943,10::31,10::1948,1
944,10::31,10::333,1
945,10::31,10::260,1
946,10::31,10::3114,0
947,10::31,10::2312,0
948,10::31,10::339,1
949,10::31,10::1513,1
950,10::31,10::2316,0
951,10::31,10::1441,1
952,10::31,10::1517,1
953,10::31,10::1371,0
954,10::31,10::2174,1
955,10::31,10::1372,1
956,10::31,10::912,1
957,10::31,10::913,1
958,10::31,10::1374,1
959,10::31,10::914,1
960,10::31,10::1375,1
961,10::31,10::915,1
962,10::31,10::1376,1
963,10::31,10::1377,1
964,10::31,10::916,1
965,10::31,10::918,1
966,10::31,10::919,1
967,10::31,10::1012,1
968,10::31,10::3481,0
969,10::31,10::2826,1
970,10::31,10::3629,1
971,10::31,10::1015,1
972,10::31,10::1016,1
973,10::31,10::1954,1
974,10::31,10::1019,1
975,10::31,10::1884,1
976,10::31,10::3489,1
977,10::31,10::1959,1
978,10::31,10::344,1
979,10::31,10::24,1
980,10::31,10::2321,0
981,10::31,10::275,1
982,10::31,10::2324,1
983,10::31,10::2252,1
984,10::31,10::277,1
985,10::31,10::1380,1
986,10::31,10::920,1
987,10::31,10::923,1
988,10::31,10::924,1
989,10::31,10::3701,0
990,10::31,10::3702,1
991,10::31,10::780,1
992,10::31,10::3703,1
993,10::31,10::1387,1
994,10::31,10::926,1
995,10::31,10::3704,1
996,10::31,10::1020,1
997,10::31,10::784,1
998,10::31,10::858,1
999,10::31,10::1022,1
1000,10::31,10::2762,1
1001,10::31,10::1023,1
1002,10::31,10::1961,1
1003,10::31,10::1025,1
1004,10::31,10::2693,1
1005,10::31,10::1028,1
1006,10::31,10::1967,1
1007,10::31,10::351,0
1008,10::31,10::32,0
1009,10::31,10::282,1
1010,10::31,10::356,1
1011,10::31,10::357,1
1012,10::31,10::2405,1
1013,10::31,10::2407,1
1014,10::31,10::2336,1
1015,10::31,10::3066,1
1016,10::31,10::2193,1
1017,10::31,10::932,1
1018,10::31,10::1394,1
1019,10::31,10::938,1
1020,10::31,10::1101,1
1021,10::31,10::1030,1
1022,10::31,10::2770,1
1023,10::31,10::1031,0
1024,10::31,10::1104,1
1025,10::31,10::1032,1
1026,10::31,10::2918,1
1027,10::31,10::1035,1
1028,10::31,10::435,1
1029,10::31,10::364,1
1030,10::31,10::292,1
1031,10::31,10::367,1
1032,10::31,10::3072,1
1033,10::31,10::368,1
1034,10::31,10::48,1
1035,10::31,10::1544,1
1036,10::31,10::1617,1
1037,10::31,10::943,1
1038,10::31,10::3723,1
1039,10::31,10::1042,1
1040,10::31,10::2858,1
1041,10::31,10::370,1
1042,10::31,10::2423,1
1043,10::31,10::3153,0
1044,10::31,10::2424,1
1045,10::31,10::3155,0
1046,10::31,10::2355,1
1047,10::31,10::3086,1
1048,10::31,10::3087,1
1049,10::31,10::953,1
1050,10::31,10::954,1
1051,10::31,10::3809,1
1052,10::31,10::3591,0
1053,10::31,10::2863,1
1054,10::31,10::1124,1
1055,10::31,10::3593,1
1056,10::31,10::2791,1
1057,10::31,10::1125,1
1058,10::31,10::520,1
1059,10::31,10::3668,1
1060,10::31,10::1127,1
1061,10::31,10::2795,1
1062,10::31,10::1129,1
1063,10::31,10::2797,1
1064,10::31,10::1059,1
1065,10::31,10::2501,1
1066,10::31,10::527,1
1067,10::31,10::2431,0
1068,10::31,10::62,1
1069,10::31,10::1704,1
1070,10::31,10::3309,1
1071,10::31,10::1633,1
1072,10::31,10::2436,1
1073,10::31,10::2291,1
1074,10::31,10::3095,1
1075,10::31,10::2294,1
1076,10::31,10::3097,1
1077,10::31,10::1566,1
1078,10::31,10::1639,1
1079,10::31,10::3099,1
1080,10::31,10::3812,0
1081,10::31,10::2000,1
1082,10::31,10::963,1
1083,10::31,10::2001,1
1084,10::31,10::1200,1
