MovieID,GeneratedTitle,RealTitle,ErrorFlag
229,Dolores Claiborne,Death and the Maiden (1994),1
230,Dolores Claiborne,Dolores Claiborne (1995),0
231,Dolores Claiborne,Dumb & Dumber (Dumb and Dumber) (1994),1
232,Ed,Eat Drink Man Woman (Yin shi nan nu) (1994),1
233,Ed,Exotica (1994),1
234,Apollo 13,Exit to Eden (1994),1
235,Get Shorty,Ed Wood (1994),1
236,The Scarlet Letter,French Kiss (1995),1
237,While You Were Sleeping,Forget Paris (1995),1
238,While You Were Sleeping,Far From Home: The Adventures of Yellow Dog (1995),1
239,While You Were Sleeping,"Goofy Movie, A (1995)",1
240,Billy Madison,Hideaway (1995),1
241,Higher Learning,Fluke (1995),1
242,Money Train,Farinelli: il castrato (1994),1
243,The Quick and the Dead,Gordy (1995),1
246,Apollo 13,Hoop Dreams (1994),1
247,Money Train,Heavenly Creatures (1994),1
248,Higher Learning,Houseguest (1994),1
249,Higher Learning,Immortal Beloved (1994),1
250,In the Name of the Father,Heavyweights (Heavy Weights) (1995),1
251,Higher Learning,"Hunted, The (1995)",1
252,I.Q.,I.Q. (1994),1
253,I Shot Andy Warhol,Interview with the Vampire: The Vampire Chronicles (1994),1
254,In the Name of the Father,Jefferson in Paris (1995),1
255,Just Shoot Me!,"Jerky Boys, The (1995)",1
256,Just Shoot Me!,Junior (1994),1
257,Kiss of Death,Just Cause (1995),1
258,Kiss of Death,"Kid in King Arthur's Court, A (1995)",1
259,Kiss of Death,Kiss of Death (1995),0
260,Kiss of the Dragon,Star Wars: Episode IV - A New Hope (1977),1
261,Kiss of Death,Little Women (1994),1
262,Lost Highway,"Little Princess, A (1995)",1
263,Lost Highway,Ladybird Ladybird (1994),1
265,Mr. Nanny,Like Water for Chocolate (Como agua para chocolate) (1992),1
266,Love Affair,Legends of the Fall (1994),1
267,Leaving Las Vegas,Major Payne (1995),1
269,Money Train,My Crazy Life (Mi vida loca) (1993),1
270,My Family,Love Affair (1994),1
271,Love Is All There Is,Losing Isaiah (1995),1
272,Now and Then,"Madness of King George, The (1994)",1
273,Money Train,Mary Shelley's Frankenstein (Frankenstein) (1994),1
274,Naked in New York,Man of the House (1995),1
275,Now and Then,Mixed Nuts (1994),1
276,Money Train,Milk Money (1994),1
277,Money Train,Miracle on 34th Street (1994),1
278,Money Train,Miami Rhapsody (1995),1
279,Money Train,My Family (1995),1
280,Naked in New York,Murder in the First (1995),1
281,Naked in New York,Nobody's Fool (1994),1
282,North,Nell (1994),1
283,North,New Jersey Drive (1995),1
284,North,New York Cop (NyÃ» YÃ´ku no koppu) (1993),1
285,North,Beyond Bedlam (1993),1
287,Nothing to Lose,Nina Takes a Lover (1994),1
288,North,Natural Born Killers (1994),1
289,Apollo 13,Only You (1994),1
290,Only You,Once Were Warriors (1994),1
291,Pocahontas,Poison Ivy II (1996),1
292,The Rock,Outbreak (1995),1
293,Outbreak,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994),1
294,The Quick and the Dead,"Perez Family, The (1995)",1
295,Pocahontas,"Pyromaniac's Love Story, A (1995)",1
296,Pocahontas,Pulp Fiction (1994),1
298,Pocahontas,Pushing Hands (Tui shou) (1992),1
299,Pulp Fiction,Priest (1994),1
300,Patriot Games,Quiz Show (1994),1
301,Ransom,Picture Bride (Bijo photo) (1994),1
302,Picture Perfect,"Queen Margot (Reine Margot, La) (1994)",1
303,"Pretender, The","Quick and the Dead, The (1995)",1
304,Ransom,Roommates (1995),1
305,Romeo Is Bleeding,Ready to Wear (Pret-A-Porter) (1994),1
306,Red Rock West,Three Colors: Red (Trois couleurs: Rouge) (1994),1
307,Three Wishes,Three Colors: Blue (Trois couleurs: Bleu) (1993),1
308,Three Colors: White (Trois couleurs: Blanc),Three Colors: White (Trzy kolory: Bialy) (1994),1
310,Romeo Is Bleeding,Rent-a-Kid (1995),1
311,Ricochet,Relative Fear (1994),1
312,Ricochet,Stuart Saves His Family (1995),1
313,Striking Distance,"Swan Princess, The (1994)",1
314,Swept Away,"Secret of Roan Inish, The (1994)",1
315,Sense and Sensibility,"Specialist, The (1994)",1
316,Something to Talk About,Stargate (1994),1
317,Straw Dogs,"Santa Clause, The (1994)",1
318,Scent of a Woman,"Shawshank Redemption, The (1994)",1
319,Something to Talk About,Shallow Grave (1994),1
320,Something to Talk About,Suture (1993),1
321,Swept Away,Strawberry and Chocolate (Fresa y chocolate) (1993),1
322,SubUrbia,Swimming with Sharks (1995),1
324,Sneakers,"Sum of Us, The (1994)",1
325,Sneakers,National Lampoon's Senior Trip (1995),1
326,Something to Talk About,To Live (Huozhe) (1994),1
327,Sneakers,Tank Girl (1995),1
328,True Crime,Tales from the Crypt Presents: Demon Knight (1995),1
329,Tales from the Crypt Presents: The Relic,Star Trek: Generations (1994),1
330,Star Trek: First Contact,Tales from the Hood (1995),1
331,Tremors,Tom & Viv (1994),1
332,True Crime,Village of the Damned (1995),1
333,Virtuosity,Tommy Boy (1995),1
334,True Crime,Vanya on 42nd Street (1994),1
335,Virtuosity,Underneath (1995),1
336,Virtuosity,"Walking Dead, The (1995)",1
337,Under Siege 2: Dark Territory,What's Eating Gilbert Grape (1993),1
338,White Fang,Virtuosity (1995),1
339,Virtuosity,While You Were Sleeping (1995),1
340,White Fang,"War, The (1994)",1
341,Waterworld,Double Happiness (1994),1
342,Apollo 13,Muriel's Wedding (1994),1
343,The Portrait of a Lady,"Baby-Sitters Club, The (1995)",1
344,Muriel's Wedding,Ace Ventura: Pet Detective (1994),1
345,Apollo 13,"Adventures of Priscilla, Queen of the Desert, The (1994)",1
346,Apollo 13,Backbeat (1993),1
347,Beverly Hills Ninja,Bitter Moon (1992),1
348,Bram Stoker's Dracula,Bullets Over Broadway (1994),1
349,Crimson Tide,Clear and Present Danger (1994),1
350,Clerks,"Client, The (1994)",1
351,Clerks,"Corrina, Corrina (1994)",1
352,Crimson Tide,Crooklyn (1994),1
353,Crimson Tide,"Crow, The (1994)",1
354,"Cry, the Beloved Country",Cobb (1994),1
355,Crimson Tide,"Flintstones, The (1994)",1
356,Four Weddings and a Funeral,Forrest Gump (1994),1
357,Four Weddings and a Funeral,Four Weddings and a Funeral (1994),0
358,Four Rooms,Higher Learning (1995),1
359,House of Sand and Fog,I Like It Like That (1994),1
360,Interview with the Vampire,I Love Trouble (1994),1
361,Interview with the Vampire,It Could Happen to You (1994),1
362,It's All About Love,"Jungle Book, The (1994)",1
363,Kiss of Death,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1
364,Kiss of Death,"Lion King, The (1994)",1
365,Love Affair,Little Buddha (1993),1
366,Mad Dog Time,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1
367,Now and Then,"Mask, The (1994)",1
368,Maverick,Maverick (1994),1
369,Maverick,Mrs. Parker and the Vicious Circle (1994),1
370,Naked in New York,Naked Gun 33 1/3: The Final Insult (1994),1
371,North,"Paper, The (1994)",1
372,Pulp Fiction,Reality Bites (1994),1
373,Red Rock West,Red Rock West (1992),0
374,Rudy,Richie Rich (1994),1
376,Seven,"River Wild, The (1994)",1
377,Seven,Speed (1994),1
378,Something to Talk About,Speechless (1994),1
379,Stargate,Timecop (1994),1
380,Underneath,True Lies (1994),1
381,Underneath,When a Man Loves a Woman (1994),1
382,While You Were Sleeping,Wolf (1994),1
383,North,Wyatt Earp (1994),1
384,Unknown,Bad Company (1995),1
385,Crimson Tide,"Man of No Importance, A (1994)",1
386,Maverick,S.F.W. (1994),1
387,Underneath,"Low Down Dirty Shame, A (1994)",1
388,Something to Talk About,Boys Life (1995),1
389,Crimson Tide,"Colonel Chabert, Le (1994)",1
390,Crimson Tide,Faster Pussycat! Kill! Kill! (1965),1
391,Get Shorty,Jason's Lyric (1994),1
393,Crimson Tide,Street Fighter (1994),1
406,The People vs. Larry Flynt,Federal Hill (1994),1
407,The Client,In the Mouth of Madness (1995),1
408,The Usual Suspects,8 Seconds (1994),1
409,The Quick and the Dead,Above the Rim (1994),1
410,The Quick and the Dead,Addams Family Values (1993),1
412,The Quick and the Dead,"Age of Innocence, The (1993)",1
413,Air Force One,Airheads (1994),1
414,Aladdin,"Air Up There, The (1994)",1
415,Aladdin,Another Stakeout (1993),1
416,Arachnophobia,Bad Girls (1994),1
417,Bad Boys,Barcelona (1994),1
418,Beverly Hills Cop II,Being Human (1993),1
419,Beloved,"Beverly Hillbillies, The (1993)",1
420,"Big Lebowski, The",Beverly Hills Cop III (1994),1
421,"Big Lebowski, The",Black Beauty (1994),1
422,"Black Crow, The",Blink (1994),1
423,Blood and Wine,Blown Away (1994),1
424,Blue Chips,Blue Chips (1994),0
425,Blue Juice,Blue Sky (1994),1
426,"Blues Brothers, The",Body Snatchers (1993),1
427,Boys on the Side,Boxing Helena (1993),1
428,Brass Eye,"Bronx Tale, A (1993)",1
429,Bullets Over Broadway,Cabin Boy (1994),1
430,Candyman,Calendar Girl (1993),1
431,Candyman,Carlito's Way (1993),1
432,Casper,City Slickers II: The Legend of Curly's Gold (1994),1
433,Cliffhanger,Clean Slate (1994),1
434,Clerks,Cliffhanger (1993),1
435,Clerks,Coneheads (1993),1
436,Con Air,Color of Night (1994),1
437,Con Air,Cops and Robbersons (1994),1
438,Coping,"Cowboy Way, The (1994)",1
440,Crimson Tide,Dave (1993),1
441,Dave Chappelle's Block Party,Dazed and Confused (1993),1
442,Dead Again,Demolition Man (1993),1
444,Dennis the Menace,Even Cowgirls Get the Blues (1993),1
445,Evil Angel,Fatal Instinct (1993),1
446,Falling Down,Farewell My Concubine (Ba wang bie ji) (1993),1
448,Falling Down,Fearless (1993),1
449,Flesh + Blood,Fear of a Black Hat (1994),1
450,Flesh + Bone,With Honors (1994),1
451,Four Rooms,Flesh and Bone (1993),1
452,"Flintstones, The",Widows' Peak (1994),1
453,Flubber,For Love or Money (1993),1
454,Four Rooms,"Firm, The (1993)",1
455,"Flintstones, The",Free Willy (1993),1
456,Falling Down,Fresh (1994),1
457,French Kiss,"Fugitive, The (1993)",1
458,Falling Down,Geronimo: An American Legend (1993),1
459,The Shawshank Redemption,"Getaway, The (1994)",1
460,Under Siege 2: Dark Territory,Getting Even with Dad (1994),1
461,Getting In,Go Fish (1994),1
464,Four Weddings and a Funeral,Hard Target (1993),1
466,Hard to Kill,Hot Shots! Part Deux (1993),1
467,House Arrest,Live Nude Girls (1995),1
468,Mr. Saturday Night,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1
469,Now and Then,"House of the Spirits, The (1993)",1
470,"House of the Spirits, The",House Party 3 (1994),1
471,"House of the Spirits, The","Hudsucker Proxy, The (1994)",1
472,"House of the Spirits, The",I'll Do Anything (1994),1
473,I.Q.,In the Army Now (1994),1
474,"Indian Runner, The",In the Line of Fire (1993),1
475,"Indian Runner's Daughter, The",In the Name of the Father (1993),1
476,"Indian Runner, The","Inkwell, The (1994)",1
477,"Indian Runner, The",What's Love Got to Do with It? (1993),1
478,I.Q.,Jimmy Hollywood (1994),1
479,Last Action Hero,Judgment Night (1993),1
480,Kiss of Death,Jurassic Park (1993),1
481,Kiss of Death,Kalifornia (1993),1
482,Kiss of Death,Killing Zoe (1994),1
484,Last Action Hero,Lassie (1994),1
485,Last Action Hero,Last Action Hero (1993),0
486,Last Man Standing,Life with Mikey (1993),1
487,Little Big Man,Lightning Jack (1994),1
488,Little Big Man,M. Butterfly (1993),1
489,Made in America,Made in America (1993),0
490,Malice,Malice (1993),1
491,Man on the Moon,"Man Without a Face, The (1993)",1
492,Man on the Moon,Manhattan Murder Mystery (1993),1
493,"Manchurian Candidate, The",Menace II Society (1993),1
494,Mr. Saturday Night,Executive Decision (1996),1
495,Mr. Jones,In the Realm of the Senses (Ai no corrida) (1976),1
496,In the Line of Fire,What Happened Was... (1994),1
497,Nothing to Lose,Much Ado About Nothing (1993),1
499,Nothing to Lose,Mr. Wonderful (1993),1
500,Mr. Jones,Mrs. Doubtfire (1993),1
501,My Girl,Naked (1993),1
502,Naked in New York,"Next Karate Kid, The (1994)",1
504,North,No Escape (1994),1
505,North,North (1994),1
506,North,Orlando (1992),1
507,Patriot Games,"Perfect World, A (1993)",1
508,Pulp Fiction,Philadelphia (1993),1
509,Pulp Fiction,"Piano, The (1993)",1
510,Pulp Fiction,Poetic Justice (1993),1
511,Pulp Fiction,"Program, The (1993)",1
512,Rising Sun,"Puppet Masters, The (1994)",1
513,Quick Change,Radioland Murders (1994),1
514,Ransom,"Ref, The (1994)",1
516,The Shawshank Redemption,Renaissance Man (1994),1
517,Mixed Nuts,Rising Sun (1993),1
518,True Lies,"Road to Wellville, The (1994)",1
519,Ed,RoboCop 3 (1993),1
520,"Soft Lights, Hard Hearts",Robin Hood: Men in Tights (1993),1
521,The Firm,Romeo Is Bleeding (1993),1
522,Sneakers,Romper Stomper (1992),1
523,Rope,Ruby in Paradise (1993),1
524,Scent of a Woman,Rudy (1993),1
526,Scent of a Woman,"Savage Nights (Nuits fauves, Les) (1992)",1
527,Scent of a Woman,Schindler's List (1993),1
528,Schindler's List,"Scout, The (1994)",1
529,Search and Destroy,Searching for Bobby Fischer (1993),1
531,Short Cuts,"Secret Garden, The (1993)",1
532,Sense and Sensibility,Serial Mom (1994),1
533,Seven,"Shadow, The (1994)",1
534,Shanghai Surprise,Shadowlands (1993),1
535,Shanghai Surprise,Short Cuts (1993),1
536,Six Degrees of Separation,"Simple Twist of Fate, A (1994)",1
537,Six Degrees of Separation,Sirens (1994),1
538,Six Degrees of Separation,Six Degrees of Separation (1993),0
539,"Sixth Happiness, The",Sleepless in Seattle (1993),1
540,Slow Burn,Sliver (1993),1
541,Sleeping with the Enemy,Blade Runner (1982),1
542,Sliver,Son in Law (1993),1
543,Something to Talk About,So I Married an Axe Murderer (1993),1
544,Something to Talk About,Striking Distance (1993),1
546,SubUrbia,Super Mario Bros. (1993),1
547,Superman IV: The Quest for Peace,Surviving the Game (1994),1
548,Swept Away,Terminal Velocity (1994),1
549,"To Wong Foo, Thanks for Everything! Julie Newmar",Thirty-Two Short Films About Glenn Gould (1993),1
550,This Boy's Life,Threesome (1994),1
551,This Boy's Life,"Nightmare Before Christmas, The (1993)",1
552,To Die For,"Three Musketeers, The (1993)",1
553,Three Wishes,Tombstone (1993),1
555,True Romance,True Romance (1993),0
556,Under Siege 2: Dark Territory,"War Room, The (1993)",1
558,Under Siege 2: Dark Territory,"Pagemaster, The (1994)",1
562,Under Siege 2: Dark Territory,Welcome to the Dollhouse (1995),1
563,White Men Can't Jump,Germinal (1993),1
564,Under Siege 2: Dark Territory,Chasers (1994),1
567,Clerks,Kika (1993),1
568,Casper,Bhaji on the Beach (1993),1
569,Clerks,Little Big League (1994),1
573,Casper,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",1
574,Clerks,Spanking the Monkey (1994),1
575,Clerks,"Little Rascals, The (1994)",1
577,Clerks,Andre (1994),1
579,Clerks,"Escort, The (Scorta, La) (1993)",1
580,The Client,Princess Caraboo (1994),1
581,The Crow: City of Angels,"Celluloid Closet, The (1995)",1
583,Maverick,Dear Diary (Caro Diario) (1994),1
585,Clerks,"Brady Bunch Movie, The (1995)",1
586,Fl Groundhog Day,Home Alone (1990),1
587,Home Alone 2: Lost in New York,Ghost (1990),1
588,Awakenings,Aladdin (1992),1
589,A League of Their Own,Terminator 2: Judgment Day (1991),1
590,Hudson Hawk,Dances with Wolves (1990),1
592,Awakenings,Batman (1989),1
593,Driving Miss Daisy,"Silence of the Lambs, The (1991)",1
594,Hook,Snow White and the Seven Dwarfs (1937),1
595,Batman Returns,Beauty and the Beast (1991),1
596,Beauty and the Beast,Pinocchio (1940),1
597,Beauty and the Beast,Pretty Woman (1990),1
599,Ghost,"Wild Bunch, The (1969)",1
602,Bugsy,"Great Day in Harlem, A (1994)",1
605,Cape Fear,One Fine Day (1996),1
606,The English Patient,Candyman: Farewell to the Flesh (1995),1
608,Crimson Tide,Fargo (1996),1
609,The People Under the Stairs,Homeward Bound II: Lost in San Francisco (1996),1
610,The Rock,Heavy Metal (1981),1
611,Honeymoon in Vegas,Hellraiser: Bloodline (1996),1
612,Jumanji,"Pallbearer, The (1996)",1
613,The Rock,Jane Eyre (1996),1
615,The Rock,Bread and Chocolate (Pane e cioccolata) (1973),1
616,The Craft,"Aristocats, The (1970)",1
617,Bram Stoker's Dracula,"Flower of My Secret, The (La flor de mi secreto) (1995)",1
618,The English Patient,Two Much (1995),1
619,The English Patient,Ed (1996),1
626,The English Patient,"Thin Line Between Love and Hate, A (1996)",1
627,The Rock,"Last Supper, The (1995)",1
628,The Craft,Primal Fear (1996),1
631,The Rock,All Dogs Go to Heaven 2 (1996),1
632,The Rock,Land and Freedom (Tierra y libertad) (1995),1
633,The Craft,Denise Calls Up (1995),1
634,The Associate,Theodore Rex (1995),1
635,The Associate,"Family Thing, A (1996)",1
636,The Associate,Frisk (1995),1
637,The Associate,Sgt. Bilko (1996),1
638,The Associate,Jack and Sarah (1995),1
639,The Associate,Girl 6 (1996),1
640,The Associate,Diabolique (1996),1
645,The Associate,Nelly & Monsieur Arnaud (1995),1
647,The Associate,Courage Under Fire (1996),1
648,The Associate,Mission: Impossible (1996),1
649,The Rock,Cold Fever (Ã kÃ¶ldum klaka) (1995),1
650,The Associate,Moll Flanders (1996),1
653,The Associate,Dragonheart (1996),1
661,A Bronx Tale,James and the Giant Peach (1996),1
662,A Civil Action,Fear (1996),1
663,The Associate,Kids in the Hall: Brain Candy (1996),1
665,The Associate,Underground (1995),1
667,The Associate,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),1
668,The Associate,Song of the Little Road (Pather Panchali) (1955),1
670,The Associate,"World of Apu, The (Apur Sansar) (1959)",1
671,Pather Panchali,Mystery Science Theater 3000: The Movie (1996),1
673,The Man with Two Brains,Space Jam (1996),1
674,The English Patient,Barbarella (1968),1
678,The English Patient,Some Folks Call It a Sling Blade (1993),1
679,The People vs. Larry Flynt,"Run of the Country, The (1995)",1
680,The Associate,"Alphaville (Alphaville, une Ã©trange aventure de Lemmy Caution) (1965)",1
685,The English Patient,It's My Party (1996),1
688,The People vs. Larry Flynt,Operation Dumbo Drop (1995),1
691,The Associate,Mrs. Winterbourne (1996),1
692,The Associate,Solo (1996),1
694,The People vs. Larry Flynt,"Substitute, The (1996)",1
695,The Associate,True Crime (1996),1
697,The Associate,Feeling Minnesota (1996),1
698,The Associate,Delta of Venus (1995),1
700,The Associate,Angus (1995),1
703,The Associate,Boys (1996),1
704,The Associate,"Quest, The (1996)",1
706,The Associate,Sunset Park (1996),1
707,The Associate,Mulholland Falls (1996),1
