UserID,RealUser,GeneratedUser,ErrorFlag
131,131::M::35::17::89127,131::M::18::4::06520,1
132,132::M::25::17::89128,132::M::25::17::99709,0
133,133::M::56::7::89122,133::F::25::0::55071,1
134,134::M::56::7::89122,134::M::25::0::66212,1
135,135::M::25::0::89123,135::M::18::4::20006,1
136,136::M::25::0::89128,136::M::18::2::21202,1
137,137::M::25::17::89116,137::F::45::6::78758,1
138,138::M::56::5::89122,138::M::18::20::22203,1
139,139::M::18::4::20006,139::F::25::20::45409,1
140,140::M::56::20::89123,140::F::35::1::55107,1
141,141::M::18::1::89122,141::M::35::13::62035,1
142,142::M::18::13::89122,142::M::25::7::10011,1
143,143::M::18::4::89123,143::M::18::3::64043,1
144,144::M::25::3::89123,144::M::25::17::29401,1
145,145::M::35::17::89123,145::M::18::4::19081,1
146,146::M::25::17::89116,146::F::35::20::10954,1
147,147::M::25::7::89122,147::M::18::4::91360,1
148,148::M::25::7::89122,148::M::50::17::57747,1
149,149::M::25::17::89122,149::M::25::1::29205,1
150,150::M::18::4::89123,150::M::35::7::98144,1
151,151::F::25::22::10021,151::F::25::20::85013,1
152,152::F::25::20::85013,152::M::18::4::48104,1
153,153::F::25::15::10021,153::M::1::10::51537,1
154,154::F::25::15::10021,154::M::50::20::94530,1
155,155::M::1::15::10001,155::M::35::12::07470,1
156,156::F::25::15::10021,156::F::45::7::14519,1
157,157::M::35::15::10021,157::M::35::16::12866,0
158,158::M::35::14::10021,158::M::56::7::28754,1
159,159::M::35::14::10021,159::F::45::0::37922,1
160,160::M::35::14::10021,160::M::35::7::13021,0
161,161::M::35::7::10017,161::M::45::16::98107-2117,1
162,162::M::35::16::10021,162::F::18::4::93117,1
163,163::M::35::16::10001,163::M::18::4::85013,1
164,164::M::35::17::10021,164::F::56::13::94566,1
165,165::M::35::16::10001,165::M::18::16::98502,0
166,166::M::35::16::10017,166::M::18::4::92802,1
167,167::M::18::4::94538,167::F::25::11::10022,1
168,168::M::35::16::10021,168::F::50::0::46970,1
169,169::M::18::4::10001,169::M::25::7::55439,1
170,170::M::35::16::11235,170::M::25::11::07002,1
171,171::M::25::7::10001,171::F::50::17::55441,1
172,172::M::25::7::10001,172::M::25::3::07661,1
173,173::M::25::7::10021,173::M::25::0::45237,1
174,174::M::25::0::45237,174::M::25::16::21203,1
175,175::M::25::16::21201,175::F::25::2::95123,1
176,176::M::25::16::10001,176::F::18::3::55016,1
177,177::M::25::16::10001,177::M::50::1::54016,1
178,178::M::25::0::10001,178::M::56::17::53705,1
179,179::M::25::16::10001,179::M::25::0::02135,1
180,180::M::25::0::02135,180::M::45::12::01603,1
181,181::M::25::0::02129,181::M::18::17::33186,1
182,182::M::25::0::10001,182::M::18::4::03052,1
183,183::M::25::0::10001,183::F::45::1::55407,1
184,184::M::25::0::10001,184::F::25::0::19001,1
185,185::M::25::0::10001,185::M::45::0::14468,0
186,186::M::25::0::10001,186::M::18::5::91767,1
187,187::M::25::0::10001,187::F::45::1::94061,1
188,188::M::25::0::10001,188::M::56::16::79930,1
189,189::M::25::0::10001,189::M::18::0::60076,0
190,190::M::25::0::10001,190::M::25::17::55125,1
191,191::M::18::4::89123,191::M::18::4::04915,0
192,192::M::25::0::10001,192::M::18::1::10977,0
193,193::M::25::0::10001,193::F::45::15::44106,1
194,194::M::56::0::10001,194::F::1::10::29146,1
195,195::M::56::0::10001,195::M::25::12::10458,1
196,196::M::18::4::10001,196::F::35::9::94587,1
197,197::M::18::4::10001,197::M::18::14::10023,0
198,198::M::25::0::10001,198::M::25::12::55108,1
199,199::M::18::4::10017,199::M::18::4::83706,0
200,200::M::18::4::10021,200::F::18::4::84321,1
205,205::F::23::15::10021,205::M::35::12::97333,1
206,206::F::23::15::10001,206::M::25::17::20194,1
207,207::F::23::15::10001,207::M::25::12::94115,1
208,208::F::23::15::10021,208::M::35::17::55432,1
209,209::M::25::14::10021,209::M::35::1::90048,1
210,210::F::23::15::89112,210::F::1::10::25801,1
211,211::M::18::1::10001,211::M::45::17::90620,1
212,212::M::35::1::94538,212::M::25::16::53714,1
213,213::M::25::16::53714,213::F::18::4::01609,1
214,214::M::25::17::10021,214::M::18::20::80218,1
215,215::M::25::1::10001,215::M::35::14::92075,1
216,216::M::25::1::10001,216::M::45::13::52761,1
217,217::M::18::1::10001,217::M::18::4::22903,0
218,218::M::18::1::10001,218::M::35::14::95822,1
219,219::M::18::1::89123,219::F::25::4::55113,1
220,220::M::18::1::89123,220::M::25::12::22903,1
221,221::M::18::1::10001,221::F::25::0::94063,1
222,222::M::18::1::10001,222::M::25::1::55116,0
223,223::M::18::1::55110,223::M::25::17::28262,1
224,224::M::18::1::89123,224::F::18::4::14850,1
225,225::M::18::1::10001,225::M::25::7::11215,1
226,226::M::18::4::10001,226::M::35::1::94518,1
227,227::M::18::4::10001,227::M::35::20::90291,1
228,228::M::18::4::10001,228::M::25::15::55455,1
229,229::M::18::4::10001,229::M::18::10::04576,0
230,230::M::25::17::89123,230::M::45::1::43210,1
231,231::M::18::4::89123,231::M::25::3::55455,1
232,232::M::18::4::89123,232::M::25::20::55408,1
233,233::M::18::1::89123,233::F::45::20::37919-4204,1
234,234::M::18::1::89123,234::M::35::7::39652,1
235,235::M::25::1::94518,235::M::25::0::98153,0
236,236::M::18::1::89123,236::M::25::5::55126,1
237,237::M::25::1::89123,237::M::25::6::46835,1
238,238::M::25::1::89123,238::F::50::7::90291,1
239,239::M::25::1::89123,239::M::18::19::94618,1
240,240::M::25::1::89123,240::M::50::17::55113,1
241,241::M::25::1::89123,241::M::35::20::55121,1
242,242::M::25::1::55113,242::F::18::4::53706,1
243,243::M::25::1::55113,243::M::25::16::11576,0
244,244::M::25::1::55113,244::M::50::7::19072,1
245,245::M::25::1::55113,245::M::35::16::66046,1
246,246::M::25::1::55113,246::F::18::4::60625,1
247,247::M::25::20::89122,247::M::25::17::94404,1
248,248::M::35::20::89123,248::M::18::17::72703,1
249,249::M::25::20::89123,249::F::18::14::48126,1
250,250::M::25::20::89123,250::M::35::16::11229,1
251,251::F::35::15::94043,251::M::56::17::55105,1
253,253::F::23::15::10021,253::F::25::11::97370,1
254,254::F::23::7::89123,254::M::35::17::49015,1
255,255::F::23::0::89123,255::M::35::0::85310,1
256,256::M::35::0::94043,256::M::45::16::55076,1
257,257::M::35::0::94538,257::M::18::18::55113,1
258,258::M::35::0::55110,258::M::25::7::55436,0
259,259::M::25::0::55110,259::M::25::1::60615,1
260,260::M::25::0::55110,260::M::18::19::98126,1
261,261::M::25::0::89123,261::M::25::20::75801,1
262,262::M::25::0::89123,262::F::25::1::68503,1
263,263::M::25::0::89123,263::F::25::7::22304,1
264,264::M::25::0::89123,264::M::35::0::20755,0
265,265::M::25::1::89123,265::F::35::7::55116,1
266,266::M::25::1::89123,266::M::35::11::75229,1
267,267::M::25::0::89128,267::M::45::12::55001,1
268,268::M::25::0::89123,268::F::18::12::29708,1
269,269::M::25::13::89123,269::M::25::2::55408,1
270,270::M::25::0::89123,270::M::50::14::55414,1
271,271::M::25::15::89101,271::M::18::4::48202,1
272,272::M::25::0::89123,272::M::18::0::80302,0
273,273::M::25::15::89112,273::M::18::4::55427,1
274,274::M::25::0::55110,274::M::18::4::55455,0
275,275::M::18::4::55427,275::M::25::0::48162,1
276,276::M::25::0::48162,276::M::45::16::01982,1
277,277::M::25::0::02138,277::F::35::1::98126,1
278,278::M::25::0::55117,278::M::45::18::60482,1
279,279::M::25::0::89123,279::M::25::14::91214,1
280,280::M::25::0::89127,280::M::50::7::19118,1
281,281::M::25::0::89127,281::F::35::0::94117,1
282,282::M::25::0::89123,282::M::25::17::94401,1
283,283::M::25::0::89101,283::M::25::0::10003,0
284,284::M::25::0::10001,284::M::25::12::91910,1
285,285::M::25::0::89101,285::F::35::0::94109,1
286,286::M::25::0::10021,286::M::25::1::54601,1
287,287::M::25::0::89101,287::M::50::13::94706,1
288,288::M::25::0::89101,288::F::25::12::97119,1
289,289::M::25::0::89123,289::F::25::0::11801,1
290,290::M::25::0::89101,290::F::25::20::94591,1
291,291::M::25::0::89101,291::M::35::12::55110,1
292,292::M::25::0::89101,292::M::35::7::19406,1
293,293::M::25::0::89101,293::M::56::1::55337-4056,1
294,294::M::25::0::89101,294::F::45::9::43147,1
295,295::M::25::0::89101,295::M::18::0::80203,0
296,296::M::25::0::89131,296::M::50::5::89432,1
297,297::M::25::0::89119,297::M::18::2::97211,1
298,298::M::25::0::89101,298::F::18::4::19010,1
299,299::M::25::0::89127,299::M::25::12::97370,1
300,300::M::25::0::89101,300::M::25::7::78664,1
301,301::F::23::0::10021,301::M::18::4::61820,1
302,302::F::23::0::10021,302::M::18::4::04901,1
303,303::F::35::0::10001,303::M::25::7::20006,1
304,304::F::35::9::10001,304::M::25::0::55414,1
305,305::M::25::0::10001,305::F::18::0::55414,1
306,306::M::25::0::10001,306::M::18::0::53051,0
307,307::M::25::0::10001,307::M::50::16::90027,1
308,308::M::25::0::10001,308::M::25::2::10025,0
309,309::M::25::0::10021,309::M::25::4::16801,0
310,310::M::25::0::10021,310::F::18::4::31207,1
311,311::M::25::0::10001,311::M::18::4::31201,1
312,312::M::25::0::10021,312::F::50::2::22207,1
313,313::M::25::0::10001,313::F::18::4::02138,1
314,314::M::18::0::10001,314::F::56::9::46911,1
315,315::M::18::0::10001,315::F::56::1::55105,1
316,316::F::56::1::55105,316::M::56::13::90740,1
317,317::M::56::0::10001,317::M::35::7::38555,1
318,318::M::35::0::20011,318::F::56::13::55104,1
319,319::M::56::13::55104,319::F::50::6::33436,1
320,320::F::50::6::10001,320::M::35::6::99516,1
321,321::F::50::6::10001,321::M::18::4::55128,1
322,322::M::18::4::55128,322::M::56::17::55117,1
323,323::M::35::6::55117,323::M::45::12::53716,1
324,324::M::35::11::55117,324::M::35::17::55106,0
325,325::M::35::17::55104,325::F::50::3::55112,1
326,326::M::35::17::55104,326::M::50::11::25302,1
327,327::M::35::9::55104,327::M::35::18::55448,0
328,328::M::50::14::55104,328::M::35::12::80401,1
329,329::M::35::11::55110,329::M::35::7::02115,1
330,330::M::35::4::55104,330::M::56::7::92065,1
331,331::M::35::14::55104,331::M::25::7::55902,0
332,332::M::35::7::55104,332::M::50::1::55109,1
333,333::M::56::14::55110,333::M::35::2::55410,1
334,334::M::50::14::55113,334::F::56::2::55113,1
335,335::M::35::14::55104,335::M::35::18::55434,0
336,336::M::35::7::55104,336::M::18::0::98765,1
337,337::M::56::14::55104,337::M::18::19::80205,1
338,338::M::18::0::55104,338::M::35::7::55116,1
339,339::M::35::7::55110,339::M::50::7::80207,0
340,340::M::35::7::55402,340::F::25::3::28001,1
341,341::M::18::0::55104,341::F::56::13::92119,1
342,342::M::18::4::55104,342::M::18::12::55076,0
343,343::M::35::7::55104,343::F::35::3::55127,1
344,344::M::18::0::55104,344::M::35::14::75034,1
345,345::M::18::0::55104,345::M::25::12::94114,1
346,346::M::18::0::55104,346::F::25::0::55110,1
347,347::M::18::0::55104,347::F::56::1::55305,1
348,348::M::18::0::55104,348::M::50::7::55110,1
349,349::M::18::0::55104,349::M::1::10::08035,1
350,350::F::56::1::55104,350::M::45::20::08035,1
351,351::F::23::15::94043,351::M::18::4::55105,1
352,352::F::23::8::10021,352::M::18::4::60115,1
353,353::F::18::7::10021,353::F::35::7::92625,0
354,354::M::18::4::55105,354::M::35::1::55117,0
355,355::M::18::1::55117,355::M::18::3::55107,0
356,356::M::18::3::55107,356::M::56::20::55101,1
357,357::M::18::4::55105,357::M::18::0::98103,1
358,358::M::18::0::98103,358::F::56::1::20815,1
359,359::M::18::0::10021,359::M::25::17::55128,1
360,360::M::18::0::55104,360::M::35::17::28208,1
361,361::M::18::0::89123,361::F::25::14::94115,1
362,362::M::18::14::94105,362::M::35::20::55407,1
363,363::M::18::0::89123,363::M::18::10::55419,1
364,364::M::18::0::55110,364::F::35::1::46815,1
365,365::M::18::0::89123,365::F::18::4::02138,1
366,366::M::35::7::89128,366::M::50::15::55126,1
367,367::M::18::0::89127,367::M::50::12::55421,1
368,368::M::18::0::89127,368::M::25::0::90293,0
369,369::M::18::0::89127,369::M::35::1::55110,1
370,370::M::18::0::89131,370::M::18::17::22304,1
371,371::M::18::0::89122,371::M::18::4::02141,1
372,372::M::18::4::02141,372::F::18::4::72227,1
373,373::M::18::4::55111,373::F::25::2::55347,1
374,374::M::50::1::55402,374::F::35::14::55346,1
375,375::M::18::4::55104,375::M::25::2::55106,0
376,376::M::18::0::89127,376::M::35::1::80026,1
377,377::M::18::0::89131,377::M::25::17::55418,1
378,378::M::18::4::55104,378::F::18::0::55105,1
379,379::M::50::1::55402,379::F::35::1::54822,1
380,380::M::18::4::55103,380::M::25::2::92024,1
381,381::M::18::4::55103,381::M::35::17::89015,1
382,382::F::18::4::55111,382::F::35::20::66205,1
383,383::M::18::4::55103,383::F::25::7::78757,1
384,384::M::18::4::55103,384::M::25::11::55075,0
385,385::M::18::0::89127,385::M::25::6::68131,1
386,386::M::18::0::89122,386::M::25::0::55408,0
387,387::M::25::17::55124,387::F::35::7::55111,1
388,388::M::18::0::55112,388::F::25::0::10021,1
389,389::M::35::1::55402,389::M::25::6::68128,1
390,390::M::25::0::89127,390::M::25::4::55405,0
391,391::M::25::0::55419,391::M::45::11::22122,1
392,392::M::25::0::89122,392::M::18::7::20037,1
393,393::M::25::17::55416,393::M::35::17::55402,0
394,394::M::25::0::89127,394::M::18::0::55013,0
395,395::M::25::17::55403,395::M::18::5::55104,0
396,396::M::25::17::55416,396::M::25::1::56187,0
397,397::M::18::0::55103,397::M::35::17::22124,1
398,398::M::18::0::55103,398::M::25::17::55454,0
399,399::M::18::0::55103,399::F::35::6::55128,1
400,400::M::18::0::55103,400::F::18::3::55422,1
404,404::F::23::15::55101,404::M::18::4::10128,1
406,406::F::23::7::10021,406::M::25::20::55105,1
407,407::F::35::15::10021,407::M::18::17::89503,1
408,408::F::35::15::10021,408::M::25::11::02143,1
409,409::M::25::14::89123,409::M::18::12::55122,1
410,410::F::35::15::10021,410::F::25::1::55417,1
411,411::M::25::17::55454,411::F::45::1::43214,1
412,412::M::35::1::55421,412::M::35::15::55117,0
413,413::M::35::14::55401,413::M::25::11::55409,0
414,414::M::25::1::55402,414::M::25::0::55317,0
415,415::M::25::1::55101,415::F::35::0::55406,1
416,416::M::25::0::55401,416::M::45::14::55076,1
417,417::M::25::1::55101,417::F::25::0::50613,1
418,418::M::25::14::55110,418::F::25::3::54016,1
419,419::M::25::0::55101,419::M::18::3::55422,0
420,420::M::25::0::55124,420::M::35::1::55406,0
421,421::M::25::1::55419,421::F::45::3::55125,1
422,422::M::25::1::55401,422::M::56::17::55104,1
423,423::M::35::1::55419,423::M::18::4::55455,0
424,424::M::35::1::55419,424::M::25::17::55112,0
425,425::M::35::1::55401,425::M::25::12::55303,0
426,426::M::35::0::55401,426::M::18::4::55455,1
427,427::M::25::17::55112,427::M::35::12::55104,0
428,428::M::25::17::55112,428::F::18::4::55455,1
429,429::M::25::17::55112,429::M::18::0::54901,1
430,430::M::25::0::55101,430::F::18::10::55306,1
431,431::M::25::0::55401,431::M::18::10::55303,0
432,432::M::25::10::55401,432::M::45::16::55306,1
433,433::M::25::16::55401,433::M::50::6::55115,1
434,434::M::35::16::55104,434::F::45::3::98155,1
435,435::M::25::0::55401,435::M::25::7::55125,0
436,436::M::25::0::55401,436::M::18::4::43023,1
437,437::M::25::0::55401,437::M::35::17::55030,0
438,438::M::25::0::55401,438::M::18::11::53705,1
439,439::M::25::0::55401,439::M::35::14::55129,0
440,440::M::25::0::55401,440::M::56::1::32940,1
441,441::M::18::0::55101,441::M::35::1::55127,1
442,442::M::18::1::55104,442::M::25::1::55105,0
443,443::M::18::1::55104,443::M::25::3::55421,0
444,444::M::35::1::55401,444::M::56::0::55108,1
445,445::M::35::1::55104,445::M::45::12::55117,0
446,446::M::18::0::55104,446::F::50::0::55042,1
447,447::M::25::0::55401,447::F::45::11::55105,1
448,448::M::25::0::55401,448::M::25::17::80123,1
449,449::M::18::0::55101,449::M::25::7::85037,1
450,450::M::35::1::55113,450::M::45::1::24523,0
451,451::F::35::15::94043,451::M::56::13::54720,1
453,453::F::23::7::55110,453::M::18::4::55102,1
454,454::F::23::8::55101,454::M::25::20::55092,1
455,455::F::23::15::55110,455::F::35::2::55113,1
456,456::M::32::14::55104,456::M::35::0::55105,0
457,457::M::35::0::55105,457::M::18::4::54703,1
458,458::M::35::1::55104,458::M::50::16::55405-2546,1
459,459::M::35::1::55111,459::F::18::4::55105,1
460,460::M::35::0::55105,460::M::45::18::55313,0
461,461::M::35::0::55105,461::M::50::7::55075,1
462,462::M::35::0::55104,462::M::18::16::55416,1
463,463::M::35::0::55111,463::M::25::7::55105,0
464,464::M::35::0::55105,464::F::18::4::55455,1
465,465::M::35::0::55111,465::M::18::19::94523,1
466,466::M::35::0::55105,466::M::25::5::55405,0
467,467::M::35::14::55111,467::F::35::3::55075,1
468,468::M::50::1::55111,468::F::1::10::55082,1
469,469::M::35::14::55110,469::M::35::6::55122,0
470,470::M::35::0::55105,470::F::1::10::55068,1
471,471::M::35::6::55110,471::M::35::7::08904,1
472,472::M::35::7::55111,472::M::35::0::55418,0
473,473::M::35::0::55110,473::F::18::4::55112,1
474,474::M::35::0::55110,474::M::25::17::92126,1
475,475::M::35::0::55416,475::F::25::2::55421,1
476,476::M::35::0::55402,476::M::35::0::55127,0
477,477::M::35::0::55127,477::M::35::14::55410,0
478,478::M::35::0::55110,478::M::50::16::55113,1
479,479::M::35::0::55105,479::M::25::12::55042,0
480,480::M::35::0::55402,480::F::18::4::55422,1
481,481::M::35::0::55110,481::M::45::7::55115,0
482,482::M::35::0::55416,482::M::25::14::55305,0
483,483::M::35::0::55101,483::M::18::12::55105,1
484,484::M::35::0::55416,484::F::1::10::55104,1
485,485::M::35::0::55416,485::M::56::7::55042,1
486,486::M::35::0::55419,486::M::56::0::91367,1
487,487::M::35::0::55419,487::F::35::17::55082,1
488,488::M::35::0::55421,488::M::25::12::55107,0
489,489::M::35::0::55419,489::M::18::4::55455,1
490,490::M::35::0::55111,490::M::1::10::55345,1
491,491::M::35::0::55419,491::M::18::4::56043,1
492,492::M::35::0::55421,492::M::25::12::55112,0
493,493::M::35::0::55416,493::M::50::7::55016,1
494,494::M::56::0::55421,494::F::35::0::17870,1
495,495::M::56::0::55421,495::M::18::10::55421,1
496,496::M::56::7::55111,496::M::18::4::55455,1
497,497::M::35::0::55113,497::F::25::17::55412,1
498,498::M::35::0::55113,498::M::35::17::55113,0
499,499::M::18::4::55105,499::F::25::1::55108,1
500,500::M::35::0::55110,500::F::18::2::55105,1
502,502::F::30::15::55110,502::M::35::6::55126,1
503,503::F::22::7::55127,503::M::35::11::73120,1
504,504::F::18::15::55101,504::M::25::2::17003,1
505,505::F::25::2::17003,505::M::35::17::37815,1
506,506::F::25::7::10021,506::M::25::16::55103-1006,1
507,507::M::35::17::55112,507::F::25::0::55405,1
508,508::M::25::0::55117,508::M::25::12::55418,0
509,509::M::25::12::55117,509::M::25::2::55125,0
510,510::M::25::12::55113,510::M::18::12::55109,0
511,511::M::25::12::55110,511::F::45::4::15232,1
512,512::M::25::12::55110,512::M::35::0::55379,0
513,513::M::25::12::55110,513::M::25::0::55119,0
514,514::M::25::0::55110,514::M::25::2::55113,0
515,515::M::25::0::55104,515::M::25::1::55406,0
516,516::M::25::0::55110,516::F::56::14::55033,1
517,517::M::25::0::55104,517::F::25::14::55408,1
518,518::M::25::0::55104,518::F::35::12::75240,1
519,519::M::25::0::55110,519::F::35::14::55038,1
520,520::M::25::0::55104,520::F::35::20::55104,1
521,521::F::35::14::55104,521::M::56::7::55105,1
522,522::M::25::0::55110,522::M::25::12::55124,0
523,523::M::25::12::55124,523::M::50::7::55105,1
524,524::M::25::12::55124,524::M::18::0::91320,1
525,525::M::25::12::55124,525::M::35::6::19027,1
526,526::M::25::12::55113,526::M::45::17::94806,1
527,527::M::25::12::55110,527::F::25::2::11201,1
528,528::M::25::12::55113,528::F::18::17::83843,1
529,529::F::25::0::55103,529::M::35::12::92009,1
530,530::M::25::0::55110,530::M::25::2::10019,1
531,531::M::25::12::55124,531::F::18::14::22206,1
532,532::F::25::17::89112,532::M::25::7::94301,1
533,533::M::25::12::55110,533::M::25::12::27514,0
534,534::M::25::12::55110,534::M::25::15::55902,0
535,535::M::25::12::55124,535::M::35::6::95370,1
536,536::M::25::12::55110,536::M::25::20::01267,1
537,537::M::25::12::55124,537::M::45::14::07704,1
538,538::M::25::12::55110,538::M::56::16::95407,1
539,539::M::25::12::55110,539::M::25::2::55103,0
540,540::M::25::12::55113,540::M::18::1::15213,1
541,541::M::25::12::55124,541::F::18::4::5849574,1
542,542::F::25::0::55103,542::M::18::4::78705,1
543,543::M::25::12::55124,543::M::25::5::55057,0
544,544::M::25::12::55113,544::M::35::12::94538,0
545,545::M::25::2::55103,545::M::35::17::01890,1
546,546::M::25::12::55110,546::F::25::0::37211,1
547,547::M::25::12::55124,547::M::35::12::76109,0
548,548::M::25::2::55103,548::F::35::16::96860,1
