RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
230,236::The Strokes,236::Clap Your Hands Say Yeah,1
231,237::The Strokes,237::Thom Yorke,1
232,238::The Strokes,238::Massive Attack,1
233,239::The National,239::Keyshia Cole,1
234,240::The Strokes,240::Racionais MC's,1
235,241::The Strokes,241::Toni Braxton,1
236,242::The Strokes,242::Elo da Corrente,1
237,243::Ludacris,243::Teta Lando,1
238,244::Gorillaz,244::Flagelo Urbano,1
239,245::Roupa Nova,245::Bob Marley & The Wailers,1
240,246::Gorillaz,246::Adriana Calcanhotto,1
241,247::Geraldo Azevedo,247::Maxwell,1
242,248::Cazuza,248::Pharoahe Monch,1
243,249::Lauryn Hill,249::Common,1
244,250::The Cinematic Orchestra,250::Bob Marley,1
245,251::Lauryn Hill,251::Whitney Houston,1
246,252::Azymuth,252::Tamia,1
247,253::Alicia Keys,253::Bryan Adams,1
248,254::Celine Dion,254::Lokua Kanza,1
249,255::Celine Dion,255::Nach,1
250,Unknown,256::Kid Abelha,1
251,Unknown,257::Mariah Carey,1
252,Unknown,258::Tina Turner,1
253,259::Unknown,259::9th Wonder,1
254,260::The Cinematic Orchestra,260::Floetry,1
255,261::The Cinematic Orchestra,261::Marisa Monte,1
256,262::The Cinematic Orchestra,262::Mary J. Blige,1
257,263::Moby,263::Jill Scott,1
258,264::Ludacris,264::Sara Tavares,1
259,265::Ludacris,265::Céline Dion,1
260,266::Annie Lennox,266::Erykah Badu,1
261,267::Annie Lennox,267::Nas,1
262,268::Lauryn Hill,268::Richard Marx,1
263,269::Lauryn Hill,269::Dru Hill,1
264,270::Alicia Keys,270::Maria Bethânia,1
265,271::Ginuwine,271::Mos Def,1
266,272::Ginuwine,272::Faith Evans,1
267,273::Ginuwine,273::Avant,1
268,274::Ginuwine,274::Bob da Rage Sense,1
269,275::Lauryn Hill,275::Angie Stone,1
270,276::Lauryn Hill,276::Gang Starr,1
271,277::Lauryn Hill,277::Papa Wemba,1
272,278::Lauryn Hill,278::2Pac,1
273,279::Lauryn Hill,279::Brandy,1
274,280::Lauryn Hill,280::Sam the Kid,1
275,281::Lauryn Hill,281::Dealema,1
276,282::Ludacris,282::Boss AC,1
277,283::Ludacris,283::Ana Carolina,1
278,284::Lauryn Hill,284::Dilated Peoples,1
279,285::Ludacris,285::Janet Jackson,1
280,286::Laurindo Almeida,286::Peter Tosh,1
281,287::Laurindo Almeida,287::Monica,1
282,288::Lauryn Hill,288::Rihanna,1
283,289::Laurindo Almeida,289::Britney Spears,1
284,290::Jennifer Lopez,290::Jordin Sparks,1
285,291::Christina Aguilera,291::Kelly Clarkson,1
286,292::Christina Aguilera,292::Christina Aguilera,0
287,293::Shakira,293::Ashlee Simpson,1
288,294::Hilary Duff,294::Leona Lewis,1
289,295::Shakira,295::Beyoncé,1
290,296::Jennifer Lopez,296::Sugababes,1
291,297::Jennifer Lopez,297::David Cook,1
292,298::Adam Lambert,298::Lily Allen,1
293,299::Katy Perry,299::Jennifer Lopez,1
294,300::Shakira,300::Katy Perry,1
295,301::Rihanna,301::Alicia Keys,1
296,302::Shakira,302::P!nk,1
297,303::Shakira,303::Panic at the Disco,1
298,304::Taylor Swift,304::David Archuleta,1
299,305::Miley Cyrus,305::Katharine McPhee,1
300,306::Lacuna Coil,306::Black Eyed Peas,1
301,307::Rammstein,307::Kate Voegele,1
302,308::The Script,308::Kat DeLuna,1
303,309::The Script,309::Danity Kane,1
304,310::The Script,310::Nelly Furtado,1
305,311::The Script,311::Natasha Bedingfield,1
306,312::The All-American Rejects,312::Cassie,1
307,313::The Pussycat Dolls,313::Allison Iraheta,1
308,314::The Script,314::Ciara,1
309,315::The Script,315::Matt Pokora,1
310,316::Kaci Battaglia,316::Alanis Morissette,1
311,317::Gym Class Heroes,317::Keri Hilson,1
312,318::The Script,318::Hilary Duff,1
313,319::Gym Class Heroes,319::Haley James Scott,1
314,320::The Script,320::Fergie,1
315,321::Mandy Moore,321::Jonas Brothers,1
316,322::Miley Cyrus,322::Ashanti,1
317,323::Mandy Moore,323::The Saturdays,1
318,324::The Script,324::Cobra Starship,1
319,325::The Script,325::Ashley Tisdale,1
320,326::The Script,326::JoJo,1
321,327::Miley Cyrus,327::Chris Brown,1
322,328::Miley Cyrus,328::David Guetta,1
323,329::Miley Cyrus,329::Justin Timberlake,1
324,330::Miley Cyrus,330::T.I.,1
325,331::Kanye West,331::Kanye West,0
326,332::Rihanna,332::Kelly Rowland,1
327,333::Rihanna,333::Avril Lavigne,1
328,334::Fall Out Boy,334::No Angels,1
329,335::Simple Plan,335::Sandy,1
330,336::The Script,336::Vanessa Petruo,1
331,337::Lil Mama,337::Alexander,1
332,338::Unknown,338::Queensberry,1
333,339::Mandy Capristo,339::Fady Maalouf,1
334,340::Mandy Capristo,340::Cher,1
335,341::Mandy Moore,341::Barbara Schöneberger,1
336,342::Mandy Moore,342::Colbie Caillat,1
337,343::Mandy Moore,343::Annett Louisan,1
338,344::Mandy Moore,344::Taylor Swift,1
339,345::Mandy Moore,345::Nadja Benaissa,1
340,346::Mandy Moore,346::Lena,1
341,347::Mandy Capristo,347::Cassandra Steen,1
342,348::Mandy Capristo,348::Wir sind Helden,1
343,349::Mandy Capristo,349::The Pussycat Dolls,1
344,350::Mandy Moore,350::Monrose,1
345,351::Mandy Capristo,351::Gabrielle,1
346,352::Mandy Capristo,352::Cheryl Cole,1
347,353::Mandy Moore,353::Milow,1
348,354::Mandy Capristo,354::Sarah Connor,1
349,355::Mandy Moore,355::Jason Mraz,1
350,356::Unknown,356::Brad Paisley,1
351,357::Unknown,357::Silbermond,1
352,358::The Killers,358::Diyana,1
353,359::Unknown,359::Maria Mena,1
354,360::Kanye West,360::Shania Twain,1
355,361::Gwen Stefani,361::Jennifer Chung,1
356,362::The Script,362::A Fine Frenzy,1
357,363::The Script,363::Lucylicious,1
358,364::The Script,364::Sugarland,1
359,365::The Script,365::Christina Stürmer,1
360,366::Mando Diao,366::Jack Johnson,1
361,367::The Script,367::BIG BANG,1
362,368::The Script,368::김종국,1
363,369::Unknown,369::2PM,1
364,370::Super Junior,370::Katatonia,1
365,371::The Cinematic Orchestra,371::Skillet,1
366,372::The Script,372::モンゴル800,1
367,373::The Birthday Massacre,373::Jay Park,1
368,374::Kara,374::宇多田ヒカル,1
369,375::Kumi Koda,375::浜崎あゆみ,1
370,376::EXO,376::UVERworld,1
371,377::B'z,377::Linkin Park,1
372,378::B'z,378::Evanescence,1
373,379::Kumi Koda,379::中島美嘉,1
374,380::Glay,380::Blackmore's Night,1
375,381::R.E.M.,381::C.N.BLUE,1
376,382::Glay,382::BUCK-TICK,1
377,383::Glay,383::Bad Religion,1
378,384::The Birthday Massacre,384::Fairuz,1
379,385::Gackt,385::T.M.Revolution,1
380,386::Glay,386::Cascada,1
381,387::Glay,387::TRAX,1
382,388::Glay,388::B2ST,1
383,389::Glay,389::Enya,1
384,390::Sylver,390::GACKT,1
385,391::Scooter,391::Sinamore,1
386,392::KAT-TUN,392::Remi Bandali,1
387,393::KAT-TUN,393::Super Junior,1
388,394::Mika,394::山下智久,1
389,395::KAT-TUN,395::NEWS,1
390,396::KAT-TUN,396::L'Arc~en~Ciel,1
391,397::KAT-TUN,397::雅-MIYAVI-,1
392,398::KAT-TUN,398::www.DjFahad.com,1
393,399::KAT-TUN,399::嵐,1
394,400::KAT-TUN,400::2NE1,1
395,401::KAT-TUN,401::RENTRER EN SOI,1
396,402::KAT-TUN,402::3mmey,1
397,403::KAT-TUN,403::The All-American Rejects,1
398,404::The Script,404::백지영,1
399,405::The Gazette,405::The Rasmus,1
400,406::Unknown,406::HYDE,1
401,407::HYDE,407::Akira Yamaoka,1
402,408::Akira Yamaoka,408::Crossfade,1
403,409::The Killers,409::G-Dragon,1
404,410::Limp Bizkit,410::GD&TOP,1
405,411::The Birthday Massacre,411::Chinese mix,1
406,412::Unknown,412::blink-182,1
407,413::The Beatles,413::After School,1
408,414::The Birthday Massacre,414::Wasted Land,1
409,415::The Birthday Massacre,415::Laith Al-Deen,1
410,416::Kumi Koda,416::The National,1
411,417::The Script,417::Cordel do Fogo Encantado,1
412,418::Unknown,418::Sigur Rós,1
413,419::The Cinematic Orchestra,419::Tokyo Police Club,1
414,420::The Cinematic Orchestra,420::The Kills,1
415,421::The Cinematic Orchestra,421::Móveis Coloniais de Acaju,1
416,422::The Cinematic Orchestra,422::Mombojó,1
417,423::Mika,423::Bat for Lashes,1
418,424::The Cinematic Orchestra,424::The Strokes,1
419,425::The Cinematic Orchestra,425::Yeah Yeah Yeahs,1
420,426::The White Stripes,426::Rilo Kiley,1
421,427::The White Stripes,427::The Cribs,1
422,428::The White Stripes,428::The Libertines,1
423,429::The White Stripes,429::The Smiths,1
424,430::The White Stripes,430::Kate Nash,1
425,431::The Fratellis,431::Wolf Parade,1
426,432::The Raconteurs,432::Klaxons,1
427,433::The Fratellis,433::Broken Social Scene,1
428,434::The Wombats,434::Spoon,1
429,435::The Shins,435::Black Lips,1
430,436::The White Stripes,436::The Smashing Pumpkins,1
431,437::The White Stripes,437::She & Him,1
432,438::The White Stripes,438::O Teatro Mágico,1
433,439::The Cinematic Orchestra,439::Los Hermanos,1
434,440::The Cinematic Orchestra,440::Animal Collective,1
435,441::The Antlers,441::Joy Division,1
436,442::The White Stripes,442::The Tallest Man on Earth,1
437,443::The Antlers,443::The Rakes,1
438,444::The Long Blondes,444::múm,1
439,445::The Cinematic Orchestra,445::Bon Iver,1
440,446::The Antlers,446::Ra Ra Riot,1
441,447::The Antlers,447::Manu Chao,1
442,448::The Antlers,448::Art Brut,1
443,449::The Cinematic Orchestra,449::Poney Express,1
444,450::The Cinematic Orchestra,450::She Wants Revenge,1
445,451::The Cinematic Orchestra,451::Local Natives,1
446,452::The Antlers,452::Mundo Livre S/A,1
447,453::The Cinematic Orchestra,453::Silverchair,1
448,454::The Cinematic Orchestra,454::Jónsi,1
449,455::The Antlers,455::Backstreet Boys,1
450,Unknown,456::Jesse McCartney,1
451,457::Unknown,457::Aaron Carter,1
452,458::Unknown,458::Justin Bieber,1
453,459::Britney Spears,459::*NSYNC,1
454,460::Britney Spears,460::Noize MC,1
455,461::Christina Aguilera,461::Miley Cyrus,1
456,462::Britney Spears,462::Blue,1
457,463::Britney Spears,463::Savage Garden,1
458,464::Simple Plan,464::3OH!3,1
459,465::Simple Plan,465::Jessica Simpson,1
460,466::Simple Plan,466::Ke$ha,1
461,467::Simple Plan,467::Darren Hayes,1
462,468::Simple Plan,468::Usher,1
463,469::Simple Plan,469::Nick Carter,1
464,470::Simple Plan,470::nevershoutnever!,1
465,471::Simple Plan,471::Metro Station,1
466,472::Simple Plan,472::3 Doors Down,1
467,473::Simple Plan,473::Dream Street,1
468,474::Simple Plan,474::Craig David,1
469,475::Simple Plan,475::Eminem,1
470,476::Simple Plan,476::M. Pokora,1
471,477::Simple Plan,477::Daniel Merriweather,1
472,478::The Script,478::ВИА Гра,1
473,479::The Script,479::Westlife,1
474,480::Simple Plan,480::Guf,1
475,481::Katy Perry,481::Simple Plan,1
476,482::The Script,482::Jeremih,1
477,483::The Script,483::Centr,1
478,484::The Script,484::Ne-Yo,1
479,485::The Script,485::Kelis,1
480,486::The Script,486::30 Seconds to Mars,1
481,487::The Script,487::The Birthday Massacre,1
482,488::The Script,488::Three Days Grace,1
483,489::The Script,489::Limp Bizkit,1
484,490::The Script,490::Seether,1
485,491::The Script,491::Fort Minor,1
486,492::The Script,492::Funeral for a Friend,1
487,493::The Script,493::Lostprophets,1
488,494::The All-American Rejects,494::Finch,1
489,495::The All-American Rejects,495::This Beautiful Republic,1
490,496::The All-American Rejects,496::Cold,1
491,497::The All-American Rejects,497::Papa Roach,1
492,498::The All-American Rejects,498::Paramore,1
493,499::The All-American Rejects,499::Flyleaf,1
494,500::Audioslave,500::Bullet for My Valentine,1
495,501::The All-American Rejects,501::Angels & Airwaves,1
496,502::The All-American Rejects,502::LaFee,1
497,503::The All-American Rejects,503::In Flames,1
498,504::The All-American Rejects,504::HIM,1
499,505::The All-American Rejects,505::Digital Summer,1
500,506::Unknown,506::Anathema,1
501,507::Lacuna Coil,507::Saosin,1
502,508::The Gathering,508::Tracktor Bowling,1
503,509::The Gathering,509::Pitchshifter,1
504,510::The Gathering,510::P.O.D.,1
505,511::The Gathering,511::U2,1
506,512::The Gathering,512::Deftones,1
507,513::Lacuna Coil,513::Traff!c,1
508,514::Lacuna Coil,514::Ill Niño,1
509,515::Lacuna Coil,515::Clan of Xymox,1
510,516::Lacuna Coil,516::Celldweller,1
511,517::Lacuna Coil,517::Korn,1
512,518::Lacuna Coil,518::Within Temptation,1
513,519::Lacuna Coil,519::Static-X,1
514,520::Lacuna Coil,520::Fluke,1
515,521::Lacuna Coil,521::happysad,1
516,522::Lacuna Coil,522::Lacrimosa,1
517,523::Mudvayne,523::Lindsay Lohan,1
518,524::Lacuna Coil,524::Jeffree Star,1
519,525::The Cinematic Orchestra,525::Gwen Stefani,1
520,526::Limp Bizkit,526::La Roux,1
521,527::The Cinematic Orchestra,527::Lil' Wayne,1
522,528::The Cinematic Orchestra,528::Pixie Lott,1
523,529::Kings of Leon,529::Paul van Dyk,1
524,530::Kings of Leon,530::Alphabeat,1
525,531::Kings of Leon,531::Taio Cruz,1
526,532::Katy Perry,532::Little Boots,1
527,533::Kerli,533::Oasis,1
528,534::Kings of Leon,534::No Doubt,1
529,535::The Script,535::Sophie Ellis-Bextor,1
530,536::The Killers,536::Good Charlotte,1
531,537::The Script,537::The Used,1
532,538::The All-American Rejects,538::Maroon 5,1
533,539::The Killers,539::Gossip,1
534,540::The Script,540::Fall Out Boy,1
535,541::The Killers,541::Space Cowboy,1
536,542::The All-American Rejects,542::Pitty,1
537,543::The Script,543::Nicole Scherzinger,1
538,544::The Script,544::Adam Lambert,1
539,545::Kerli,545::Flo Rida,1
540,546::Kerli,546::The Ting Tings,1
541,547::Kings of Leon,547::Kid Cudi,1
542,548::The Script,548::Ellie Goulding,1
543,549::Kings of Leon,549::The Sonics,1
544,550::The Script,550::The Fleshtones,1
545,551::The Sonics,551::The Satelliters,1
546,552::The Wailers,552::The Barracudas,1
547,553::The Mermen,553::The Staggers,1
548,554::The Chevelles,554::The Kinks,1
549,555::The Trashwomen,555::The Swingin' Neckbreakers,1
550,Unknown,556::The Strollers,1
551,557::Unknown,557::The Fuzztones,1
552,558::The Strollers,558::The Maharajas,1
553,559::The Sonics,559::Southern Culture on the Skids,1
554,560::The Sonics,560::The Woggles,1
555,561::The Sonics,561::The Untamed Youth,1
556,562::The Sonics,562::The Who,1
557,563::The Sonics,563::Small Faces,1
558,564::The Sonics,564::Mahalia Jackson,1
559,565::The Sonics,565::Howlin' Wolf,1
560,566::The Sonics,566::Jackie Wilson,1
561,567::The Staple Singers,567::Sam Cooke,1
562,568::Ray Charles,568::The Vice Barons,1
563,569::The Sonics,569::Otis Redding,1
564,570::The Sonics,570::Little Richard,1
565,571::The Sonics,571::LaVern Baker,1
566,572::The Sonics,572::Ray Charles,1
567,573::The Moonglows,573::The Detroit Cobras,1
568,574::The Sonics,574::Big Mama Thornton,1
569,575::The Sonics,575::Aretha Franklin,1
570,576::The Sonics,576::Marvin Gaye,1
571,577::The Sonics,577::Ruth Brown,1
572,578::Sam the Sham and the Pharaohs,578::James Brown,1
573,579::Sam the Sham and the Pharaohs,579::Big Maybelle,1
574,580::Dinah Washington,580::Muddy Waters,1
575,581::B.B. King,581::Elmore James,1
576,582::B.B. King,582::Sonny Boy Williamson,1
577,583::B.B. King,583::John Lee Hooker,1
578,584::T-Bone Walker,584::The Isley Brothers,1
579,585::B.B. King,585::Chuck Berry,1
580,586::Bo Diddley,586::Professor Longhair,1
581,587::Little Walter,587::Sister Rosetta Tharpe,1
582,588::Little Walter,588::Big Joe Turner,1
583,589::T-Bone Walker,589::Andre Williams,1
584,590::Dinah Washington,590::Louis Prima,1
585,591::Eddie Cochran,591::Charles Aznavour,1
586,592::Bobby Bland,592::Ennio Morricone,1
587,593::Django Reinhardt,593::Renato Carosone,1
588,594::Domenico Modugno,594::The Pretty Things,1
589,595::The Sonics,595::The Titty Twisters Orchestra,1
590,596::The Yardbirds,596::The Montesas,1
591,597::The Trashwomen,597::The Easybeats,1
592,598::The Pretty Things,598::The Gruesomes,1
593,599::The Sonics,599::David Bowie,1
594,600::The Sonics,600::le bowl,1
595,601::The Sonics,601::Prince,1
596,602::The Sonics,602::Iron & Wine,1
597,603::The Sonics,603::Aphex Twin,1
598,604::The Fall,604::Kings of Convenience,1
599,605::The Cinematic Orchestra,605::Beastie Boys,1
600,Unknown,606::José González,1
601,607::Unknown,607::Jethro Tull,1
602,608::The Cinematic Orchestra,608::Tortoise,1
603,609::The Cinematic Orchestra,609::Nick Drake,1
604,610::The Cinematic Orchestra,610::Miles Davis,1
605,611::The National,611::The Sea and Cake,1
606,612::The Decemberists,612::Talking Heads,1
607,613::The Decemberists,613::John Coltrane,1
608,614::The Decemberists,614::Pearl Jam,1
609,615::The National,615::Elliott Smith,1
610,616::The National,616::Squarepusher,1
611,617::The Mars Volta,617::The Roots,1
612,618::The Mars Volta,618::Belle and Sebastian,1
613,619::The Strokes,619::A Tribe Called Quest,1
614,620::The Mars Volta,620::Pulp,1
615,621::The Flaming Lips,621::The Album Leaf,1
616,622::The Mars Volta,622::Sufjan Stevens,1
617,623::The Mars Volta,623::Clogs,1
618,624::The Decemberists,624::Great Lake Swimmers,1
619,625::The Decemberists,625::Thelonious Monk,1
620,626::The Decemberists,626::A.A. Bondy,1
621,627::The Decemberists,627::Saint Etienne,1
622,628::The Decemberists,628::Andrew York,1
623,629::The Cinematic Orchestra,629::of Montreal,1
624,630::The Decemberists,630::Neil Young,1
